N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
581,107,65,55,56,51,0,158,64,67,56,43,0,178,51
582,4296,1155,0,1026,0,0,2958,1046,0,1310,1395,1,3874,1136
583,0,962,573,377,356,0,1879,0,522,865,0,0,485,721
584,447,141,184,127,195,2,413,208,0,200,96,1,519,192
585,0,2562,2118,3006,1416,4955,0,560,2266,2714,2980,7267,4910,916
586,536,0,212,474,138,2,114,355,256,179,300,2,140,158
587,197,54,57,64,59,0,147,63,56,62,60,0,107,54
588,3189,1100,1414,460,791,0,1504,1111,909,878,1272,11,3045,1053
589,1277,1407,737,296,244,0,1394,821,671,0,616,0,895,774
590,0,239,180,174,274,4,494,241,172,171,0,0,480,132
591,4201,2006,0,2975,3479,5714,0,0,1801,3010,4198,1886,3047,1790
592,591,313,188,102,86,0,316,0,118,243,255,1,423,120
593,0,50,42,66,54,0,0,64,40,75,60,0,176,62
594,0,1088,1532,779,0,12,4811,1143,1294,789,971,1,2919,1177
595,1038,0,821,2462,451,0,1734,66,706,957,556,0,1857,1937
596,573,257,84,130,221,1,479,83,58,137,231,1,433,0
597,3856,1658,3056,2755,2701,0,5460,1972,3270,2084,3068,3286,5543,2492
598,136,232,344,177,181,1,293,242,304,0,189,3,244,126
599,191,69,82,58,61,0,0,58,61,0,59,0,176,64
600,3607,0,1001,964,984,7,1659,1072,1034,990,839,0,2598,906
601,0,0,763,1460,664,0,2451,884,553,0,475,0,2169,726
602,552,66,192,193,151,0,527,118,209,0,263,1,565,151
603,3569,0,4066,2688,0,7075,5320,1921,2024,3129,2088,2430,5483,3973
604,434,67,307,397,209,0,266,7,206,493,186,3,380,203
605,0,65,71,64,61,0,186,65,53,66,56,0,160,65
606,3589,0,1129,914,708,4,2905,1082,736,1221,818,8,3337,1005
607,2167,1056,681,0,0,0,1621,0,614,1395,548,0,1295,606
608,507,36,326,165,358,1,606,213,0,137,297,0,395,147
609,5766,1515,2742,2862,2861,1508,0,2059,2797,2791,3156,9121,1864,1569
610,0,0,211,304,146,5,486,38,196,301,117,0,258,225
611,150,57,45,82,62,0,171,55,63,68,49,0,256,58
612,2273,980,706,1166,1049,0,2894,1030,1230,836,950,0,3964,1052
613,1889,0,515,1221,427,0,1190,1277,479,1497,302,0,532,73
614,440,303,182,139,357,1,353,168,123,142,203,0,491,96
615,3291,1758,0,0,4089,8840,5248,1689,2186,2809,2598,0,4432,1486
616,338,186,279,163,300,0,399,308,203,0,319,0,181,195
617,132,62,0,60,59,0,148,51,42,72,0,0,106,55
618,2551,0,0,1159,1245,14,3015,1225,1355,1157,1087,0,0,1014
619,1703,225,937,478,992,0,37,590,748,1220,597,0,1486,573
620,542,242,72,160,38,1,422,42,163,68,301,1,442,181
621,2684,2442,2673,2410,2493,5522,2139,2258,0,3016,1268,6996,3084,1799
622,418,200,327,285,0,0,214,419,226,142,220,0,461,0
623,154,67,46,74,49,0,167,59,0,71,45,0,167,0
624,4590,1026,1155,896,1159,0,2916,983,915,767,904,5,4665,0
625,3103,0,915,0,499,0,0,451,733,0,644,0,1329,1144
626,388,223,0,140,146,0,516,133,90,101,354,0,444,120
627,3347,0,3129,2150,0,7391,5583,1641,3268,3182,2211,2437,0,2204
628,89,0,245,280,279,0,495,122,132,0,128,1,503,81
629,184,71,46,59,77,0,213,70,57,0,53,0,152,59
630,4840,1032,1055,783,1340,6,0,1167,1354,1182,1251,5,4085,973
631,704,0,577,650,615,0,1646,678,297,578,673,0,275,765
632,446,0,243,142,233,5,487,46,256,180,125,0,469,122
633,3835,2291,2942,2874,826,6484,2952,2709,1818,2889,3325,5980,1958,1840
634,277,190,258,0,199,0,456,273,438,137,167,0,314,233
635,139,54,52,64,54,0,0,59,54,67,57,0,188,0
636,4662,1002,1066,909,1554,0,4950,1014,930,1158,1540,15,4314,1103
637,0,1537,289,0,893,0,1537,812,642,0,426,0,1349,837
638,0,147,132,129,528,2,502,115,212,183,101,2,471,73
639,1481,2673,3577,2674,3434,3108,0,2327,3402,2657,4704,9964,5117,2570
640,544,206,0,58,0,0,98,237,176,107,111,5,492,286
641,139,63,61,56,48,0,195,57,61,58,59,0,153,60
642,0,1045,1237,773,1143,0,3844,0,1200,0,1094,1,3584,1145
643,635,848,190,0,0,0,1428,146,497,655,1061,0,672,736
644,606,255,102,106,227,3,433,58,220,157,141,2,310,172
645,5249,1593,2721,2574,2577,11110,4488,2501,2714,3030,2574,6940,2463,2784
646,108,61,253,341,244,4,153,191,265,263,177,4,0,139
647,176,0,36,67,62,0,170,59,55,64,46,0,165,48
648,1382,1110,975,684,1356,5,3814,1049,1248,1186,1165,9,2900,1142
649,0,1141,0,174,675,0,316,544,447,797,188,0,2399,1012
650,366,101,0,166,323,0,563,394,175,144,184,0,533,139
651,5226,2230,2282,2159,2990,4203,3129,2590,1981,2381,3169,4215,3802,2013
652,420,279,181,0,272,1,280,154,115,418,290,0,438,208
653,152,60,49,45,43,0,174,58,48,75,54,0,178,63
654,4160,1052,992,841,1189,23,2400,1111,1073,793,1032,6,3912,1044
655,1061,0,505,936,292,0,697,793,589,1182,659,0,2540,886
656,411,238,224,147,0,4,524,287,291,143,261,2,0,222
657,3600,0,2733,2416,3884,6679,9094,0,2502,2875,2589,6812,0,1844
658,351,84,192,214,251,0,446,75,359,0,151,0,128,233
659,213,58,27,74,63,0,207,54,0,72,0,0,123,67
660,3041,0,1144,974,0,0,2876,1047,871,597,998,0,3181,0
661,1229,33,0,0,501,0,1260,0,369,0,954,0,0,718
662,0,199,142,0,328,0,479,197,0,127,0,0,367,169
663,5120,2067,2584,2151,3090,8952,1461,2441,3012,2896,1659,3080,5470,0
664,447,163,338,248,127,3,400,200,274,420,233,0,345,166
665,143,59,0,42,58,0,186,64,71,72,65,0,163,61
666,3611,1072,1331,599,1191,0,2502,1255,901,875,1418,0,2293,0
667,1360,586,194,1077,0,0,920,905,756,0,889,0,162,0
668,426,0,65,75,438,0,452,93,119,144,209,0,473,211
669,5289,2814,2783,2842,0,4328,5375,2327,3329,0,2490,3746,4185,1653
670,225,89,252,153,230,0,305,0,329,310,195,3,0,104
671,0,65,42,71,60,0,185,63,68,55,52,0,0,64
672,3659,1237,992,1102,1189,0,2363,914,1129,704,1429,5,3336,915
673,1814,1403,1151,0,147,0,1451,0,882,1082,531,0,1478,805
674,547,245,225,195,133,3,617,139,202,166,300,1,468,0
675,4198,1080,2813,2987,1543,8609,4587,1661,2452,2486,0,0,2572,893
676,445,167,390,317,273,6,282,214,200,219,264,3,287,156
677,0,67,25,55,59,0,217,49,30,70,55,0,0,57
678,3795,1075,1360,953,1378,0,0,1104,1257,827,0,1,4062,1136
679,0,352,811,1194,574,0,1058,619,718,1380,250,0,971,803
680,537,11,362,138,0,0,399,256,215,0,162,2,391,388
681,4572,2297,2396,2745,4909,5671,4835,2060,3329,3104,3039,13305,2777,2566
682,326,145,160,0,313,0,300,291,0,706,195,0,103,157
683,144,56,0,42,63,0,146,58,57,66,56,0,165,62
684,1847,1004,1053,1062,1033,4,3384,1231,0,959,1513,7,0,1008
685,2184,1331,338,570,933,0,1209,392,723,805,342,0,604,1247
686,456,55,133,187,205,1,487,198,221,135,214,0,490,0
687,0,2096,0,0,0,0,5005,1432,2446,3052,2883,5817,4150,2409
688,188,365,0,259,175,3,94,0,333,149,229,0,0,128
689,125,60,80,57,56,0,0,67,63,0,60,0,208,55
690,2650,1081,1003,1080,0,9,0,1059,890,1022,1067,0,3037,1226
691,0,507,223,1014,0,0,2242,1,0,1368,0,0,1674,815
692,500,156,234,143,241,0,464,81,197,182,103,0,470,265
693,3831,0,2155,2344,3325,8805,5305,1669,2272,3446,1802,3723,4714,1935
694,389,146,176,487,310,1,422,183,310,0,147,0,282,303
695,149,45,74,39,38,0,161,59,69,90,59,0,229,64
696,4840,1118,1220,0,1217,0,3897,1173,1184,814,1114,10,3089,0
697,929,418,151,971,320,0,1698,929,803,675,548,0,812,449
698,512,84,158,133,496,2,391,303,280,133,372,3,491,215
699,4096,0,2641,2736,1138,7944,3232,0,2119,3098,0,4559,0,1279
700,320,145,158,249,259,3,145,0,275,277,267,4,455,174
701,167,59,46,0,59,0,148,0,50,78,57,0,103,55
702,2663,912,1326,1214,1238,0,2234,0,970,1132,1216,0,2201,1049
703,1577,0,699,820,293,0,0,869,771,122,808,0,999,617
704,492,47,218,147,407,1,529,150,162,113,74,4,335,216
705,5345,1954,3402,2901,2903,0,3017,1339,2330,2691,0,7491,5714,2285
706,273,152,172,199,382,0,296,152,246,160,278,2,223,298
707,151,60,49,71,45,0,140,47,22,69,55,0,191,65
708,2051,1085,1115,957,1000,0,3819,1133,1203,1031,1050,0,3024,1158
709,1699,0,410,650,638,0,1980,1031,974,1594,273,0,2186,761
710,416,281,105,213,297,0,506,122,262,174,211,3,0,149
711,4343,3135,2065,2772,2620,3712,2982,3216,2139,3425,2514,10821,5376,4186
712,297,300,333,134,226,0,410,278,231,239,178,0,21,76
713,171,63,0,73,42,0,168,58,45,78,71,0,223,0
714,4359,1135,743,971,1390,9,1713,0,962,965,1086,6,3165,1075
715,0,958,722,0,748,0,0,378,578,8,822,0,1867,291
716,386,227,29,131,235,0,255,4,321,0,294,0,416,54
717,5443,2093,2944,2977,1681,7489,962,2846,2763,2591,3561,5696,2281,0
718,688,301,361,133,323,1,362,0,393,175,229,4,0,159
719,0,58,0,0,51,0,164,58,41,71,64,0,171,57
720,2682,1013,754,1187,1480,19,2844,931,1330,0,1614,9,3895,1041
721,2005,706,0,998,1003,0,0,211,659,2,607,0,0,801
722,456,127,177,135,282,3,569,188,109,148,248,1,393,0
723,2302,1923,3427,2645,3089,2926,4623,1219,3839,0,0,8497,0,2236
724,306,354,246,74,204,0,0,209,380,137,0,2,564,203
725,176,54,54,72,56,0,166,66,41,64,33,0,144,59
726,1797,1060,1325,1199,1035,0,4050,1252,1066,1167,1520,8,3465,1055
727,1576,0,491,998,0,0,1101,0,641,864,854,0,871,105
728,462,218,151,141,307,0,529,0,218,199,330,2,389,292
729,4144,2585,3627,3089,1647,11928,4276,1524,3492,2830,2597,5567,5789,1990
730,365,325,170,420,105,3,417,254,385,43,174,0,160,162
731,165,60,45,74,63,0,139,70,49,71,43,0,174,66
732,2028,0,1031,1061,0,0,3735,0,1006,1590,0,2,3464,932
733,611,0,685,2019,656,0,2563,517,751,1228,272,0,1901,731
734,587,187,119,184,455,0,454,270,216,102,0,0,462,103
735,2083,2391,3051,2823,2210,6895,2757,2660,2676,2178,2168,10322,3331,2505
736,396,231,265,21,67,6,0,139,56,0,177,0,308,269
737,177,60,50,66,60,0,0,50,40,53,40,0,140,67
738,3128,1071,1277,1076,1277,0,1436,1042,1088,1258,1099,0,2639,1085
739,1485,30,0,559,526,0,1685,0,682,1028,540,0,1673,0
740,424,261,144,90,81,1,0,172,120,118,179,3,412,242
741,0,0,3944,3080,1655,5943,1780,3036,2718,1960,3920,9353,3563,2344
742,188,371,0,290,204,0,508,244,117,100,173,0,269,143
743,0,62,52,0,60,0,174,64,62,63,53,0,196,56
744,3084,1011,0,1288,1009,0,2656,1093,1243,1371,908,4,3215,1053
745,0,25,607,159,422,0,686,689,319,1566,790,0,1060,1140
746,486,150,266,207,188,2,609,235,174,135,269,1,502,0
747,4764,2766,0,3363,1326,11725,3429,2769,0,2621,3447,7901,5317,1613
748,191,0,0,218,219,1,110,116,229,355,195,0,209,207
749,179,59,55,75,59,0,210,61,36,67,71,0,155,60
750,2833,1118,1348,0,1012,0,3618,1186,1274,1216,0,0,3614,1094
751,484,1076,461,1277,390,0,1227,556,318,855,522,0,297,1717
752,510,169,0,0,212,0,381,190,240,144,286,3,434,245
753,4164,2082,2353,2733,3455,5561,0,1307,2105,3020,3616,6171,3158,2539
754,0,217,440,0,434,0,104,182,276,390,98,1,402,218
755,179,61,0,51,52,0,182,61,66,61,57,0,200,51
756,3542,1009,1013,746,0,14,0,1115,1326,1205,1259,0,2708,975
757,473,764,569,141,722,0,0,714,422,1159,0,0,903,26
758,540,171,153,70,316,1,578,157,244,191,182,0,563,264
759,4343,1949,2783,2995,4126,6111,2339,0,3354,2854,2095,8685,5108,1829
760,206,173,293,309,121,2,0,171,334,228,0,1,254,0
761,167,60,41,67,50,0,0,0,79,74,59,0,169,0
762,4495,1034,1364,895,0,7,4040,983,1289,1544,1143,0,4429,972
763,1508,1517,958,1167,729,0,859,306,996,0,0,0,0,818
764,395,78,0,106,0,5,372,153,132,115,305,2,416,172
765,4497,2713,1931,2885,0,2286,5730,3154,3417,2696,3449,2358,1702,1713
766,160,219,290,400,340,0,436,247,226,0,165,3,475,187
767,0,0,52,69,67,0,167,54,56,85,33,0,182,48
768,4337,1169,1131,784,1225,0,3852,1047,1375,1050,1081,0,2069,983
769,1006,104,645,862,442,0,2013,679,416,1142,0,0,676,739
770,451,0,234,174,360,0,446,0,180,201,305,3,565,41
771,4079,1662,2605,3330,2598,9310,3204,2422,3000,2654,3040,5144,7039,2578
772,45,82,163,0,173,0,401,297,315,35,208,0,180,224
773,147,61,46,65,51,0,0,46,57,62,0,0,146,48
774,4443,1093,684,1017,1017,3,3053,1018,1080,1311,1464,1,2990,1029
775,1051,1412,642,714,852,0,1367,649,635,911,562,0,1133,0
776,0,274,0,157,448,2,387,292,198,154,197,1,0,326
777,5039,0,2636,3048,2823,13386,3501,2722,3808,3432,3362,0,5792,0
778,232,153,279,0,143,3,454,166,261,129,67,3,179,143
779,167,54,62,60,65,0,201,59,66,44,62,0,174,0
780,3683,1096,504,915,981,0,3933,1054,730,1259,1012,1,4040,1108
781,351,511,575,0,159,0,98,520,871,1530,396,0,936,0
782,478,171,139,120,155,0,361,308,218,135,249,0,387,216
783,3551,2621,3386,2894,3375,3050,1515,2107,2574,2939,812,10499,3521,2205
784,523,304,225,0,271,3,503,286,158,0,293,0,435,99
785,213,67,27,54,57,0,209,58,29,50,59,0,164,58
786,2291,1075,1409,1225,1328,0,0,0,1040,952,1552,5,3225,0
787,262,1258,354,1133,362,0,591,0,512,549,655,0,350,882
788,592,249,213,0,323,0,491,228,252,199,365,1,418,255
789,5912,0,2934,3032,1819,4792,4579,1897,3012,2744,820,7253,3140,2294
790,181,186,186,204,234,1,0,195,351,58,288,5,126,0
791,202,0,40,49,64,0,198,0,49,75,0,0,178,53
792,3634,877,1040,823,866,0,2912,1170,1325,1177,1254,7,2739,1094
793,1554,1327,756,1531,754,0,1135,0,581,0,0,0,2513,852
794,488,0,0,106,201,0,535,105,145,144,177,0,496,243
795,3749,1741,0,0,0,147,3041,2712,3508,2261,2623,4695,0,709
796,454,145,331,387,348,1,130,127,215,196,357,0,368,214
797,177,53,68,70,56,0,170,49,50,61,47,0,162,56
798,3292,1061,963,0,1059,9,1648,1150,1258,790,1175,15,2926,1117
799,290,388,0,146,0,0,1133,569,260,1480,451,0,2139,888
800,544,111,146,128,0,0,313,142,181,125,179,5,432,0
801,2084,3752,3397,0,2399,4745,4472,1821,2566,3390,3844,3076,3617,2962
802,491,242,210,153,192,0,461,127,134,266,179,0,437,206
803,164,0,33,39,0,0,158,58,70,75,68,0,167,55
804,3358,1201,1110,1002,0,1,2913,982,646,1277,1137,0,3044,823
805,1081,1143,945,424,55,0,1418,1761,377,470,571,0,1744,0
806,536,271,188,152,275,1,452,0,234,159,295,1,471,226
807,933,2625,2233,2609,3002,4843,4716,2549,2326,2972,1453,3813,0,1785
808,342,388,201,219,290,2,208,277,232,125,219,2,303,234
809,158,45,51,58,0,0,216,54,42,0,49,0,158,51
810,2270,1157,527,1208,1159,11,3895,1083,1331,854,1103,3,3551,1156
811,321,0,876,725,219,0,996,1675,1220,1277,301,0,2141,233
812,618,275,265,139,310,1,529,0,218,155,332,2,545,280
813,3362,1942,2735,3156,2444,2610,0,2770,3978,3221,3792,2877,5801,2352
814,488,259,182,300,236,2,179,200,209,390,202,4,328,162
815,166,57,57,66,0,0,0,58,48,67,58,0,177,62
816,2500,872,1231,1024,1152,2,1955,1106,1428,986,953,7,3961,1099
817,482,171,157,459,794,0,941,498,815,1465,939,0,0,0
818,359,296,98,152,227,0,0,134,241,166,294,0,404,0
819,3684,2442,2589,2705,830,7056,0,2732,3423,2367,3029,0,2190,3191
820,0,4,146,131,203,2,0,0,177,559,131,2,625,361
821,0,61,45,65,40,0,180,55,44,76,55,0,144,54
822,3832,1039,1013,1046,898,9,2817,1046,891,958,0,4,3641,1043
823,1079,729,755,857,335,0,1607,370,607,449,391,0,1036,1500
824,399,0,223,103,130,4,531,65,0,119,158,3,578,0
825,2413,2410,3317,0,2911,10313,5017,1901,2668,2540,3202,3802,3175,2013
826,364,110,197,275,227,1,622,97,0,114,0,0,418,21
827,130,59,45,55,61,0,196,59,49,75,67,0,223,0
828,3188,1080,665,1033,964,1,2469,1119,1052,888,1300,9,3529,1020
829,0,273,651,331,369,0,683,0,407,373,695,0,1383,0
830,399,215,72,157,380,1,418,176,0,167,0,1,463,0
831,0,2651,3220,2590,2542,8547,5567,2170,2255,2408,1860,7576,5211,1851
832,340,180,61,145,160,0,432,222,168,89,231,0,414,272
833,185,78,42,82,75,0,161,0,70,58,73,0,164,60
834,5313,1118,1054,1113,0,11,1597,1097,1315,1107,1211,0,2770,1136
835,1381,1596,924,988,425,0,2602,0,685,386,834,0,1014,483
836,500,200,154,0,68,2,457,239,190,144,323,0,547,122
837,5182,976,2962,0,2182,5813,3556,3122,2007,3223,2589,9265,4261,2242
838,117,137,87,58,265,0,530,0,218,96,160,0,286,76
839,151,39,58,59,56,0,152,66,67,68,26,0,196,64
840,3330,1074,893,1528,668,0,1430,930,1038,1066,1367,9,3186,0
841,2313,11,660,108,433,0,1627,1076,601,65,461,0,806,229
842,454,296,191,132,262,0,379,0,224,160,0,2,486,94
843,4197,0,2845,2549,3585,4731,3482,2510,2638,2517,2012,0,5294,2499
844,58,348,313,223,184,0,281,50,120,181,0,0,242,125
845,176,50,73,45,57,0,167,57,39,74,69,0,164,58
846,4066,1075,1173,1405,1101,4,2917,1140,1582,826,810,13,3198,885
847,1221,676,671,0,601,0,2282,0,203,761,379,0,1279,159
848,574,278,137,117,220,3,577,259,0,126,228,0,419,0
849,5877,2475,3285,2657,1544,2916,5892,1427,3803,2582,0,0,0,2098
850,403,258,254,434,135,9,0,118,76,262,164,0,467,156
851,189,56,67,39,42,0,199,66,66,0,61,0,164,55
852,5102,1331,1319,1040,1380,7,0,1131,1168,892,0,9,4456,1022
853,857,546,530,0,73,0,64,0,674,0,856,0,1903,0
854,491,180,200,135,580,1,481,69,194,130,227,3,440,298
855,4602,2086,3436,2502,0,2437,6104,1210,0,2722,3091,3572,4928,3073
856,213,39,353,0,223,8,300,155,359,144,191,0,712,125
857,141,64,44,0,46,0,144,57,64,51,52,0,203,49
858,3398,1048,0,913,780,7,0,919,1187,900,1140,8,1549,1148
859,114,1140,534,943,65,0,0,0,651,269,94,0,766,614
860,514,0,184,174,337,4,310,290,249,161,193,0,531,237
861,6359,2822,1830,2905,2327,7390,1538,2581,2431,3306,2054,4774,5682,2966
862,485,212,264,212,150,1,387,243,174,206,215,1,0,0
863,178,57,69,78,62,0,230,58,62,68,54,0,160,58
864,2870,1088,1209,1159,1241,0,4683,0,837,1138,739,0,3454,1187
865,1277,981,301,803,469,0,907,1257,750,589,617,0,1748,1549
866,402,236,205,151,251,0,435,192,165,0,265,4,451,162
867,6126,0,2835,2318,0,2233,4002,3014,2721,2523,1755,11326,2403,1524
868,324,223,283,96,264,0,320,384,58,255,0,3,486,253
869,161,43,59,75,57,0,170,42,75,58,62,0,144,53
870,3257,1149,921,726,1376,0,0,1169,892,1238,1339,6,3709,0
871,526,350,386,0,650,0,1787,641,874,1089,439,0,0,80
872,366,90,196,155,281,5,540,151,327,151,457,0,487,338
873,0,1737,3017,2646,2321,3165,4830,2802,2327,2567,2699,9421,0,1179
874,0,224,271,321,181,1,274,224,111,138,152,2,373,208
875,196,63,70,52,43,0,0,52,67,70,62,0,170,50
876,4676,1171,1151,1111,965,8,2325,0,1148,1071,1002,0,2167,1117
877,871,843,0,1520,589,0,1080,1021,671,379,241,0,1683,679
878,555,199,229,177,121,0,421,0,104,170,267,0,476,155
879,1703,2213,2911,2795,1401,7320,2735,1894,2261,2888,2462,4978,0,2779
880,372,162,317,191,345,0,295,326,471,322,101,0,487,103
881,223,0,62,57,49,0,163,0,59,0,59,0,187,55
882,0,0,1153,1318,1528,0,3945,1076,1074,1102,1216,6,2982,977
883,580,0,381,0,611,0,1435,1290,612,0,484,0,1026,73
884,434,164,258,153,214,0,0,158,129,186,258,0,389,136
885,4224,2632,2890,2570,3073,5475,3180,2848,1860,2730,1417,13503,2712,1908
886,147,143,198,402,0,0,270,71,200,190,109,1,202,204
887,145,62,61,66,59,0,198,71,51,54,43,0,158,49
888,2314,1129,1074,1025,1512,10,1996,1281,887,850,1233,0,1214,1132
889,548,438,522,952,1008,0,76,0,84,0,225,0,2809,1119
890,0,0,181,148,208,2,417,166,111,182,244,1,393,0
891,3148,1924,3017,2287,0,4770,2754,0,2482,2470,1172,9642,1668,1549
892,0,123,330,411,221,0,574,170,130,306,156,2,221,293
893,170,60,61,57,53,0,207,56,72,56,56,0,180,75
894,2951,1066,1078,816,1216,0,3286,0,845,1064,889,3,3669,1073
895,392,1037,898,498,861,0,1493,249,0,1709,414,0,0,410
896,491,221,243,167,321,0,488,384,248,147,174,1,465,157
897,810,1599,3145,2853,2292,7672,2443,1863,1169,3239,4124,4063,2052,0
898,209,114,205,80,0,0,405,181,344,176,92,0,0,237
899,203,63,72,73,56,0,192,0,0,64,59,0,176,0
900,0,1079,1191,1034,0,0,4164,1122,595,1172,1419,16,3987,1026
901,1255,180,347,615,550,0,955,922,554,371,502,0,546,1052
902,455,71,0,128,74,0,0,146,256,118,217,0,0,134
903,3914,2185,1877,3004,2558,16656,3296,2554,1763,2878,1306,9882,2747,0
904,0,409,219,194,0,4,507,0,0,96,326,2,325,265
905,182,68,48,78,62,0,229,59,64,65,42,0,201,70
906,0,0,957,1321,968,5,3749,1161,602,965,1183,0,3976,1134
907,996,253,689,1485,83,0,862,276,604,827,169,0,2316,29
908,494,103,133,105,303,3,443,148,176,80,277,5,489,285
909,5055,2716,3507,1883,1782,9305,2112,2269,2385,2617,0,8986,3960,1651
910,257,0,211,196,177,0,440,174,183,177,170,3,253,229
911,248,68,68,43,58,0,0,59,51,67,0,0,192,65
912,4027,1079,1196,1212,1244,0,2426,1252,1156,873,1053,0,1790,992
913,0,0,799,937,22,0,1006,29,770,668,0,0,1615,913
914,464,293,192,156,14,2,449,121,308,111,224,4,447,174
915,2984,3405,2671,2559,2483,8663,4630,2116,2947,2075,1363,0,5118,0
916,436,280,207,320,257,0,356,127,198,150,279,0,209,143
917,162,53,34,60,57,0,154,58,0,36,68,0,0,0
918,3314,993,1071,662,1034,19,2958,1226,1006,1301,1025,1,4239,982
919,1245,175,120,235,751,0,1359,0,898,210,734,0,0,96
920,517,0,144,135,332,1,391,149,213,156,92,0,503,158
921,0,0,2234,2345,1922,0,3165,1331,2405,2674,2524,7753,5778,2373
922,0,232,172,384,167,0,99,181,354,336,0,4,406,154
923,176,67,67,68,66,0,135,60,49,0,0,0,170,58
924,4099,1059,0,889,1117,0,3053,1100,1021,0,1298,8,1559,1017
925,335,0,841,0,428,0,1946,970,1157,732,574,0,1150,471
926,421,264,230,169,220,2,414,106,172,151,220,0,428,171
927,0,2604,1928,0,3690,9323,3988,2786,2505,3097,3066,0,2356,2325
928,437,259,244,486,193,1,651,197,218,343,253,0,385,0
929,201,63,56,56,0,0,177,57,44,81,0,0,183,59
930,3403,1073,728,0,1189,5,0,1139,1266,815,1077,18,2726,1113
931,0,900,517,595,428,0,583,300,671,774,553,0,73,475
932,527,180,184,126,474,2,0,48,189,184,332,1,442,285
933,5751,3114,1979,0,2877,7377,4299,1871,3326,2630,1460,10691,2825,2915
934,205,211,380,317,142,0,435,231,0,126,153,0,194,343
935,195,59,54,55,47,0,193,54,68,60,45,0,188,51
936,3453,1177,757,919,1230,2,0,1060,718,881,1058,7,4131,1039
937,1563,207,294,177,0,0,504,1084,346,45,383,0,0,679
938,331,265,219,150,326,0,502,259,148,146,248,1,416,251
939,1684,2361,0,2333,2437,12523,2694,2155,2640,2944,3261,1535,4543,1283
940,0,291,255,88,44,0,151,199,236,272,139,0,126,202
941,94,65,56,51,57,0,243,61,53,51,52,0,0,60
942,0,1089,1069,1029,1173,5,0,1138,1092,1057,1134,1,3347,1018
943,447,891,643,0,919,0,163,486,473,248,725,0,1472,0
944,409,175,196,0,222,2,389,142,190,151,239,3,320,99
945,4663,2358,3829,2640,3575,8376,4175,2669,3583,3007,3144,9322,2590,1354
946,210,0,325,110,140,1,106,176,140,399,146,0,325,243
947,218,52,0,79,41,0,111,66,46,69,59,0,101,62
948,3777,1051,1048,1302,976,0,0,0,938,1016,1136,0,3166,1147
949,1517,988,871,1054,219,0,1961,815,0,1232,19,0,195,0
950,437,120,310,129,259,0,0,82,166,148,459,0,0,0
951,4983,1793,3120,3112,2727,5188,3084,2918,0,2803,3231,0,155,2442
952,0,0,281,252,0,3,441,0,385,263,176,0,234,249
953,192,58,63,53,0,0,127,72,52,0,0,0,184,61
954,3545,1241,951,891,1235,9,2378,1004,1133,1393,961,1,1833,1169
955,1533,718,275,397,521,0,1685,923,277,0,641,0,1665,106
956,474,257,298,182,210,1,477,245,0,0,338,0,389,83
957,2468,2009,2692,3117,3155,3540,6215,3161,0,0,3294,2245,0,1580
958,219,323,176,237,145,0,336,264,406,268,161,5,409,123
959,213,65,49,46,45,0,176,73,54,59,57,0,119,63
960,1866,930,743,1036,1203,0,2797,1097,1211,1147,1155,0,3644,1047
961,209,688,0,696,722,0,0,567,807,931,745,0,0,536
962,540,200,255,132,248,3,456,107,176,142,234,0,355,184
963,4572,1847,0,3225,1939,1816,4938,1553,2698,2937,3950,0,4687,1681
964,389,62,63,392,179,1,305,235,0,212,345,3,387,241
965,133,0,57,0,0,0,0,0,69,50,57,0,197,58
966,2722,888,1203,1209,1423,0,2810,1019,1098,1031,1049,0,0,1158
967,0,439,592,1246,0,0,1520,608,0,1407,0,0,1006,297
968,474,305,349,133,141,0,511,162,227,171,94,0,556,294
969,3648,1395,2916,2309,3435,10348,4739,1982,2553,2797,1671,5418,6698,3221
970,449,258,217,268,201,0,180,0,271,317,228,2,227,184
971,214,64,58,61,54,0,225,58,46,67,47,0,179,63
972,0,993,1084,869,1276,0,3816,1237,1008,992,1527,5,4409,957
973,371,1025,726,0,683,0,137,896,1229,1259,529,0,0,616
974,431,207,270,137,203,3,437,194,206,155,149,2,479,253
975,4581,2077,2794,2054,4119,5460,1240,3000,2973,2382,3040,6673,3158,2419
976,582,117,0,455,228,1,23,269,0,220,124,2,488,204
977,186,34,0,46,50,0,202,53,44,65,60,0,163,59
978,2705,1060,1047,938,1470,5,3272,1084,1034,836,1173,0,4545,1177
979,0,1540,956,907,511,0,2696,0,0,1088,600,0,1312,17
980,0,172,0,165,137,2,300,205,188,113,193,0,647,464
981,4470,3498,2162,3101,2984,8793,3946,2355,2442,3331,1357,506,4361,1705
982,274,294,202,271,0,0,331,301,154,0,146,3,463,146
983,191,62,63,81,58,0,197,62,73,66,52,0,163,65
984,2930,0,950,930,1154,12,4491,1091,1036,1225,1307,5,3252,1218
985,38,69,0,883,521,0,959,381,739,1072,94,0,391,919
986,0,374,149,127,269,0,420,27,141,113,341,0,497,223
987,2749,2269,3362,2831,0,3979,4632,2912,3559,2598,3139,0,2891,1114
988,344,199,107,0,199,0,465,197,163,109,116,2,514,225
989,176,0,37,0,56,0,204,0,39,44,44,0,195,49
990,3034,1093,1262,970,1254,0,3464,1026,1191,1315,940,5,3162,1088
