N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
581,229,61,53,76,0,0,177,60,0,69,53,0,124,0
582,3266,1072,765,983,1139,0,0,1148,1398,1214,856,8,2293,1198
583,813,481,30,235,547,0,2251,1532,538,751,550,0,141,846
584,554,0,0,165,106,0,513,82,138,136,207,0,517,204
585,4352,2162,2411,2284,3018,1725,5779,2260,1878,2826,2376,4236,3974,1930
586,448,0,260,136,300,9,320,229,359,0,0,2,0,195
587,166,0,57,55,52,0,144,58,0,68,51,0,179,69
588,2420,1127,696,1083,938,0,3160,980,0,1309,628,9,1527,1109
589,0,220,811,219,509,0,2452,0,467,172,0,0,1414,0
590,0,131,268,148,163,2,566,170,175,136,136,0,0,30
591,4338,0,3515,2623,2514,5777,4831,0,2241,0,0,3686,6121,0
592,343,316,382,47,160,5,355,133,112,65,255,5,359,150
593,261,72,42,55,48,0,222,48,54,72,75,0,214,0
594,3113,1088,0,875,1525,1,3871,1091,985,988,1482,3,2804,1067
595,0,0,625,258,572,0,1198,1387,326,1052,599,0,0,634
596,406,124,258,155,168,1,423,254,244,141,373,3,546,17
597,4320,2797,2145,2570,1926,7074,6712,1997,0,2571,1904,10494,4071,0
598,396,254,285,418,0,0,0,416,225,418,275,1,597,133
599,192,51,49,0,52,0,218,58,65,0,55,0,192,65
600,0,984,1122,861,1157,0,0,1157,637,1347,1232,2,2427,1181
601,108,194,460,969,566,0,0,1087,577,945,447,0,1117,861
602,546,132,203,160,287,0,0,0,212,187,217,0,416,68
603,2564,2962,3198,3007,2726,12870,5851,2255,2657,2253,3128,6835,4154,3467
604,425,339,102,475,244,0,92,316,275,122,115,0,553,189
605,207,67,57,73,57,0,166,64,50,67,0,0,206,46
606,4691,949,0,1058,1149,8,3369,1125,0,1014,1169,0,2321,1111
607,2084,780,949,716,0,0,0,528,1016,659,154,0,0,958
608,344,100,224,175,81,2,424,268,139,168,166,4,465,0
609,3819,2225,2496,2900,0,0,0,3265,1939,2509,1586,3151,0,2186
610,265,280,185,46,177,0,0,224,144,462,133,0,387,163
611,177,63,49,73,58,0,181,55,54,61,61,0,180,55
612,3921,1091,974,958,1187,6,3360,1127,959,0,1233,9,3417,0
613,342,140,0,0,475,0,531,790,968,0,463,0,2019,378
614,492,283,130,168,168,2,425,121,175,167,293,0,501,204
615,4402,1230,2866,2941,3296,11340,0,1474,3685,2741,1229,12811,4520,0
616,338,256,273,118,116,0,0,0,170,140,364,0,423,126
617,192,57,56,68,45,0,197,70,0,63,0,0,174,52
618,3397,1118,1096,1080,1069,6,4189,0,999,1109,1420,11,3152,1037
619,749,0,120,0,418,0,1188,910,661,0,660,0,1521,0
620,496,0,113,117,265,2,493,316,255,233,287,0,440,0
621,7469,3210,0,2790,1395,10790,4672,2677,3634,2603,3491,13299,0,1966
622,162,361,308,122,275,0,152,166,295,0,189,0,276,179
623,187,61,63,71,46,0,146,73,56,0,49,0,183,48
624,4464,1166,1218,655,1377,3,3222,0,1169,1034,850,7,3978,1174
625,1160,507,508,1517,51,0,1249,499,445,712,538,0,1063,1259
626,394,340,0,109,282,2,491,270,171,130,0,0,398,123
627,2762,1383,3459,2934,2274,6106,2331,2125,3595,2466,2760,8996,4588,740
628,211,174,400,108,150,0,384,198,116,316,0,3,436,181
629,205,50,49,45,54,0,106,0,57,48,50,0,218,79
630,4720,1074,730,1132,0,13,3220,767,0,694,1126,0,2205,1017
631,1729,581,891,802,589,0,1020,1325,295,664,553,0,1254,1120
632,395,246,209,0,0,1,428,185,137,194,344,0,484,49
633,3674,2672,2377,3111,2284,5836,5773,0,2789,2458,3479,2525,3039,0
634,644,60,195,285,287,0,238,226,206,118,184,1,497,269
635,0,54,45,92,48,0,225,54,57,80,50,0,145,53
636,0,1021,815,909,0,0,1576,1044,0,972,1268,0,3510,1123
637,801,997,907,209,0,0,0,1427,634,109,714,0,0,0
638,564,159,210,141,409,0,547,372,169,136,112,4,436,214
639,3841,2968,2549,2612,1394,8651,2808,1598,2460,2782,2405,8148,4663,1608
640,0,203,222,375,212,3,300,310,194,53,261,0,278,184
641,166,63,56,46,42,0,197,64,61,67,53,0,200,58
642,1537,1247,1094,972,0,10,4457,1037,1268,1067,1135,2,3400,1073
643,2094,228,587,1573,18,0,1380,319,374,494,0,0,356,161
644,537,0,253,81,236,3,0,133,264,186,177,0,433,0
645,3944,1440,0,3310,3341,4039,4364,2474,3839,2677,3391,5107,5104,0
646,211,174,259,146,171,5,516,50,289,474,189,3,277,309
647,0,46,64,0,69,0,197,66,71,62,33,0,148,53
648,0,1008,1196,990,1032,0,3916,878,1431,0,1309,0,3585,1014
649,0,1010,464,208,401,0,291,0,448,1003,863,0,813,822
650,469,134,262,125,114,2,387,167,169,123,47,0,425,0
651,2797,0,2633,3129,0,7743,2496,2095,3532,0,3963,9674,5969,0
652,354,309,99,370,307,0,508,117,241,36,137,0,378,237
653,172,56,39,68,54,0,201,53,0,71,57,0,198,57
654,4101,1013,445,1138,1029,0,3335,993,0,1078,0,3,4563,988
655,1928,257,761,0,0,0,147,711,252,610,182,0,0,0
656,497,164,157,164,178,0,0,174,0,164,360,0,430,303
657,3024,2501,2821,0,0,7229,714,2401,2167,2656,4160,4484,3282,2482
658,182,109,443,182,312,3,108,252,67,187,247,3,111,217
659,215,65,57,70,61,0,210,52,37,60,51,0,212,58
660,3097,945,1388,743,837,9,3451,967,1243,1113,0,1,2230,1004
661,824,334,640,113,697,0,2164,1881,351,628,302,0,929,0
662,404,159,177,135,384,3,442,214,255,164,253,0,467,156
663,3718,2535,2191,2915,2782,12239,0,2296,2697,2631,775,6834,0,3348
664,0,317,252,0,86,1,330,208,267,0,114,4,265,0
665,176,63,0,71,48,0,142,50,82,56,48,0,193,55
666,3507,1023,1013,731,881,0,2967,1057,1040,1273,0,0,4737,1001
667,700,0,732,742,486,0,907,637,506,623,50,0,1446,750
668,415,163,170,151,295,2,456,0,244,114,165,2,430,263
669,3197,2866,2085,2559,2240,9007,5137,3002,2855,0,3752,10770,3556,2203
670,228,181,0,0,280,0,349,171,387,110,172,3,0,275
671,193,64,48,66,66,0,146,0,64,66,43,0,154,50
672,3531,1111,0,1078,1306,11,2677,1025,413,1680,1042,4,3565,987
673,884,795,404,830,902,0,1074,1046,863,1084,363,0,845,95
674,320,276,86,157,414,3,411,300,168,175,343,4,408,149
675,5654,2123,0,2128,2868,5345,3988,1095,3397,2819,1709,9996,4356,1030
676,318,0,221,0,0,0,580,241,175,308,131,0,110,0
677,161,0,0,79,59,0,228,0,57,46,55,0,152,70
678,3247,1173,1011,1001,1360,5,3263,0,0,1346,1285,7,3467,1074
679,29,1405,0,0,315,0,887,0,428,524,819,0,695,174
680,489,114,79,153,278,1,0,0,201,161,180,1,505,165
681,3146,679,2191,0,1723,8603,3725,2061,3759,2721,3001,8403,1495,2477
682,317,145,0,452,112,5,391,330,0,323,145,2,24,197
683,195,62,55,73,50,0,144,43,63,70,53,0,0,57
684,4187,1133,1417,1274,1088,0,2155,1102,1005,651,1371,12,0,1067
685,701,820,1151,924,643,0,2498,1039,741,695,789,0,1612,387
686,0,133,168,120,173,0,539,0,238,140,299,0,478,20
687,2876,1656,3063,2528,885,9118,5409,1073,2136,2905,3847,0,4504,2127
688,206,223,249,97,297,6,407,202,254,238,130,0,0,201
689,157,54,58,76,58,0,0,51,60,58,61,0,162,61
690,2870,990,1709,999,1220,6,2926,1130,1227,1023,882,6,0,1220
691,0,1103,868,1097,0,0,1215,829,513,965,539,0,1333,0
692,422,0,205,124,285,0,512,158,285,116,234,0,466,287
693,0,0,2474,2722,2006,6114,2178,2288,0,2313,2121,3394,4226,2128
694,79,206,182,0,166,0,360,300,313,0,296,0,485,0
695,152,52,66,55,55,0,227,0,50,55,54,0,193,68
696,1866,937,988,607,1220,8,3769,1072,590,984,1161,3,3407,933
697,2349,0,761,892,842,0,550,916,1019,285,828,0,839,917
698,0,122,0,147,509,0,396,156,177,136,230,0,409,97
699,4113,2049,3180,2879,2454,5518,3442,1820,2827,2779,0,1832,4635,0
700,348,202,263,257,0,3,435,0,105,263,139,0,169,315
701,177,56,31,64,44,0,0,64,55,56,65,0,190,48
702,2731,1237,999,1024,1202,0,3937,1082,1481,1191,1179,8,3133,1090
703,2037,0,1045,921,716,0,1052,1426,836,754,1058,0,566,244
704,0,0,180,187,216,5,480,212,295,86,272,0,455,171
705,5728,1576,3302,2266,2275,9441,4835,3399,2981,2798,1606,11842,4667,2489
706,225,180,51,228,136,0,417,222,244,262,83,0,0,305
707,157,63,48,43,55,0,189,63,69,85,56,0,140,64
708,3955,1093,847,855,851,13,4238,932,809,1066,1166,0,4363,1105
709,1348,634,184,904,523,0,1184,0,765,814,487,0,0,593
710,565,0,116,108,270,2,473,0,199,146,0,0,0,278
711,5002,2656,2061,3106,3566,5841,3362,0,2032,2622,3396,4009,2621,2556
712,260,295,221,324,2,9,413,257,144,278,166,5,71,213
713,168,67,64,70,62,0,230,54,17,63,59,0,0,58
714,1769,1121,0,1170,979,0,0,978,1155,1132,1148,1,2356,1003
715,2874,0,650,0,547,0,534,1317,104,557,714,0,0,562
716,412,121,111,151,61,2,446,242,173,170,95,4,0,123
717,6351,2883,2346,2419,0,5131,2183,0,2890,2850,1821,3005,3515,1177
718,461,200,347,105,237,2,334,136,140,249,276,5,264,226
719,121,58,57,49,62,0,113,67,35,69,56,0,127,62
720,2678,982,756,784,1301,7,4383,1165,1086,1174,971,0,3396,748
721,605,911,490,1372,628,0,1152,1154,960,324,506,0,743,1437
722,416,275,179,116,427,1,462,182,203,124,421,0,434,166
723,4278,2683,3369,1813,2470,9865,0,2107,3031,2520,4048,0,4139,808
724,348,266,314,206,161,0,315,240,290,325,0,6,401,0
725,0,51,66,66,0,0,173,59,34,64,65,0,179,74
726,1635,1096,1258,912,1253,10,2070,1083,1188,929,1008,6,2821,1086
727,187,451,480,784,461,0,2711,554,913,972,706,0,2103,616
728,489,370,308,147,172,0,0,134,249,139,312,0,468,0
729,3294,1756,0,2765,0,6623,0,2419,2018,2559,2407,5568,4533,1845
730,516,255,256,380,260,0,616,211,83,288,183,0,318,206
731,201,58,64,55,57,0,167,58,51,74,54,0,167,62
732,2785,1037,803,1108,0,4,4779,1068,1028,1010,1262,9,4079,1327
733,498,0,440,471,710,0,871,536,842,421,0,0,544,955
734,559,192,156,132,318,0,474,129,130,125,303,4,0,244
735,0,1813,2416,2915,1736,0,5135,0,2986,2944,3470,4909,3727,1374
736,381,108,303,44,100,0,191,138,0,421,115,1,292,183
737,183,0,58,66,0,0,253,65,64,57,62,0,163,57
738,3975,1171,1194,728,1063,5,3816,1105,805,963,0,8,2047,1006
739,0,207,394,1150,0,0,3216,317,262,826,796,0,149,416
740,418,89,206,199,0,1,457,320,203,123,227,0,355,205
741,5053,2775,3190,2293,1656,5061,5619,2454,0,0,2882,3274,5485,2324
742,678,0,0,115,207,5,108,196,237,118,0,1,613,174
743,197,58,45,56,50,0,147,0,62,63,36,0,156,54
744,3452,1118,1191,884,1333,0,4713,1192,1096,1143,1284,9,3971,1238
745,2587,221,677,1109,912,0,691,719,363,20,630,0,1237,0
746,434,7,149,172,0,0,382,128,313,0,212,0,518,96
747,2794,2953,3078,0,2998,6500,4367,2458,3569,2310,3409,8039,5402,1968
748,309,0,188,310,0,4,80,288,382,364,200,1,436,296
749,214,66,0,71,49,0,140,0,56,53,55,0,156,54
750,3214,994,1066,0,1437,2,3530,1071,940,1311,1303,8,0,1030
751,2283,806,0,0,311,0,1017,405,407,0,309,0,2726,1117
752,358,166,150,215,210,0,442,102,184,49,429,2,393,191
753,4114,1597,1856,2809,2010,7076,2460,0,2776,2235,0,3131,4399,1163
754,0,177,216,202,300,2,319,214,127,24,104,0,600,188
755,185,47,52,70,68,0,121,62,62,49,65,0,0,70
756,284,1066,1103,945,1193,0,3623,1106,1189,656,1309,2,0,856
757,1587,1133,267,1320,158,0,0,375,604,0,424,0,212,446
758,473,0,152,153,345,3,467,0,26,109,389,0,484,125
759,5896,2500,2900,2916,3189,9592,0,0,2121,2759,2466,1848,3682,1905
760,335,252,217,332,251,3,237,208,331,332,208,3,602,0
761,0,0,64,53,71,0,196,59,63,0,41,0,121,59
762,3111,1014,888,1038,1428,0,0,1065,1160,1384,1343,0,0,994
763,2311,1146,214,49,0,0,290,258,513,704,689,0,0,0
764,504,295,182,139,213,1,531,0,212,178,86,0,376,178
765,3634,1720,2714,3096,2714,0,4623,1901,3181,2538,1463,9649,2936,0
766,0,270,0,0,187,5,271,0,142,384,155,1,249,273
767,138,0,52,59,65,0,195,55,61,65,50,0,173,61
768,3961,1167,950,1111,1224,3,3580,1035,1184,885,1288,2,3616,1172
769,1909,1386,663,0,0,0,206,0,909,1050,547,0,2170,1150
770,453,303,164,150,292,0,0,168,260,157,301,1,0,0
771,4977,1296,2789,2970,0,14355,0,3312,2855,2702,3976,4078,4184,3388
772,193,226,240,354,110,0,220,199,0,280,184,0,404,120
773,0,54,39,89,47,0,178,62,49,80,45,0,140,62
774,4556,982,1062,1113,1285,0,2803,1064,1103,1152,0,8,4145,1026
775,478,451,760,425,474,0,1027,0,576,1716,424,0,755,699
776,540,192,165,173,383,6,359,298,203,223,179,2,534,304
777,4393,2526,0,2915,2516,0,7477,0,0,2405,1188,3194,0,2717
778,204,275,133,287,97,0,307,332,0,0,75,0,149,24
779,161,62,0,0,60,0,209,48,52,56,52,0,177,65
780,2802,957,769,997,1470,11,2519,0,1237,818,1158,0,3205,971
781,1086,564,961,674,356,0,1495,0,143,1541,0,0,206,0
782,411,172,197,160,176,1,453,117,27,165,279,2,435,0
783,4250,3505,2507,2295,0,10640,2659,269,2124,0,2793,12076,5322,1833
784,162,246,346,120,143,0,240,228,291,530,207,3,442,186
785,163,56,55,65,41,0,139,46,57,58,0,0,130,56
786,2036,973,1446,877,877,7,0,0,1137,1235,1119,5,4130,1069
787,311,0,693,707,447,0,1047,224,279,815,1038,0,1801,712
788,440,284,165,0,306,0,466,190,245,156,176,0,446,37
789,0,2154,2172,2655,3181,7754,4756,0,3312,3141,2685,2161,3697,3382
790,0,156,192,97,171,0,336,214,335,312,156,0,220,163
791,212,0,62,74,68,0,203,68,43,59,51,0,182,56
792,4500,1001,656,584,1435,3,2919,1099,1034,1374,1138,8,2423,1132
793,790,0,948,0,516,0,1468,912,926,1034,501,0,436,993
794,311,180,231,141,32,1,453,241,0,154,253,4,432,62
795,1180,2974,2460,2541,4132,6562,5581,2325,0,0,0,6229,5702,2375
796,392,259,291,126,326,1,447,0,378,416,271,0,319,131
797,224,61,60,64,60,0,200,61,47,77,51,0,183,0
798,3969,1196,0,884,0,8,2577,1071,1231,1013,1360,8,4133,1222
799,1554,0,493,236,0,0,783,629,1006,319,0,0,1278,0
800,486,246,52,211,233,0,0,43,102,185,0,4,535,217
801,5034,2191,3562,2084,0,2380,4322,1989,3066,2647,2651,6852,5296,1752
802,474,182,167,322,0,0,0,189,217,0,330,0,529,149
803,157,68,56,65,55,0,190,51,0,0,0,0,177,53
804,3412,1081,1212,852,1305,7,3376,0,704,1120,0,0,3029,1081
805,1432,1116,436,883,395,0,0,603,729,991,0,0,1399,211
806,0,0,207,151,0,2,484,131,132,178,240,2,0,164
807,3805,1719,1982,0,2708,6698,5363,1289,2886,3074,0,9388,6229,2452
808,430,168,341,57,236,5,260,367,214,29,88,0,407,307
809,155,61,82,66,57,0,138,61,50,50,49,0,131,59
810,3039,1052,877,958,1450,0,0,1181,1330,845,0,5,1555,0
811,0,0,0,82,666,0,0,24,784,1366,515,0,0,800
812,569,140,196,160,154,2,460,117,150,104,440,0,412,0
813,5394,2080,2157,2675,3176,6414,0,2137,2899,2832,3226,8715,4206,971
814,459,0,304,199,199,3,439,75,158,381,320,1,542,235
815,0,54,67,56,52,0,196,67,50,46,46,0,191,56
816,3911,982,1072,1120,638,8,2575,1068,916,1285,1166,2,2890,1131
817,0,387,0,261,0,0,1535,988,1119,309,356,0,1415,1346
818,546,52,184,151,308,3,392,161,240,97,221,0,511,224
819,2717,0,2724,3089,3283,4744,5102,2718,2679,2668,3865,7434,0,3071
820,0,224,231,428,56,2,154,42,126,244,242,5,374,206
821,0,56,67,58,42,0,197,62,0,73,58,0,116,47
822,5056,1034,1015,891,1126,0,3143,1026,859,1036,940,2,0,1119
823,2497,0,912,1192,494,0,111,0,606,505,752,0,2700,1024
824,615,148,0,148,296,0,493,155,120,0,218,0,463,159
825,0,3209,2254,3045,0,0,1331,2930,3184,0,3860,4127,3382,0
826,341,181,182,219,246,0,101,0,300,613,36,1,433,53
827,179,60,40,61,42,0,214,63,0,60,34,0,174,78
828,0,926,817,770,1175,8,3457,0,879,795,1187,6,3774,1030
829,0,995,662,1143,321,0,0,0,407,489,727,0,1238,134
830,553,18,287,163,192,4,311,231,176,201,108,0,352,206
831,5123,2133,0,3369,1727,10576,0,2124,2006,2867,1645,0,5415,2704
832,592,191,131,0,298,1,267,362,185,0,58,8,95,145
833,151,61,47,42,61,0,174,57,54,64,38,0,0,58
834,1807,0,698,606,1249,0,2820,0,1267,1100,1192,0,2768,997
835,0,201,851,651,192,0,0,613,491,3,425,0,1562,896
836,531,134,229,108,194,0,357,346,148,152,140,3,0,164
837,5027,3761,2331,2571,0,9071,0,2323,2240,2954,1959,11667,5659,1637
838,249,245,126,515,188,4,0,308,0,274,213,1,283,51
839,176,70,49,47,68,0,200,54,60,49,57,0,143,55
840,1933,1123,1008,1043,1116,9,3821,991,1240,1183,1286,0,2175,1126
841,1087,570,587,1101,0,0,0,1032,675,1452,324,0,512,1495
842,428,221,183,136,228,1,474,192,151,204,229,4,490,131
843,3496,2370,2925,2351,2821,6724,2965,2888,3080,3255,732,7752,4873,2301
844,478,111,201,168,156,0,493,211,297,104,116,1,292,228
845,180,59,42,59,54,0,143,70,42,57,59,0,0,56
846,2714,1093,1116,1220,1381,5,1788,1169,1028,1167,959,10,5444,0
847,0,590,730,1427,678,0,0,0,555,1033,662,0,1561,992
848,429,220,252,150,250,4,437,182,0,130,0,0,479,154
849,3894,2339,3399,2697,3086,7109,2553,971,3632,2977,3974,7380,3664,1370
850,360,199,413,42,0,2,413,0,225,225,0,1,225,185
851,127,58,52,55,44,0,171,60,49,47,70,0,204,64
852,3213,1142,1007,939,1284,2,4148,1103,1136,883,1258,0,3793,1087
853,1957,1753,719,1530,48,0,0,632,916,1536,479,0,958,430
854,375,192,214,154,306,0,526,0,81,137,86,1,0,243
855,3329,1224,2592,2215,1655,8565,6402,2873,2040,3176,3193,6362,2216,2213
856,408,294,174,21,249,3,0,169,0,322,197,0,596,14
857,191,56,44,66,0,0,126,56,40,66,51,0,142,63
858,2868,1218,1246,1107,1172,6,0,1033,1220,815,1163,2,3525,1202
859,1473,0,337,766,489,0,1221,652,444,327,932,0,0,0
860,411,408,249,108,499,4,534,149,241,130,196,2,527,211
861,5694,2422,2874,3030,134,4783,4249,1830,2994,0,4560,7352,6860,1591
862,570,235,339,354,196,4,333,333,255,0,130,3,566,199
863,155,46,55,61,53,0,128,54,63,53,61,0,142,62
864,2410,1119,1176,1130,0,0,3502,1001,830,1278,1102,10,2075,1116
865,1421,1047,673,511,435,0,657,465,254,959,123,0,2781,340
866,423,174,194,142,228,0,489,226,228,100,306,2,483,289
867,5069,2202,3213,2669,2746,9572,5891,2849,1842,2707,2076,6675,3708,2047
868,327,142,228,428,161,0,42,59,106,144,0,8,146,269
869,282,0,37,54,62,0,162,61,46,43,67,0,173,66
870,3797,1009,1026,1265,1282,7,0,0,1390,1050,902,0,3256,1083
871,1658,550,394,809,544,0,572,1198,1007,1368,421,0,542,334
872,531,185,281,123,201,2,460,310,227,0,235,0,396,241
873,6629,621,2889,2862,1405,11962,1962,0,3357,2657,233,6659,0,0
874,302,0,263,0,292,0,0,198,61,39,289,0,270,168
875,166,55,51,66,59,0,166,53,54,53,41,0,180,62
876,3484,1075,830,791,1174,7,3149,1139,638,1253,1112,0,3034,1219
877,1198,0,758,559,720,0,736,1133,475,0,221,0,0,0
878,379,291,160,156,114,0,537,0,118,159,212,3,0,0
879,4366,1655,2967,2788,0,8193,0,1530,3595,2766,2982,15021,4987,1658
880,218,244,304,338,0,0,139,286,186,59,273,2,0,51
881,128,58,56,48,57,0,0,61,57,78,53,0,192,0
882,2025,1190,1016,1179,1138,0,2680,1087,1273,1158,1157,0,4394,1109
883,1899,945,0,1166,156,0,1040,0,192,713,450,0,292,574
884,376,67,197,0,250,0,548,392,217,191,194,0,537,102
885,2922,2218,0,2960,4692,8118,2349,2664,2960,2906,3321,7058,4190,2111
886,319,148,116,0,321,2,0,181,339,76,237,1,560,353
887,190,69,63,75,64,0,171,0,0,0,61,0,176,60
888,3096,1059,1226,1228,0,13,3614,1063,1505,1189,1273,0,3319,1072
889,0,0,0,1289,581,0,1417,1054,0,147,175,0,0,0
890,463,329,165,172,262,0,522,283,236,98,403,1,593,39
891,2393,1648,2150,3150,2922,9552,4435,2838,1342,2638,2743,10308,3038,2295
892,387,210,366,313,211,5,401,137,0,193,141,0,465,0
893,166,69,39,74,58,0,157,55,56,66,71,0,159,0
894,3943,1117,1352,978,951,0,2223,1138,1029,667,1043,0,4061,1164
895,152,823,730,687,40,0,684,855,823,1253,390,0,2715,570
896,530,118,226,0,0,0,602,145,191,102,247,4,533,76
897,6121,2439,2903,3164,2175,3645,4687,1814,2032,2555,2345,6882,1346,0
898,445,0,245,0,181,2,312,44,293,305,188,0,597,256
899,143,57,41,61,61,0,220,44,59,0,47,0,145,70
900,2512,962,995,1039,1329,2,3277,1053,1080,900,1384,6,3435,1101
901,236,215,757,174,590,0,582,457,1005,1145,646,0,1735,0
902,472,219,155,158,184,0,532,209,164,0,239,0,465,170
903,2228,0,3334,2676,3401,10252,5487,1090,2661,2121,0,6108,0,1419
904,519,175,185,228,83,1,231,367,190,736,254,1,0,211
905,174,54,55,64,54,0,210,59,55,66,46,0,163,66
906,2691,1144,946,714,944,8,2208,1086,1066,1148,1251,1,2450,965
907,0,853,904,0,159,0,1426,457,489,1295,809,0,1572,636
908,345,194,304,140,106,6,385,378,142,161,155,0,478,257
909,2753,2505,2928,2441,2462,7050,7505,1502,3004,2531,3634,3501,2833,0
910,326,334,378,496,191,8,218,238,101,0,212,6,310,182
911,0,49,48,0,42,0,187,64,42,59,49,0,183,46
912,1989,1098,762,921,1625,8,3378,1027,0,1160,1294,1,4699,966
913,0,758,804,0,586,0,312,271,577,1589,367,0,170,1019
914,350,285,253,164,288,2,502,86,149,116,332,2,0,0
915,5880,2432,0,0,3407,2696,3514,1517,2402,2948,2746,7359,5965,2727
916,335,208,256,249,217,0,520,240,287,265,145,1,504,290
917,179,57,60,69,59,0,213,0,63,61,44,0,193,46
918,3915,1006,1075,1359,1412,0,2803,902,913,644,1042,0,1756,0
919,538,621,273,1454,848,0,1484,342,0,177,284,0,888,1667
920,0,0,0,135,298,0,542,364,192,126,197,4,514,99
921,2253,2152,2649,2850,1758,7929,2444,1437,2200,3110,3095,6663,4793,2704
922,370,103,134,99,98,6,555,311,261,0,406,5,182,297
923,135,46,49,52,0,0,190,54,64,77,56,0,197,68
924,3130,1116,859,1244,1151,17,0,1061,1098,1014,877,0,2193,1132
925,2050,0,468,746,0,0,2239,1004,1198,0,862,0,316,0
926,523,186,183,0,0,0,529,0,172,117,242,3,450,154
927,3017,1954,3453,2940,3254,5337,0,2541,2601,2756,3452,10995,5206,1330
928,540,210,120,0,280,0,160,65,272,0,177,3,513,150
929,155,61,61,61,50,0,187,52,0,69,50,0,162,45
930,2822,1027,870,843,703,11,3607,1124,1104,1361,1117,0,2106,1028
931,645,644,469,1283,882,0,1105,684,308,0,392,0,1739,202
932,340,121,0,129,197,2,342,358,205,158,153,0,573,0
933,4596,3094,2747,0,4195,9607,0,3634,3868,2734,1257,0,3894,0
934,343,169,157,232,141,0,324,164,186,499,359,0,712,0
935,214,54,60,51,72,0,106,0,38,61,55,0,192,63
936,2941,1203,1289,920,1340,3,3726,924,1268,1202,1260,9,0,1016
937,0,268,126,732,0,0,1343,1120,500,654,870,0,1120,0
938,567,281,162,140,432,1,489,178,0,150,350,3,490,210
939,5708,2783,2327,2499,3605,6844,0,2436,2702,2425,1964,8600,4386,2364
940,353,128,339,449,228,0,186,210,339,82,115,4,420,0
941,189,46,43,0,58,0,147,59,58,79,56,0,140,67
942,2611,1259,896,1209,1389,3,3093,1319,1157,684,1303,1,2112,1004
943,138,328,722,613,498,0,0,394,425,528,394,0,0,533
944,411,65,136,133,319,0,437,285,290,152,0,0,0,188
945,4348,3125,2316,2670,0,0,1175,1085,2047,2228,3400,2026,0,2288
946,320,190,280,170,164,0,306,216,256,0,402,0,39,218
947,188,49,47,73,70,0,0,54,57,68,60,0,167,58
948,3500,1111,722,934,1253,0,3060,973,0,1055,1235,3,3706,0
949,1081,462,774,285,502,0,0,988,1002,648,224,0,1203,1061
950,406,158,259,157,224,4,498,303,76,124,230,3,478,227
951,3990,1945,3572,2648,2088,2339,5292,2438,3250,2948,1900,0,3359,1564
952,486,130,210,316,0,2,229,390,111,0,145,0,172,257
953,168,0,0,60,49,0,162,60,43,59,65,0,127,72
954,3039,1124,1073,955,0,17,4041,1039,1163,0,1150,0,3842,862
955,993,770,624,274,34,0,536,0,712,733,507,0,887,5
956,367,221,187,159,132,3,517,189,222,117,363,0,442,215
957,3874,1667,2617,3117,2418,13206,2387,3117,2309,2919,2625,12254,1139,1945
958,0,0,172,30,264,3,26,228,121,296,154,7,0,142
959,140,59,38,56,49,0,173,56,41,0,69,0,154,53
960,2865,971,822,972,1206,8,3459,1094,845,913,1424,13,3724,942
961,135,0,306,1051,245,0,1277,614,0,0,352,0,1147,718
962,422,62,156,119,125,5,477,0,114,0,0,0,572,256
963,3688,2642,2078,2188,2139,4928,5598,1129,2788,2816,3299,14230,5307,1876
964,246,239,276,0,330,0,402,290,100,0,162,0,409,265
965,202,49,46,56,55,0,153,70,0,75,49,0,173,63
966,2881,0,1111,1234,1349,0,1572,1022,1126,986,1679,6,3414,1094
967,0,844,937,466,696,0,477,29,245,844,0,0,1991,1297
968,457,106,115,111,236,0,528,94,107,177,220,1,400,261
969,6538,1775,0,2564,1783,7938,4924,2362,2022,2969,2584,4320,4569,1564
970,396,230,183,248,167,1,283,218,354,428,160,0,214,203
971,206,63,69,82,44,0,158,67,60,0,68,0,193,57
972,2601,1068,0,1040,1136,0,4517,1047,612,949,0,0,4302,1152
973,1804,0,536,1052,318,0,467,0,652,1155,627,0,0,1229
974,430,265,204,148,265,1,0,179,216,179,313,4,0,238
975,6114,2167,2845,2667,2136,9108,1930,1674,2636,2558,2217,5478,3998,2979
976,283,226,257,53,187,0,304,196,225,238,183,1,174,260
977,225,65,0,54,54,0,187,60,61,0,58,0,200,55
978,2753,1170,949,928,1439,0,3999,1074,1036,1214,1079,9,4364,0
979,1231,880,478,1316,535,0,352,870,34,1183,1,0,680,268
980,511,272,167,119,167,0,594,250,226,160,248,3,373,328
981,3423,2948,2620,2849,4464,16188,2949,2408,3106,2853,1247,7317,2703,1511
982,406,236,265,63,107,2,312,186,190,52,291,2,0,234
983,227,56,55,69,49,0,243,72,61,72,71,0,158,59
984,2567,1123,1197,801,1080,0,3587,1160,1209,1187,1193,2,3614,0
985,0,0,809,1713,883,0,2058,604,702,228,812,0,1969,1314
986,470,0,210,172,378,4,0,29,150,170,306,1,384,324
987,6059,1953,2494,2624,2403,8685,1898,1918,2551,3080,2903,2706,0,1942
988,361,331,188,0,232,0,357,279,148,107,95,0,143,0
989,213,63,68,63,62,0,185,50,43,70,43,0,217,66
990,3356,1159,0,803,1223,0,3349,1068,1115,1016,824,4,0,1189
991,1365,532,422,913,491,0,844,729,915,1023,725,0,1725,1121
