N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
582,2898,1073,1005,1080,990,4,2505,1065,1107,1074,1207,2,2445,997
583,1496,476,916,678,393,0,1601,427,820,376,604,0,1844,559
584,377,34,172,109,116,1,489,149,218,146,454,0,0,43
585,3004,2042,3128,2494,1020,7375,3826,1222,2654,2515,937,10145,2883,1483
586,570,50,182,239,310,1,367,226,0,23,262,5,419,0
587,171,59,63,50,0,0,159,58,52,35,52,0,200,55
588,0,1151,1122,1552,1311,6,3912,1007,902,1301,1174,5,3548,0
589,782,404,520,1141,425,0,0,1183,0,596,892,0,1862,573
590,418,292,184,143,0,1,410,139,197,159,199,0,516,0
591,4913,0,0,3172,1705,7326,5033,0,1630,3423,2542,9660,3069,0
592,345,95,81,98,279,6,0,0,0,0,290,0,353,261
593,0,50,42,64,61,0,181,60,54,51,59,0,179,0
594,2908,0,878,936,1032,15,3085,1029,790,1021,1357,1,4045,1033
595,1841,542,805,1081,357,0,1891,850,226,0,739,0,0,252
596,480,218,174,160,280,0,445,153,174,179,292,2,547,137
597,0,3632,3094,2620,1954,2928,2424,2396,2698,2724,2181,8968,2678,2900
598,331,220,216,117,303,0,159,309,284,79,0,1,323,290
599,160,52,53,62,61,0,147,58,46,69,58,0,211,58
600,1278,897,1414,959,1286,15,4302,1156,947,995,1154,0,0,1023
601,1574,0,468,716,586,0,1492,988,555,453,411,0,1909,691
602,332,225,130,49,121,3,482,143,280,181,153,4,0,19
603,4374,1770,3893,0,3970,4828,2475,0,0,0,2694,0,6065,2731
604,213,218,119,0,311,5,494,69,337,0,216,0,131,220
605,180,52,35,79,43,0,173,0,51,62,35,0,162,58
606,2484,1163,1379,1253,1162,0,4212,1106,1160,789,1114,11,2084,1182
607,903,0,747,1160,297,0,1247,2161,605,0,369,0,2676,796
608,406,33,228,100,346,0,364,306,252,178,120,2,531,151
609,3815,1953,0,2661,1526,6506,0,2446,3495,3132,4097,11471,2409,2181
610,80,96,197,270,239,3,0,0,238,0,142,0,422,98
611,194,51,51,0,51,0,164,65,46,76,55,0,215,0
612,4515,1110,839,628,1147,6,2883,1171,1099,872,1294,3,2519,977
613,1185,2133,159,11,615,0,273,0,888,1997,0,0,594,1151
614,455,96,284,186,23,0,482,103,0,126,217,1,494,0
615,4686,1904,3434,0,1753,8594,6529,2028,2989,2824,0,2942,1664,946
616,360,238,202,324,138,0,401,129,0,240,125,1,399,198
617,0,57,64,62,62,0,195,0,59,55,59,0,165,51
618,2168,1027,960,1463,990,0,3833,0,1047,986,1173,2,0,1102
619,1161,0,834,830,706,0,152,85,561,794,547,0,196,0
620,450,152,253,120,320,1,394,98,0,189,26,2,501,368
621,4806,1360,2897,2503,4449,7486,6187,893,2272,2199,2627,9070,4873,1978
622,360,0,245,200,184,3,543,294,408,26,145,1,342,0
623,153,49,53,69,51,0,154,47,48,57,59,0,141,58
624,3534,1236,620,992,1206,0,3810,1191,1203,1161,0,0,2373,1082
625,1538,1041,1041,569,73,0,1983,677,774,0,33,0,0,249
626,426,104,227,0,143,3,436,198,231,117,333,1,430,151
627,4999,2452,0,0,0,4745,8366,1951,4001,2655,4134,5325,6147,3070
628,0,250,168,326,294,0,449,315,228,0,178,0,0,303
629,234,55,65,0,0,0,197,58,71,78,59,0,200,60
630,3264,1145,1079,1074,1174,6,3786,1055,1074,1173,930,0,1984,0
631,2666,444,852,796,769,0,1117,686,656,979,591,0,800,293
632,418,0,117,135,245,2,0,225,188,163,157,4,542,0
633,0,3138,3052,0,1420,7081,2852,2213,3017,2903,3006,4986,4507,2143
634,395,216,77,105,238,0,452,0,193,212,349,1,214,164
635,173,56,0,65,59,0,173,71,48,74,61,0,200,52
636,2104,1050,1369,681,879,4,3511,1107,1108,1169,1063,9,3108,1007
637,0,621,868,698,403,0,0,8,547,954,452,0,1749,946
638,458,284,106,151,290,4,440,119,186,175,171,2,469,184
639,3525,2209,3617,2258,2272,6675,4686,2768,2413,0,1796,0,4146,0
640,0,250,268,117,224,0,380,175,353,304,119,1,0,358
641,122,0,54,64,0,0,0,57,61,58,37,0,205,60
642,3729,0,981,566,1575,0,2215,1114,907,1037,1102,0,2840,853
643,2087,508,272,419,0,0,1832,242,610,1528,0,0,1726,0
644,0,191,173,0,357,0,541,172,132,113,129,0,391,164
645,1342,2090,2375,2803,0,6209,4040,1848,3083,2797,2070,10019,4388,1709
646,447,315,320,218,213,0,222,308,120,0,279,3,116,228
647,211,0,71,0,47,0,211,58,60,51,57,0,194,57
648,2021,1065,733,862,1315,0,4818,1160,1224,1155,1079,0,4345,925
649,916,1048,533,363,482,0,91,333,637,1040,815,0,1603,692
650,378,264,112,0,222,2,0,267,230,105,137,0,439,232
651,0,3454,1951,2995,2708,4594,4344,3133,1823,2812,2356,3738,0,1757
652,136,223,283,132,315,0,596,171,0,216,256,0,274,234
653,133,61,60,53,55,0,195,50,53,64,58,0,188,71
654,3665,1049,1127,1034,1087,8,2419,1054,1270,0,0,0,1725,1068
655,0,460,769,429,658,0,992,1475,454,1247,0,0,581,1451
656,366,60,147,191,210,0,536,157,211,166,401,0,439,277
657,2958,2983,0,2803,1988,7521,4352,2595,3321,2789,3011,0,3146,1624
658,553,306,291,267,131,0,0,75,329,0,344,0,258,262
659,145,50,51,68,42,0,188,64,66,79,0,0,193,68
660,2933,1122,1067,920,1078,1,2412,1132,938,0,1409,0,1795,1134
661,1420,788,154,828,607,0,0,91,458,974,223,0,790,367
662,455,99,156,174,294,0,355,0,107,146,224,0,565,13
663,1584,3045,3327,3146,3220,10125,4033,3190,2282,2441,0,10852,6285,1084
664,437,160,81,357,195,0,13,193,133,343,0,1,147,168
665,178,61,53,55,54,0,195,58,52,0,70,0,145,69
666,3403,0,1047,1184,1288,3,2564,0,1255,875,1304,11,2281,885
667,0,1123,655,1015,220,0,1405,1278,574,955,341,0,1803,699
668,446,257,258,142,291,1,466,148,254,150,305,1,479,280
669,4382,2130,3808,3197,2226,8911,3657,2922,2832,3354,3003,5309,5813,0
670,280,284,246,121,0,0,534,151,181,0,0,6,314,332
671,146,63,64,57,52,0,198,59,53,84,58,0,180,55
672,3233,1001,749,1018,1277,7,1958,1074,1325,1048,1433,0,2594,1239
673,2607,786,0,263,991,0,0,96,879,1176,920,0,1546,237
674,567,0,284,135,286,1,451,293,0,160,357,3,469,249
675,2514,1904,2979,1792,2059,704,3939,2075,2848,0,0,1588,2105,2613
676,265,365,269,0,239,0,246,226,270,0,229,0,0,256
677,0,53,61,65,0,0,187,54,62,72,47,0,192,68
678,3797,0,1137,847,1077,6,3021,964,721,1235,1213,0,3398,1131
679,1052,0,909,0,242,0,1734,915,0,698,521,0,1264,423
680,432,183,174,151,253,0,449,259,267,184,224,0,471,0
681,2288,2137,3051,2220,2154,6798,3575,2401,2153,3161,2990,3718,3320,3356
682,515,270,0,497,151,2,277,210,386,251,230,0,220,277
683,204,53,80,50,55,0,144,63,69,0,52,0,173,56
684,0,982,1225,926,1261,7,0,966,999,1192,0,0,2940,1153
685,0,956,622,1452,626,0,274,1256,311,1227,708,0,1059,0
686,0,392,182,111,339,0,395,115,215,210,201,3,478,305
687,4736,2095,1402,0,4258,11654,2555,2256,2879,2985,3504,12031,0,2139
688,242,354,325,0,154,0,402,221,110,251,188,0,318,223
689,244,60,60,69,51,0,189,56,57,59,0,0,200,73
690,3420,980,896,749,1208,5,3735,1058,0,851,1345,1,2266,1123
691,1013,260,708,1558,418,0,952,358,773,1261,751,0,772,0
692,0,0,258,135,130,0,412,0,177,137,275,3,544,71
693,0,2221,2368,2355,2563,10833,4439,3027,2536,2675,2386,12771,2937,2772
694,0,178,86,276,329,3,278,184,287,282,0,0,250,284
695,160,56,43,51,66,0,203,58,35,68,0,0,173,40
696,3927,1253,0,1105,1161,8,4268,1129,0,1243,1246,0,2752,1084
697,1370,620,620,898,545,0,1634,921,1034,0,275,0,1133,246
698,466,168,0,108,183,0,441,94,203,216,293,3,429,225
699,4071,0,2364,3154,1698,7809,5376,2447,3452,3100,0,2204,5826,1886
700,126,270,263,156,110,2,98,238,424,303,177,0,240,234
701,168,55,57,0,0,0,171,58,0,66,49,0,158,49
702,3767,0,768,998,1224,2,2383,1041,1034,995,0,3,4179,996
703,767,696,631,37,655,0,1192,134,0,736,461,0,544,789
704,430,104,0,157,0,0,474,0,169,0,260,0,441,161
705,3582,2536,2790,2515,1776,0,4935,1376,2794,2365,1059,11325,7168,1891
706,382,225,0,0,0,2,0,260,325,30,0,6,274,361
707,0,54,53,68,62,0,140,59,47,57,78,0,206,57
708,2368,910,1136,983,811,0,3106,994,0,1326,1231,10,3208,1183
709,571,301,0,798,246,0,1597,890,447,687,758,0,688,0
710,327,0,205,137,0,2,359,151,0,150,59,2,334,190
711,1557,2336,4388,3034,3584,10088,4619,2324,0,2592,2261,8967,3265,2628
712,313,294,301,362,214,4,281,316,239,10,89,0,124,302
713,0,58,55,68,59,0,0,66,57,66,38,0,187,51
714,3040,1091,1217,522,0,0,3368,1117,962,974,1464,0,4917,1044
715,348,331,854,226,426,0,633,1623,424,0,495,0,0,0
716,475,143,271,166,116,0,380,26,184,139,195,5,501,319
717,3115,3340,3426,2941,3075,14661,5836,2314,0,2587,2563,7946,6534,1949
718,282,187,318,0,236,6,0,52,203,452,316,3,171,276
719,215,49,44,0,53,0,202,47,54,60,49,0,198,54
720,2174,968,1199,1187,1046,0,2435,1142,1176,0,1249,4,0,1072
721,254,561,497,1038,0,0,217,1380,533,819,182,0,2099,0
722,418,276,145,161,45,0,0,188,0,98,225,2,381,258
723,2751,1671,3811,2575,3207,8223,0,1531,2806,2699,2869,7424,2685,1502
724,468,124,401,107,175,4,437,113,272,47,253,2,163,257
725,148,63,39,56,51,0,232,55,33,0,46,0,199,56
726,3034,0,681,942,1161,9,2999,1281,1070,1385,1251,0,2395,1047
727,1449,319,824,879,505,0,2231,1322,668,529,322,0,1592,0
728,396,109,164,137,252,3,425,178,283,140,203,0,422,213
729,2818,3259,2896,2323,2224,3538,5127,2196,0,3473,3444,0,3811,2321
730,571,347,224,203,183,7,633,149,306,311,0,0,207,170
731,157,61,54,46,64,0,182,57,45,80,64,0,161,0
732,2342,0,997,1069,1138,0,3665,882,0,731,1087,5,3381,1007
733,0,0,581,361,560,0,1412,1642,818,1530,446,0,1374,0
734,454,149,196,114,297,0,470,138,0,132,215,1,520,155
735,4861,2268,3813,2934,3520,2017,5626,1053,3231,2311,0,7374,3705,2469
736,0,339,302,276,183,0,194,204,178,22,94,0,515,263
737,179,63,35,72,65,0,195,63,50,78,63,0,163,54
738,1601,1060,894,933,823,0,0,1076,1033,855,1232,0,3747,0
739,0,0,1206,758,252,0,686,1136,611,488,374,0,2294,0
740,428,168,96,124,260,1,400,264,160,133,142,0,506,180
741,3964,1781,0,2641,2641,3486,0,2064,1995,2624,0,0,2937,2164
742,364,299,0,0,146,4,213,220,285,216,249,0,192,296
743,159,68,40,76,48,0,164,64,61,65,50,0,0,53
744,3067,1117,1239,1025,843,1,4065,1064,836,1180,794,0,5272,1031
745,515,0,916,131,0,0,705,0,571,0,160,0,0,1092
746,569,170,206,187,258,0,564,350,165,121,0,0,522,136
747,3833,2693,2783,2887,1892,0,4459,2111,4200,0,3094,6930,0,1357
748,551,0,255,60,0,0,588,116,163,202,127,0,422,303
749,159,56,49,62,59,0,172,58,61,69,50,0,154,56
750,5887,925,977,1246,1291,0,0,1168,1201,617,1328,0,0,1185
751,1973,0,231,213,356,0,147,116,584,1395,630,0,0,270
752,400,0,136,116,102,2,476,265,199,0,0,1,532,170
753,4319,2452,0,2546,3306,9408,0,2290,3182,0,1743,9178,4936,2012
754,239,170,300,340,205,1,351,0,0,77,186,0,254,184
755,156,69,57,0,51,0,141,57,53,62,58,0,145,64
756,3621,1107,1449,552,1334,6,4180,974,1086,847,1279,2,2794,1070
757,1678,0,346,1490,69,0,295,1123,697,0,619,0,0,1196
758,379,239,314,142,302,0,332,351,287,126,217,0,459,66
759,2306,2877,0,0,2974,1326,5024,1816,0,2941,1858,10388,3131,3049
760,0,135,317,230,162,0,554,247,258,548,341,0,389,0
761,147,58,57,60,40,0,243,50,48,67,45,0,183,0
762,2863,1058,1028,999,0,16,2354,0,1214,1163,1440,8,4251,1126
763,1919,194,376,899,246,0,0,0,533,682,326,0,0,781
764,447,352,289,0,67,6,452,293,214,129,159,0,444,207
765,5148,0,0,0,3652,6831,5223,3111,3707,2223,336,4677,3498,2298
766,308,212,40,259,272,0,145,116,140,162,0,0,403,254
767,177,63,54,69,52,0,190,59,51,47,57,0,176,74
768,2747,1014,0,654,1318,1,2950,1129,943,1005,0,11,3657,1081
769,0,0,501,0,746,0,2260,674,888,199,768,0,1338,591
770,461,0,197,161,400,2,403,122,273,200,241,1,458,281
771,5347,2333,3597,2474,2752,0,2871,1874,2993,3250,3234,754,1926,2105
772,87,99,276,338,216,0,261,0,305,221,134,6,391,401
773,153,54,53,58,48,0,189,57,69,64,61,0,207,64
774,2645,1103,0,758,1130,10,4528,1179,771,0,1167,3,3376,1211
775,2167,1077,474,0,0,0,0,0,789,0,940,0,1512,644
776,461,195,216,110,346,3,459,217,164,133,376,0,414,235
777,4700,1483,2878,0,2342,8176,808,2084,3746,0,2406,6301,3168,1651
778,286,71,177,149,259,0,242,222,273,330,295,0,472,273
779,200,47,55,52,50,0,221,62,66,64,57,0,145,62
780,0,963,917,0,1153,0,3913,1007,1364,1229,0,3,2925,1095
781,65,672,0,585,652,0,1341,754,692,545,745,0,1494,1230
782,530,151,196,125,145,2,484,236,0,0,149,0,516,154
783,4682,2772,0,1829,0,12939,3529,2651,3022,3466,3364,6007,5621,1417
784,454,321,177,0,153,7,190,187,238,195,123,0,0,309
785,164,68,48,71,48,0,157,0,66,0,52,0,194,60
786,1865,1043,1058,1065,1258,3,2447,974,774,987,1368,9,2786,1157
787,0,0,534,195,0,0,0,372,436,0,410,0,2451,965
788,0,149,50,128,436,1,455,336,132,139,275,1,472,284
789,4666,1757,2811,3117,0,5952,2941,1353,3049,2483,4197,7476,1964,2748
790,281,140,140,208,208,0,300,161,379,28,320,0,265,336
791,166,61,52,53,0,0,199,65,43,66,0,0,218,51
792,3064,0,989,1017,1319,0,3167,1046,938,1039,1076,11,3856,1042
793,1142,1414,503,385,620,0,253,910,145,1257,376,0,0,0
794,520,272,150,157,48,0,469,260,244,148,195,1,453,254
795,2437,2904,0,2775,1295,5144,2499,1181,2992,3311,2183,7365,3500,2450
796,296,223,301,51,249,0,0,333,310,281,228,0,0,190
797,0,40,56,45,46,0,142,64,68,49,42,0,147,65
798,3533,903,1178,1014,1313,0,4664,1076,881,1233,1068,0,0,983
799,688,317,405,1140,493,0,1053,1055,295,799,710,0,1519,606
800,426,313,232,161,272,2,475,104,0,129,209,0,0,0
801,6222,2190,1591,0,2493,0,4323,2016,2561,2902,1349,8349,2140,2018
802,319,0,152,184,227,1,211,184,234,182,247,0,372,131
803,243,0,56,44,64,0,195,46,37,74,52,0,246,57
804,1949,0,941,0,1522,0,3174,923,649,1112,983,0,3105,1062
805,1792,449,727,0,290,0,0,952,899,1407,420,0,0,295
806,539,0,140,110,159,0,493,12,241,168,0,0,455,221
807,5922,2109,3194,3428,2241,9454,4096,0,2739,2650,2431,0,4571,1816
808,227,169,227,275,141,2,180,163,0,80,0,0,331,183
809,0,55,60,59,54,0,195,46,45,0,51,0,179,53
810,3027,0,1129,940,791,9,0,1128,805,1247,1463,0,2335,1132
811,0,0,330,0,529,0,206,0,1017,903,883,0,1746,79
812,0,145,0,168,350,0,447,165,232,144,273,2,557,42
813,4642,2571,2132,2942,1674,4543,2859,2332,3626,2765,2176,11837,4576,3289
814,352,199,273,0,138,3,399,263,364,377,343,3,427,111
815,201,58,62,63,70,0,212,65,55,43,38,0,207,0
816,2065,1018,1114,954,1306,1,2747,984,1018,1097,1210,1,3340,991
817,680,717,779,981,465,0,1586,1353,478,995,1177,0,1049,956
818,509,231,206,142,201,2,402,114,0,141,143,2,554,225
819,5723,2933,2111,2232,1585,1239,4703,1408,3290,2577,0,0,0,1439
820,310,166,307,144,123,5,251,0,253,185,249,0,522,56
821,162,59,54,55,56,0,128,58,0,71,49,0,180,52
822,4561,1106,0,1123,1129,7,2306,1062,1164,1070,1091,0,2308,977
823,537,908,647,163,637,0,98,296,458,525,317,0,246,0
824,0,237,270,122,80,2,595,190,155,139,0,2,590,371
825,4206,2818,2262,2654,1894,10856,2577,0,3077,2859,4358,5395,5087,2787
826,103,126,186,419,208,0,362,249,169,257,255,0,83,233
827,162,36,57,63,59,0,208,62,58,61,44,0,221,55
828,0,1168,999,1220,1004,3,2096,1232,879,549,1089,0,3519,936
829,1993,1307,535,976,60,0,713,0,429,1107,486,0,65,0
830,508,273,212,0,290,0,0,0,279,126,91,1,0,0
831,3961,2723,2905,2752,2773,0,2735,2596,2145,2439,2930,7571,4044,2282
832,412,112,0,125,246,2,397,281,171,522,190,0,260,171
833,142,65,47,65,56,0,148,50,51,0,0,0,0,56
834,4105,1084,1034,1284,1242,0,3621,1059,0,1339,1357,13,2853,1054
835,192,0,502,884,247,0,0,551,0,780,352,0,1424,963
836,430,0,218,158,315,3,563,267,194,180,171,1,423,272
837,4760,1824,2529,1965,3419,0,4416,2244,2196,2973,0,8204,5906,2612
838,154,216,0,101,159,0,345,261,242,196,244,0,170,165
839,152,0,68,0,63,0,168,53,0,72,61,0,184,58
840,3835,1042,711,953,1101,7,4886,1049,1214,1092,1142,0,4813,1231
841,67,0,453,1248,326,0,2653,1639,580,1332,794,0,1949,804
842,426,141,0,158,197,3,0,195,212,122,412,2,477,91
843,0,2142,3223,2615,4087,8132,0,1574,1701,2290,2153,5724,5696,3383
844,308,221,287,326,225,3,101,271,272,113,141,2,73,184
845,161,65,40,42,65,0,204,59,53,53,45,0,162,44
846,2899,920,1076,1131,1145,3,2448,1242,1040,848,1194,0,2962,0
847,1567,0,825,677,533,0,1552,0,708,219,587,0,0,837
848,351,147,201,139,295,0,505,234,56,139,148,0,449,212
849,3883,1695,2812,2439,3440,7166,2788,993,0,0,2716,0,0,2388
850,203,133,0,54,246,3,0,98,198,331,176,1,321,193
851,162,61,64,59,61,0,165,51,59,45,0,0,196,0
852,3246,1028,943,1448,1463,0,0,947,1421,868,1188,6,3524,1073
853,268,620,595,723,287,0,1212,0,873,840,777,0,0,928
854,398,0,175,116,233,1,471,135,91,0,418,0,407,247
855,1370,2506,2010,3735,2828,2850,2365,2676,3394,2629,4883,5284,0,2917
856,411,233,265,36,229,0,0,0,171,283,211,0,319,177
857,167,53,63,74,60,0,147,64,0,64,61,0,184,0
858,3206,999,0,0,1305,1,4368,966,893,0,874,0,3965,0
859,762,0,776,545,428,0,0,1246,725,166,406,0,1261,1685
860,409,225,101,175,0,0,437,292,195,121,233,0,500,135
861,4401,1796,2484,2652,0,1933,7273,3794,4010,2414,3251,6531,4457,1974
862,353,255,317,0,157,4,374,247,199,24,185,0,0,0
863,157,59,36,67,46,0,173,0,62,55,0,0,154,66
864,3847,874,0,0,1131,0,4301,1196,1244,757,1287,12,2956,1237
865,930,979,630,443,0,0,783,1035,154,0,517,0,870,1071
866,377,0,228,159,326,3,514,318,178,155,271,2,492,0
867,3198,3478,0,3289,0,10705,2522,2201,0,2750,3294,0,0,0
868,102,258,393,322,128,1,298,176,425,290,118,1,282,299
869,173,0,52,76,46,0,210,58,55,72,69,0,181,58
870,2513,1077,749,1084,1126,9,0,0,1041,1027,1206,7,4505,988
871,66,583,939,106,278,0,0,0,772,712,1213,0,1328,1177
872,470,113,211,121,214,0,408,94,296,0,115,0,484,0
873,5275,1753,2008,3017,2102,0,1920,3050,3312,2648,2686,11262,0,2219
874,600,331,0,223,188,1,185,156,126,125,220,2,504,262
875,158,69,54,74,58,0,199,59,58,57,52,0,167,72
876,4451,1041,1352,866,1199,0,2986,1027,0,0,1004,0,3593,967
877,2226,0,1074,0,643,0,1327,1088,850,128,517,0,2058,903
878,0,234,258,0,0,3,0,346,163,171,223,0,539,35
879,3693,2432,3483,3021,4003,7169,3496,2368,2850,2343,2149,2667,5410,1035
880,431,212,193,77,145,0,434,255,303,184,207,2,538,251
881,155,59,48,0,42,0,188,64,46,54,56,0,170,0
882,4345,1029,0,838,822,0,2046,1363,1102,0,1139,0,1582,1278
883,686,0,389,1515,747,0,0,585,624,687,326,0,280,735
884,452,117,46,86,16,0,474,165,93,159,175,4,419,111
885,4248,3090,3840,3449,2001,11842,2911,2494,3727,2024,2410,4064,2681,884
886,391,221,221,374,327,0,472,271,263,137,172,4,340,153
887,173,53,33,58,58,0,199,60,62,78,58,0,166,62
888,0,1030,880,1121,1029,5,3109,933,914,0,937,0,2517,1106
889,1651,0,1063,573,580,0,1248,0,849,1375,599,0,1896,803
890,469,58,0,130,226,0,401,66,120,189,247,0,0,220
891,3488,2616,2961,2982,0,859,4966,2557,2247,2216,2797,5896,4425,2640
892,262,218,153,360,295,3,409,356,259,318,0,1,165,0
893,0,62,0,51,70,0,157,54,41,0,52,0,193,57
894,0,1017,912,0,1350,6,1962,1219,929,1564,1066,1,0,1191
895,0,625,841,1434,286,0,0,542,370,1190,636,0,929,143
896,0,111,0,0,0,2,446,50,236,175,186,3,498,242
897,5291,2279,2720,2644,706,6973,5529,1706,2398,3059,3550,10687,3412,2396
898,260,167,85,427,386,2,281,251,357,156,151,0,263,0
899,240,56,54,0,53,0,165,71,38,0,61,0,206,44
900,4062,1044,783,1279,986,0,2676,894,983,975,1009,1,2729,1197
901,780,808,849,0,741,0,923,750,276,990,301,0,0,559
902,0,0,156,108,261,0,440,341,223,170,0,0,568,229
903,4493,0,2700,3137,3842,6278,1902,4016,2613,3039,1337,9956,5096,3366
904,204,175,286,134,258,3,377,159,206,103,178,0,198,91
905,201,56,56,57,68,0,150,53,70,57,60,0,222,58
906,3335,1142,1680,808,1242,4,5185,1074,743,1005,991,0,2059,1037
907,2568,559,779,496,496,0,970,0,0,916,540,0,0,1301
908,522,4,318,121,0,6,463,143,85,121,332,0,416,179
909,3849,1240,3047,2420,4032,8938,4282,2330,3244,2715,3004,4445,4740,1878
910,278,295,391,379,184,0,352,0,249,225,0,0,361,163
911,192,43,58,62,0,0,158,57,56,77,41,0,193,68
912,2058,0,1017,870,1208,9,2428,1122,1168,0,1300,8,2147,1103
913,1535,1239,335,713,366,0,1514,1596,990,1006,480,0,1131,427
914,494,0,174,176,126,3,435,260,0,0,109,0,455,389
915,3140,2303,2838,2848,3162,0,2704,2664,3250,3225,3723,0,0,1511
916,249,139,84,186,264,3,121,190,176,261,187,2,0,148
917,204,62,60,64,49,0,0,57,51,67,42,0,215,55
918,3096,844,1021,1277,1154,7,2967,1002,852,1200,1430,3,3553,1148
919,1785,790,568,853,501,0,1139,291,175,1184,646,0,1257,651
920,447,94,169,119,388,0,544,141,0,133,154,1,411,0
921,7453,2149,2193,3040,3267,4975,4369,2389,2323,1866,2345,4591,6006,1893
922,221,85,352,89,0,4,0,150,171,398,91,0,514,247
923,193,59,35,57,55,0,170,63,57,63,47,0,222,52
924,3807,1176,1090,1118,0,5,4195,1028,1275,1018,1089,10,2749,1027
925,0,1023,930,827,347,0,339,527,372,856,666,0,640,115
926,517,285,0,160,195,0,519,141,103,140,91,1,562,342
927,4587,1431,3244,2888,2402,8098,0,0,2466,2725,2776,9849,868,1364
928,257,329,239,259,207,0,228,371,261,0,140,3,374,141
929,169,50,70,65,36,0,154,70,56,86,53,0,182,47
930,2788,1195,750,1174,1108,0,3827,1123,1143,1247,1153,0,4600,971
931,0,0,179,0,0,0,331,294,821,1292,0,0,1142,412
932,300,194,138,134,76,2,502,274,189,171,256,3,557,335
933,2473,3045,3622,2056,4004,12383,7130,2373,3447,3144,1320,6573,3948,2022
934,547,281,218,28,119,1,530,376,219,220,312,0,542,79
935,152,52,48,48,53,0,165,60,45,0,76,0,170,54
936,4065,1102,547,998,1145,4,3805,1047,1043,1126,1284,6,3940,1049
937,2182,688,725,0,415,0,105,1537,800,725,0,0,877,343
938,434,215,213,163,160,0,497,140,144,137,231,0,532,174
939,2725,1637,3355,2572,2870,7022,5978,748,2510,2216,0,11042,4455,3709
940,152,125,228,70,202,0,508,200,343,329,172,0,213,301
941,192,59,61,64,70,0,182,0,61,45,56,0,189,58
942,4580,931,1170,547,1047,8,2387,792,1004,1031,1227,8,4234,1207
943,848,882,947,638,543,0,2220,557,542,889,722,0,1977,101
944,478,0,190,0,331,0,463,47,0,153,286,4,483,92
945,4142,1348,2813,2684,2128,8241,1451,2010,2710,3260,2069,9976,3083,1937
946,528,233,95,49,131,3,493,225,234,271,186,0,380,199
947,174,51,57,63,63,0,157,50,45,59,46,0,203,62
948,3139,1058,1073,1536,1424,8,3598,1079,790,1152,1139,5,4755,0
949,563,1197,344,0,372,0,606,543,480,347,0,0,0,0
950,489,217,0,183,138,0,480,159,132,0,238,2,546,282
951,5060,2322,2668,2525,3037,7960,4313,1667,3420,2549,2464,3781,5462,1711
952,0,0,179,243,164,5,0,206,208,232,201,0,480,167
953,196,0,46,0,55,0,183,68,54,50,58,0,208,45
954,3360,1132,1268,1150,917,13,2422,1094,906,1096,1269,9,3003,934
955,586,1619,652,1290,0,0,0,1343,869,0,292,0,1578,35
956,421,144,216,120,155,2,529,274,205,186,228,0,447,179
957,4788,2197,1559,3041,4609,12934,4108,1680,2385,3250,3436,5100,4105,1985
958,198,244,333,0,219,0,277,159,0,0,228,3,432,262
959,163,54,49,55,71,0,172,49,62,79,65,0,194,57
960,3191,1248,1125,917,1020,0,4164,1014,976,974,989,3,3095,1158
961,0,0,986,935,933,0,1894,327,866,399,800,0,1543,0
962,0,201,142,166,0,3,574,275,0,98,108,3,624,146
963,1329,1767,2840,3007,2430,7800,0,3074,0,2510,2326,9240,2844,2044
964,0,77,172,152,178,0,384,164,253,0,335,0,264,172
965,0,51,49,38,48,0,197,54,58,47,0,0,259,66
966,0,1187,792,903,973,0,2878,1074,1670,1267,1432,6,2157,956
967,1344,0,0,724,299,0,917,0,239,818,351,0,1144,0
968,270,0,292,147,136,5,472,110,239,129,340,0,448,122
969,0,900,1851,3036,0,1119,0,1806,2772,2286,0,11468,1705,0
970,453,123,191,0,155,2,0,286,246,171,142,0,481,0
971,206,60,0,63,55,0,164,58,54,51,61,0,174,58
972,3782,1066,1296,942,1343,4,3245,1061,1166,1126,1344,0,1755,1201
973,1729,822,287,680,257,0,1778,179,349,710,629,0,1589,255
974,525,303,217,140,0,1,478,177,134,162,148,2,469,303
975,2741,2496,3600,3132,3348,7726,4117,0,3312,2719,4441,0,2909,3440
976,457,274,305,342,143,0,357,0,340,45,226,0,0,0
977,210,0,43,57,70,0,226,58,55,50,60,0,0,52
978,2353,943,1102,1018,958,0,4047,0,735,799,1166,0,0,1085
979,1802,258,0,505,150,0,0,261,596,464,1243,0,2321,567
980,486,98,240,166,188,1,0,36,164,136,279,0,378,144
981,541,2473,1738,2856,2465,9168,0,3784,3488,2727,4010,7674,3050,1319
982,412,120,315,57,115,0,396,201,241,414,127,0,345,190
983,216,58,60,47,56,0,159,0,67,47,25,0,200,53
984,3474,1076,868,1313,1438,0,4194,1231,1080,1079,1189,11,4218,1050
985,267,984,760,468,0,0,664,635,490,589,970,0,0,1347
986,348,480,188,193,300,4,500,319,24,0,260,1,0,190
987,0,1857,2074,2266,1815,4311,0,0,0,2781,2737,4872,0,0
988,320,292,226,147,0,5,519,215,242,426,127,5,0,229
989,130,71,53,50,60,0,211,0,42,68,66,0,198,59
990,2753,1173,1163,895,1029,1,0,1078,722,1048,797,10,3145,1134
991,489,151,690,309,626,0,565,0,840,1455,770,0,1386,0
992,464,185,136,200,326,0,0,198,186,154,171,3,518,215
993,3117,1957,0,0,2168,0,3802,3823,2773,1854,1547,7136,3724,2425
