N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
580,293,286,422,32,251,0,211,216,339,13,253,3,322,158
581,0,55,61,58,46,0,176,0,45,59,53,0,181,66
582,5042,1096,1286,899,1256,7,2681,934,649,573,1121,0,0,1110
583,0,0,630,271,699,0,234,518,0,815,757,0,2181,145
584,398,0,166,194,0,1,484,173,94,168,126,0,522,138
585,4499,1717,1693,2998,1235,3265,3460,2253,3038,3330,0,15636,3673,1888
586,298,285,317,54,184,0,347,0,451,406,27,1,202,194
587,213,57,49,73,0,0,0,55,54,64,59,0,209,74
588,2750,0,548,1043,0,0,3140,963,1019,948,1062,9,1910,1062
589,1695,538,753,1314,1014,0,0,600,652,1087,433,0,378,974
590,448,208,153,161,0,0,0,185,156,158,67,3,394,336
591,5409,2170,0,2762,2879,0,4437,1366,3360,2750,4487,0,3610,2107
592,733,282,262,26,370,0,0,112,0,124,113,7,0,180
593,220,62,59,51,44,0,191,73,42,43,49,0,162,50
594,2995,0,0,1222,886,0,2488,1117,0,856,900,3,3554,1080
595,1017,1030,945,1305,0,0,1508,309,669,1287,810,0,713,463
596,586,210,169,108,253,2,499,313,111,151,263,0,0,199
597,2480,0,2533,3139,1904,6351,2929,3072,2798,2468,2039,1984,0,2359
598,262,50,280,227,182,0,364,219,323,0,231,5,245,243
599,200,59,59,33,0,0,198,52,68,0,55,0,202,49
600,2968,1040,736,1161,951,2,4260,1010,1058,0,1074,5,2928,907
601,0,1015,316,435,491,0,871,361,94,1001,319,0,1337,1258
602,410,257,159,117,200,0,0,253,154,173,354,4,500,204
603,3627,3598,2789,2531,3055,5518,4306,2539,2415,2430,2695,1503,4924,2593
604,201,321,223,38,91,0,301,365,300,156,157,3,417,167
605,198,64,47,52,58,0,214,66,0,82,0,0,190,59
606,1078,1109,779,1215,957,12,3050,1068,1139,726,919,2,3749,1058
607,88,1028,0,820,407,0,552,1510,471,836,403,0,1456,683
608,0,44,192,119,360,0,537,0,131,185,364,3,402,135
609,0,2833,2306,2403,1600,5474,3106,3929,2629,2742,2495,6890,3423,2755
610,441,198,244,465,137,0,433,276,238,206,373,0,287,184
611,200,0,0,58,58,0,208,65,39,65,56,0,185,0
612,0,1263,1084,895,825,7,2044,933,994,939,1225,8,2537,1100
613,0,677,0,1195,0,0,0,757,745,1073,921,0,971,0
614,474,223,0,0,351,1,395,178,161,152,112,0,398,148
615,2884,2196,1716,2774,3118,4054,3136,1652,2049,3034,2832,0,0,2614
616,486,221,283,199,286,3,375,190,297,95,147,0,63,182
617,0,62,0,58,51,0,167,0,0,83,59,0,184,48
618,0,950,1338,593,1247,6,4320,1041,1243,1169,1180,5,2415,1084
619,646,586,610,631,697,0,1212,765,592,713,494,0,1145,0
620,0,220,104,137,286,3,403,116,266,155,325,0,491,97
621,5435,3338,2872,3083,1629,4701,4969,3090,2434,2685,2884,4565,1289,916
622,425,240,131,182,169,0,130,110,221,99,0,0,376,224
623,135,0,47,78,0,0,195,71,64,0,58,0,225,65
624,3038,1047,1077,978,1284,2,3934,1179,863,1074,943,5,4351,1058
625,588,529,795,306,575,0,1559,256,712,0,826,0,1522,455
626,501,210,178,116,259,1,453,84,221,137,25,1,416,129
627,1862,0,2912,3209,1411,12495,4386,2905,2985,2229,2218,1024,5285,3005
628,614,248,132,312,171,0,392,237,321,233,134,4,126,205
629,212,56,0,55,0,0,145,0,65,63,66,0,183,58
630,0,1155,875,1051,1189,3,3121,1073,1123,1318,1042,4,0,1093
631,518,344,581,1151,0,0,1687,350,232,565,737,0,495,0
632,418,189,0,145,365,2,445,319,204,0,212,0,329,120
633,3130,2627,0,2893,1795,8785,4354,2960,2716,0,2695,11082,4934,0
634,227,158,232,0,229,2,0,248,0,0,1,0,321,270
635,197,65,66,79,38,0,168,60,51,0,53,0,167,72
636,0,1159,1299,614,1265,2,4803,1140,1135,0,0,5,3998,1135
637,811,504,0,1407,493,0,923,893,585,50,230,0,431,740
638,553,372,219,149,294,3,311,238,230,141,316,0,527,246
639,4798,723,2168,2296,2223,2874,0,2978,1865,3027,4572,0,4860,2700
640,319,170,244,379,69,0,425,246,483,188,200,5,261,182
641,228,63,58,42,51,0,182,55,80,50,48,0,0,57
642,4006,1000,1116,813,1020,0,3733,0,1187,1122,1498,0,3592,1086
643,1548,0,559,424,489,0,1771,603,1204,401,842,0,1836,0
644,494,32,126,154,409,6,470,347,181,131,343,1,496,175
645,3757,2912,2935,3406,202,14357,1607,1618,2923,2829,0,4918,4596,0
646,385,0,245,2,125,5,498,122,268,230,247,5,246,138
647,149,0,59,77,0,0,218,49,49,43,75,0,222,64
648,2469,1095,1270,1061,1072,0,4069,972,1078,1258,0,3,3257,1141
649,0,0,917,1392,0,0,2292,466,527,237,846,0,1179,764
650,445,276,0,157,169,0,391,100,65,171,223,2,430,125
651,6156,1979,2933,2625,0,8344,1971,2495,3335,2559,0,1818,1969,2658
652,346,233,288,365,181,0,389,284,183,275,178,8,233,104
653,154,59,0,59,49,0,156,51,70,75,0,0,204,55
654,3125,0,846,978,1471,0,3417,989,929,1074,1231,2,3563,1163
655,2781,364,0,1415,365,0,1157,403,573,1101,0,0,727,1054
656,338,0,246,164,107,0,424,258,251,0,0,5,461,287
657,1744,1415,3672,2893,2361,1344,2231,1503,3227,2097,3204,6374,2138,2473
658,381,179,217,363,227,3,445,176,247,135,151,0,376,234
659,139,64,56,50,63,0,189,54,37,47,64,0,0,46
660,2082,999,0,1311,1285,0,4124,1017,727,1577,619,0,2872,1030
661,1817,0,741,1226,634,0,651,853,770,839,561,0,1271,646
662,531,304,175,100,194,1,542,1,104,169,305,0,555,183
663,5197,0,0,2467,0,9745,3817,2216,2296,1894,3506,4197,3523,1150
664,359,167,308,279,122,2,451,120,117,0,0,1,258,249
665,159,66,0,72,63,0,0,61,60,74,42,0,156,59
666,4236,904,778,629,1413,4,3933,1110,952,880,1000,7,3673,999
667,971,386,587,804,884,0,1397,1262,356,0,448,0,2224,1097
668,425,300,326,181,319,0,458,188,176,184,321,0,428,308
669,4462,2892,2815,2074,1456,2284,4299,3044,0,0,0,14944,7156,1605
670,367,167,23,251,197,3,233,306,155,171,221,2,194,88
671,175,66,50,63,58,0,134,59,62,87,50,0,163,57
672,1760,925,927,1131,1502,0,2184,987,745,945,801,0,3363,953
673,2209,858,437,733,0,0,1285,0,740,1607,556,0,1908,1392
674,489,119,178,183,119,0,370,0,176,152,146,0,398,249
675,1733,2226,3040,2736,2352,12061,5038,3481,1845,3183,1272,0,0,1890
676,378,147,322,137,126,2,315,303,279,296,349,0,433,311
677,206,0,0,0,51,0,0,51,58,52,66,0,161,57
678,2857,1006,1135,686,1230,1,0,1147,1054,1319,1342,0,0,0
679,809,75,501,639,345,0,628,350,415,581,162,0,481,1135
680,415,186,192,164,231,1,517,0,0,128,264,1,433,0
681,0,1184,2378,2715,3506,2428,4019,3305,0,2771,3548,10819,2862,2527
682,232,176,215,0,224,0,631,244,307,203,141,4,325,231
683,181,43,43,0,52,0,0,54,45,68,68,0,144,0
684,3671,0,837,940,1461,0,2795,961,1090,1105,1226,0,3671,1122
685,2077,841,600,0,681,0,0,150,923,520,377,0,1976,645
686,418,0,117,164,284,3,469,133,289,186,279,0,408,182
687,3027,3323,2085,2984,4158,8344,6077,2740,0,0,3555,4957,3743,2222
688,386,213,419,201,206,5,99,75,69,50,266,3,332,137
689,153,60,45,60,66,0,103,66,49,70,48,0,0,63
690,1744,826,1449,747,1188,2,3841,976,880,962,888,7,3904,0
691,529,1430,698,258,0,0,934,394,298,427,770,0,1988,0
692,468,129,123,173,345,1,0,188,193,146,39,0,0,0
693,2184,2395,0,2890,3950,11956,5183,2040,2298,3256,0,6451,3742,0
694,353,249,236,180,241,0,347,247,0,304,235,1,562,169
695,180,0,44,65,53,0,216,0,69,0,61,0,178,71
696,0,1093,1220,1108,1234,6,3787,1169,1081,1325,1296,0,3087,1239
697,2048,170,805,701,297,0,233,777,751,0,293,0,2143,1905
698,0,81,0,153,110,1,485,174,145,0,169,4,451,301
699,3154,2612,3768,2953,2797,5331,4693,2444,2252,2401,1613,6725,3120,2529
700,367,138,258,78,45,0,429,0,269,0,87,0,184,151
701,158,57,54,59,53,0,163,55,55,47,48,0,160,61
702,4557,992,1533,0,1174,12,3506,1225,976,833,0,3,3051,1224
703,1820,711,643,1125,117,0,113,0,993,717,315,0,355,932
704,0,0,126,183,210,0,394,334,186,139,220,0,442,197
705,914,2284,2379,3398,0,11821,3881,740,2591,2961,2272,9603,0,1715
706,672,122,286,307,46,5,276,135,217,111,277,7,318,194
707,193,54,42,0,51,0,199,58,46,54,46,0,205,49
708,1443,1173,905,1364,1253,2,3845,1058,764,1267,1303,0,1933,1074
709,0,1164,753,558,257,0,2611,932,572,786,172,0,1019,593
710,356,238,239,129,25,2,430,68,195,145,188,0,599,0
711,4041,3558,2374,2561,1739,4479,3527,1872,4114,3057,3744,0,3466,2302
712,262,0,198,205,271,6,0,279,262,213,151,0,654,0
713,207,64,43,64,63,0,193,0,49,58,49,0,159,58
714,3580,1119,628,797,1298,0,4478,1072,1079,803,1233,7,3404,1025
715,1053,0,509,1312,845,0,1483,0,151,1212,276,0,542,388
716,512,390,231,167,273,1,424,137,249,221,103,0,437,329
717,3676,3703,2603,2573,2369,11310,1705,1621,1702,2783,1988,8071,5042,2352
718,261,109,338,154,270,0,0,156,273,403,184,0,216,0
719,133,58,54,57,54,0,159,61,61,48,48,0,159,69
720,2389,1044,1384,937,1076,8,1169,0,1258,0,789,6,2905,1027
721,1188,243,715,421,513,0,1531,897,356,291,974,0,1389,1181
722,367,198,0,176,0,3,541,366,220,210,154,3,457,50
723,5646,1698,2420,3030,3533,6862,424,421,2442,2724,2193,6261,4012,2345
724,259,232,283,110,0,2,249,235,188,291,260,0,126,97
725,195,60,37,50,66,0,206,65,62,46,0,0,199,60
726,3755,1081,1039,823,1217,0,3988,1192,922,0,1160,0,2740,951
727,0,52,645,313,602,0,0,0,793,891,279,0,1798,357
728,405,92,245,159,0,0,488,0,0,151,297,0,510,194
729,3547,1586,2295,2808,1507,9311,4342,2602,3317,2649,2896,9190,3970,3498
730,274,267,245,487,199,0,311,253,0,31,50,3,568,0
731,191,47,71,42,63,0,201,50,58,0,40,0,203,51
732,2631,1021,717,0,1258,0,4617,1189,0,1031,1334,12,3375,1052
733,1569,278,44,1220,0,0,0,480,1107,438,517,0,504,725
734,0,70,215,147,180,0,461,108,279,0,250,0,485,244
735,8794,2170,2666,2757,3297,13526,2132,2602,3446,2660,2772,5970,794,1860
736,394,252,228,387,70,0,459,221,0,344,288,2,127,293
737,185,58,93,70,54,0,177,52,50,69,72,0,0,53
738,2856,1121,669,1022,1335,0,3127,1228,723,977,987,10,4773,1120
739,1580,1123,339,956,518,0,953,278,953,1189,508,0,2221,977
740,547,0,173,116,295,0,543,235,299,178,0,0,426,0
741,2990,2379,2604,2400,3829,7816,3236,2034,3096,2824,2078,8129,5060,1814
742,275,150,384,0,228,0,193,283,108,327,290,0,515,120
743,160,60,0,60,59,0,182,62,58,93,0,0,217,0
744,4415,1158,1172,949,981,7,1367,946,972,966,1284,0,3056,0
745,1821,100,824,584,401,0,1635,977,799,576,404,0,723,1224
746,498,190,94,0,446,1,474,92,244,216,200,3,475,138
747,0,0,2583,3117,3640,6315,5226,2437,2506,2182,3527,8638,3701,2814
748,511,200,123,362,271,2,288,0,232,99,179,0,338,211
749,0,0,63,45,56,0,194,50,65,43,50,0,175,57
750,4331,1130,983,1443,954,10,3378,917,991,1040,1317,7,3384,966
751,125,0,986,782,822,0,1960,148,229,476,539,0,732,545
752,0,124,304,138,80,1,450,0,140,134,228,0,422,275
753,4638,2297,3201,2357,1770,9712,0,1920,3231,2520,1816,6080,4193,2205
754,225,340,305,113,165,0,467,203,318,404,208,2,333,152
755,145,60,49,65,67,0,183,57,60,55,48,0,0,56
756,2350,1091,788,1176,1351,11,2958,1006,1105,956,1363,0,2085,1044
757,0,0,462,0,914,0,520,881,457,1564,601,0,342,701
758,501,237,184,135,196,1,482,176,243,157,275,2,523,279
759,2658,2295,2901,1965,4232,2767,2429,1167,2920,3420,2132,4951,4497,2878
760,211,222,185,77,245,4,0,348,210,297,67,2,440,273
761,201,55,46,62,52,0,160,66,50,55,53,0,150,50
762,3665,1110,1017,762,936,0,0,1051,1129,877,1155,0,3104,1143
763,551,395,0,1268,644,0,2445,329,361,677,541,0,1679,0
764,448,170,203,115,250,0,347,352,0,0,37,0,450,130
765,0,0,1970,2062,917,8814,5277,2224,1925,2950,1222,0,4142,2429
766,524,341,183,54,352,0,685,318,226,135,94,0,184,295
767,207,70,67,0,69,0,191,63,60,41,67,0,0,59
768,0,1077,1190,1024,1020,0,3559,978,1156,985,1240,0,0,1033
769,227,1338,518,864,396,0,349,0,0,721,0,0,1120,149
770,456,285,221,158,291,4,563,48,141,166,219,0,449,306
771,2536,2663,3073,2317,818,12668,5800,1342,3263,3299,2188,4307,4923,2069
772,585,196,200,277,123,0,284,243,209,286,282,4,248,148
773,134,40,40,50,62,0,179,59,62,57,0,0,168,73
774,1885,0,878,1273,1089,4,2730,1156,792,1084,1423,13,3449,1027
775,255,1266,822,200,526,0,1482,292,615,409,492,0,2005,250
776,436,354,229,153,0,0,436,324,137,142,396,3,499,375
777,4749,1724,3964,2287,2649,5015,4074,2756,2962,2902,4029,3334,0,2086
778,435,350,0,220,277,1,303,281,174,467,251,3,438,278
779,141,54,61,53,58,0,188,57,60,63,56,0,0,53
780,4448,1083,1292,954,1243,0,2372,1248,952,827,1206,6,3272,1100
781,1704,991,507,323,619,0,2701,0,0,1330,699,0,1586,892
782,478,374,288,0,146,2,541,134,165,148,311,0,544,120
783,3449,2328,2619,2131,3255,10058,4702,0,2796,2680,1211,4983,2756,2597
784,0,301,293,266,65,4,96,270,334,354,136,5,246,170
785,224,0,0,0,57,0,168,65,0,59,67,0,183,55
786,3545,1200,691,1230,1221,10,2674,1146,989,1113,989,0,3545,1134
787,1607,1255,771,1558,559,0,466,134,731,868,140,0,2228,959
788,0,266,228,133,131,1,500,210,69,0,209,0,502,70
789,4007,2377,3395,3520,3205,8815,412,2713,2559,2704,1733,3594,3413,2657
790,356,248,555,72,114,3,399,266,146,416,181,0,253,289
791,195,47,45,74,43,0,198,55,54,67,69,0,200,61
792,0,914,855,1082,0,6,0,1071,1075,961,888,0,2840,1163
793,1280,0,655,655,622,0,832,835,565,354,260,0,1908,0
794,495,125,239,128,277,0,0,150,157,151,0,1,573,155
795,3616,2249,2861,2972,1278,7187,0,2705,3054,2278,3457,8990,3180,0
796,93,300,253,205,184,0,218,169,119,176,99,0,108,316
797,120,57,56,59,47,0,154,71,51,69,59,0,144,59
798,3431,1238,943,1331,853,6,2719,864,1349,987,1209,0,0,1136
799,1809,304,410,259,780,0,668,207,646,277,396,0,1038,0
800,412,332,250,134,103,5,514,149,160,166,203,0,416,144
801,5086,0,2586,2244,3147,7849,1804,2373,3599,3104,3405,4908,4296,2435
802,263,367,267,0,300,4,0,189,355,92,200,0,431,220
803,205,60,67,60,48,0,0,50,63,52,67,0,180,58
804,4966,1129,1096,803,1196,7,3469,987,1054,1060,1098,6,3174,1076
805,1856,999,393,634,57,0,306,0,718,894,474,0,2040,902
806,470,264,214,146,0,3,443,112,180,123,0,0,0,145
807,3762,632,2589,2519,3632,4370,3482,0,0,2376,3561,4521,4227,2750
808,396,88,261,148,124,2,0,233,0,295,209,0,373,67
809,199,66,47,60,32,0,187,55,50,69,43,0,93,0
810,4329,932,774,1258,1373,0,2294,978,0,1269,1133,15,0,968
811,1509,338,683,1222,428,0,1830,1265,469,853,262,0,0,1032
812,0,94,140,98,113,4,418,146,190,123,0,2,581,155
813,2657,2396,2785,2983,2489,7154,0,2403,2280,2732,3408,7872,5015,2296
814,642,0,280,247,34,3,416,176,0,0,283,0,460,154
815,174,55,29,67,48,0,132,58,60,63,50,0,177,0
816,1001,1075,667,1098,1162,0,4083,1106,0,383,1205,14,3098,1023
817,1091,0,674,489,540,0,1707,817,674,749,860,0,1285,810
818,417,397,237,111,172,0,395,301,137,0,170,5,491,0
819,5690,2069,2974,3519,1518,10688,6146,0,2233,2159,2793,1457,2309,2210
820,362,143,0,0,209,5,337,209,324,436,331,0,501,294
821,164,52,59,73,77,0,188,58,53,72,50,0,190,60
822,3587,1034,0,1090,1324,3,3502,1135,0,1230,0,5,4507,996
823,1498,562,753,1609,502,0,1995,1399,475,1100,778,0,211,282
824,471,265,0,187,308,5,510,87,218,132,269,2,402,338
825,2282,2057,2185,0,2797,10408,0,0,2202,2940,3592,7547,5029,0
826,483,217,261,141,247,5,571,0,243,0,0,2,91,158
827,233,55,53,83,69,0,180,54,57,52,55,0,175,0
828,3710,1054,956,1088,1382,4,1750,1136,859,1280,1214,0,3229,1098
829,2431,1058,0,426,697,0,496,417,708,0,294,0,461,773
830,602,173,225,155,234,0,0,262,218,113,278,0,345,110
831,2289,2861,3044,0,0,11198,0,1364,1922,3007,0,7820,3969,1130
832,549,0,215,222,234,0,487,237,160,299,163,8,16,222
833,195,58,74,38,51,0,172,0,60,79,33,0,209,53
834,3570,988,958,1348,1558,4,2545,924,781,1078,1019,5,2106,1066
835,0,646,573,233,481,0,1372,522,274,870,901,0,1882,1093
836,552,76,159,138,85,3,472,256,290,133,374,0,526,348
837,3632,4064,2596,2595,4037,12079,4151,3922,2326,0,0,9301,1758,3450
838,205,210,318,0,163,1,408,103,325,106,286,6,207,247
839,207,64,58,62,55,0,170,47,57,51,0,0,122,57
840,963,1012,1221,901,1249,8,2763,1061,1137,0,0,7,0,1028
841,0,752,923,0,0,0,832,1260,328,955,621,0,1736,759
842,0,180,230,140,230,0,392,0,211,163,316,0,454,0
843,3824,3075,3200,2574,3030,5048,3680,3247,0,2644,3936,5586,1586,1770
844,521,244,306,263,297,0,481,157,157,179,95,1,281,0
845,220,60,55,53,59,0,174,0,63,59,54,0,187,47
846,0,1177,1321,892,1339,9,2120,1006,1208,1032,1100,4,1354,992
847,0,488,203,346,754,0,1475,0,576,1137,763,0,1577,784
848,508,158,169,216,173,3,519,157,168,0,238,0,432,166
849,3013,1995,2814,2543,3535,3083,2534,1634,2883,3213,3785,4780,4392,2505
850,248,266,414,338,231,0,242,155,282,144,0,0,302,204
851,166,0,29,47,0,0,206,58,44,66,51,0,204,67
852,2222,1041,1206,1320,1308,5,2430,1070,704,1351,1052,0,3614,1108
853,1679,419,858,1463,472,0,263,489,482,139,455,0,1310,105
854,0,0,145,115,274,2,463,222,177,176,252,0,428,161
855,2657,2273,2582,2256,2958,7603,4347,1514,2387,2091,3309,6314,4662,2720
856,175,212,0,248,247,0,457,180,283,132,119,0,165,217
857,221,0,71,70,62,0,179,49,57,77,59,0,168,0
858,3511,0,776,0,0,3,3359,946,0,1016,1023,2,4050,1005
859,1496,729,728,1870,0,0,1535,1025,365,428,568,0,714,1022
860,486,152,122,96,0,1,444,229,155,142,264,4,481,160
861,2675,2627,2937,2752,2670,6620,2716,0,2611,2626,2225,10707,4116,1663
862,407,176,100,161,322,3,569,136,295,23,96,6,7,173
863,169,0,69,59,60,0,0,0,45,70,47,0,200,43
864,2927,1183,1181,0,1090,0,3360,1068,948,1183,1283,15,0,1139
865,0,1017,764,229,508,0,1738,964,86,0,425,0,702,847
866,466,288,238,0,39,0,521,261,224,0,96,0,453,81
867,6848,2575,2595,2313,3067,4287,6930,1801,3212,2049,1895,0,7488,1648
868,0,173,307,445,0,2,0,319,260,199,80,0,40,210
869,207,0,67,84,61,0,168,46,0,70,45,0,149,56
870,2554,1060,1071,1131,0,15,3017,1188,0,867,1480,2,3986,0
871,955,0,711,1422,814,0,1360,270,0,165,476,0,0,433
872,467,186,261,174,171,0,402,253,169,134,8,3,506,176
873,2960,873,2062,2584,1419,5989,4223,1800,3112,2906,4262,3099,5398,1843
874,434,288,256,131,347,0,312,216,145,98,126,0,332,307
875,232,50,61,62,46,0,180,69,62,52,60,0,139,54
876,3191,964,0,1480,1272,0,2582,1157,811,1006,1555,0,3647,971
877,1673,921,0,1081,233,0,1222,249,836,56,312,0,864,664
878,359,286,148,121,400,4,467,0,246,186,425,0,452,0
879,3624,1635,2457,2707,2870,4803,5162,2480,2593,3154,2257,6626,3122,2627
880,339,167,0,78,323,0,313,233,204,108,323,0,454,169
881,180,53,73,63,45,0,182,60,82,73,52,0,142,66
882,3303,1037,936,0,1197,3,3397,1061,1150,1221,1442,0,3327,1153
883,183,959,743,897,560,0,1970,0,344,947,906,0,1535,190
884,533,321,132,116,273,3,0,206,0,173,229,1,0,193
885,2298,1851,2273,2319,2578,3499,4479,1782,0,3051,3498,11843,4244,2729
886,622,244,234,147,0,0,300,245,195,0,159,0,0,98
887,169,68,51,59,57,0,175,60,51,49,47,0,188,52
888,2376,1181,1445,1138,1099,3,3275,1011,558,1166,1410,0,2379,1021
889,677,0,160,0,522,0,0,1390,888,916,173,0,1255,77
890,449,0,250,95,241,2,474,0,215,167,298,1,616,154
891,3491,2119,2544,3611,4299,8183,3175,2793,2324,1959,1937,9204,0,3151
892,440,147,142,266,0,0,607,219,407,161,127,4,478,196
893,160,62,55,66,54,0,0,61,54,62,53,0,217,54
894,5253,1032,1271,710,1008,3,3057,1187,1040,1439,1166,3,4386,1096
895,1614,118,587,0,65,0,1817,1203,703,705,683,0,2517,438
896,476,73,228,142,365,0,454,236,0,154,203,0,457,229
897,4665,1539,4134,2858,1832,1294,0,1278,1836,2497,1975,4138,2995,1033
898,408,315,454,370,162,0,128,304,335,175,174,6,294,166
899,173,57,66,59,54,0,128,52,52,49,61,0,175,65
900,3372,1078,903,1051,923,0,2955,1113,860,1157,1001,0,0,1057
901,1325,687,1221,315,602,0,262,0,743,624,331,0,1375,0
902,519,74,271,135,101,0,446,193,0,156,108,1,0,180
903,3563,3788,2204,2464,2638,3574,4522,3265,2051,3131,0,5551,3578,1953
904,244,58,212,184,232,3,122,101,250,116,132,0,261,302
905,215,59,46,77,74,0,177,68,43,66,0,0,214,65
906,3980,1023,1393,1040,1060,9,2431,1163,1288,0,1066,13,2225,0
907,1174,0,633,1104,0,0,0,0,516,878,932,0,0,1963
908,480,159,239,137,301,5,470,72,238,113,383,0,477,425
909,0,3562,0,2574,3094,10848,3461,3023,3015,0,2045,7323,1338,2837
910,618,163,380,353,162,5,349,0,273,50,154,4,93,148
911,158,54,0,62,50,0,140,69,0,65,46,0,159,51
912,4218,1040,0,1197,740,11,4782,1241,1023,1122,1183,4,3938,1097
913,70,1512,748,482,767,0,1383,1455,1029,67,353,0,1197,754
914,435,320,102,100,98,1,478,266,0,155,134,0,440,264
915,3610,0,2629,3794,2773,2364,4220,1480,1871,0,2684,8555,6219,2075
916,0,202,168,0,156,0,234,183,187,330,174,0,235,214
917,0,68,55,65,58,0,0,55,0,64,63,0,222,70
918,1558,0,882,1081,1231,0,2062,1009,995,951,0,2,0,1141
919,571,1349,685,76,404,0,0,620,747,1514,857,0,233,0
920,492,151,215,169,8,0,482,232,0,210,156,0,423,236
921,0,0,2596,3003,3563,0,6912,1988,3321,2947,3532,13172,7498,1290
922,489,0,329,253,229,1,199,267,336,210,132,0,290,118
923,233,67,0,67,56,0,181,44,60,41,50,0,158,58
924,1963,1140,1242,1162,0,7,4810,1018,1043,875,1009,3,1853,1114
925,0,741,788,669,455,0,1965,273,203,466,0,0,319,539
926,583,218,0,185,187,2,362,157,263,137,14,0,467,334
927,0,1960,1921,3049,1440,3124,4311,2091,2461,2293,2175,0,1889,1258
928,0,196,213,286,245,3,519,0,345,87,252,0,418,239
929,196,56,63,65,59,0,108,61,51,63,77,0,177,58
930,4180,1118,1025,1015,739,0,3118,1094,780,921,1462,3,2732,1039
931,1264,404,1157,1147,583,0,838,730,0,861,0,0,864,1025
932,336,56,192,158,238,0,414,270,191,152,157,0,461,227
933,2710,886,2685,2800,1778,0,3987,2198,2718,2197,2358,5032,3613,1629
934,350,301,355,51,178,2,616,205,235,187,55,2,483,163
935,147,64,31,78,45,0,195,54,60,62,41,0,153,54
936,3780,933,1284,904,1260,3,2589,1183,1393,928,1487,2,3371,1026
937,2162,287,698,1291,659,0,971,985,754,716,512,0,241,656
938,325,37,168,185,46,0,565,207,339,186,370,4,364,289
939,5214,1238,2065,2481,874,6437,2123,1891,2641,2531,2125,6249,4819,2949
940,235,213,264,466,127,0,0,209,143,102,213,0,254,0
941,164,56,59,77,52,0,0,71,0,64,48,0,173,58
942,2334,1153,972,1131,1062,2,0,0,1339,1278,1135,1,3081,1083
943,562,413,416,302,943,0,1542,654,495,0,228,0,1286,1102
944,581,142,217,208,171,0,488,114,272,141,286,0,0,236
945,4332,2295,3799,2591,3608,7749,4767,2920,3227,0,3435,3077,1837,1891
946,0,189,384,228,0,0,420,179,0,209,164,3,438,270
947,0,59,49,68,67,0,200,57,55,61,57,0,185,0
948,0,1039,0,1035,1280,0,2456,1132,862,0,0,1,2489,977
949,1762,1377,565,1196,606,0,0,0,904,1553,0,0,0,1293
950,356,283,0,131,132,0,529,0,170,142,238,0,353,196
951,3157,2601,2956,2830,4078,12609,4142,1895,2247,2539,2608,6510,4563,2142
952,251,0,206,263,201,0,260,190,170,265,124,4,422,330
953,201,0,44,44,52,0,222,50,0,65,57,0,159,50
954,2603,911,891,0,1284,0,0,1114,817,0,1240,4,1938,916
955,0,330,444,123,921,0,2373,588,568,864,636,0,1907,0
956,585,137,283,132,527,3,498,41,0,137,421,0,363,389
957,4847,2187,3230,2177,3168,4342,3424,1314,2729,1962,1007,10989,2240,2214
958,294,201,243,0,85,0,489,215,215,280,247,0,217,0
959,0,61,61,78,54,0,183,50,65,61,62,0,170,56
960,3452,962,0,988,1327,11,3036,0,1304,724,1064,0,2492,1040
961,1278,333,440,1289,270,0,2361,608,296,894,0,0,1310,1433
962,436,129,209,199,261,0,0,123,89,200,275,0,536,516
963,1465,1391,2156,2557,2617,6505,5157,2532,2751,3017,2815,0,5823,2149
964,255,206,190,116,227,3,373,279,305,81,146,3,468,226
965,170,51,48,58,0,0,161,47,47,70,62,0,160,56
966,2707,1084,1063,1179,1419,0,0,1026,966,1374,908,0,0,896
967,2197,0,870,304,404,0,0,660,478,1209,787,0,1592,954
968,483,161,237,147,351,4,418,314,237,195,160,0,364,265
969,4381,2668,3165,2382,3440,4600,5519,1445,3660,2424,3460,0,7165,1689
970,0,264,99,270,193,9,205,208,174,166,164,4,329,169
971,111,68,46,74,0,0,0,63,65,62,32,0,221,34
972,3142,1029,1380,0,1321,0,2963,0,840,1284,1298,5,3215,1132
973,1124,371,660,734,395,0,0,0,433,1251,721,0,0,470
974,472,201,114,108,236,0,437,9,149,159,139,0,500,201
975,4093,2031,3502,3259,3200,3059,5280,2112,3236,3010,2921,7643,3330,2671
976,368,195,382,59,201,2,483,0,137,359,209,5,361,141
977,205,56,59,56,51,0,171,53,67,59,55,0,202,44
978,0,1034,0,1399,0,5,2820,1006,1118,771,1054,5,3175,1079
979,1815,455,587,668,603,0,699,991,357,951,0,0,0,1251
980,529,110,195,120,247,0,473,231,161,219,0,2,473,0
981,2223,1636,0,0,336,10283,0,1812,2203,2867,2886,5679,6065,0
982,0,143,371,0,267,0,484,249,329,238,239,4,445,0
983,159,55,0,49,55,0,177,55,43,70,0,0,0,0
984,2025,1008,1191,661,1144,0,2324,1180,898,0,1068,5,3997,1127
985,372,0,470,578,495,0,1439,747,317,680,635,0,0,0
986,364,0,252,192,364,0,415,198,139,141,378,0,373,209
987,0,2258,0,0,0,9824,0,2488,0,2915,2560,7844,4765,1226
988,436,275,307,66,153,0,220,283,0,197,215,0,134,185
989,126,56,49,53,51,0,128,59,48,69,56,0,130,52
990,4257,0,1141,854,881,0,2366,1336,1087,1567,1258,0,3045,0
