N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
581,190,62,43,77,61,0,185,43,50,61,38,0,181,55
582,4622,963,853,1109,1068,0,3107,0,1012,1086,884,7,2385,1184
583,1425,1050,357,278,462,0,0,110,733,0,737,0,1474,118
584,511,20,230,160,211,3,438,93,195,126,475,3,588,0
585,3883,2490,2679,2730,2442,6466,5195,2420,3076,3405,2557,9206,5539,1545
586,473,244,328,60,0,2,291,387,215,0,276,2,335,231
587,135,56,52,45,35,0,133,49,48,81,68,0,183,74
588,2955,1019,1285,748,1175,4,3746,906,731,1210,948,0,0,1165
589,860,973,866,986,702,0,0,620,0,737,0,0,1800,868
590,500,234,140,143,264,2,529,130,166,114,46,2,516,69
591,3335,2082,3002,2986,2870,7873,2933,1834,2680,3142,1577,1172,1766,1700
592,333,259,132,135,250,2,109,345,225,146,0,2,212,36
593,155,62,64,70,47,0,183,0,73,53,58,0,179,68
594,3235,1160,830,1027,0,0,3538,1095,909,1167,1041,4,2866,1054
595,895,480,703,0,223,0,885,379,639,602,0,0,626,762
596,428,0,238,115,213,1,449,0,114,117,159,0,498,135
597,5471,1792,4086,2610,4259,3097,2949,2934,3231,2676,2770,6331,0,2527
598,253,0,0,548,149,0,188,169,229,204,172,2,236,0
599,189,63,51,0,0,0,196,58,53,55,70,0,0,63
600,2953,910,1254,895,1137,8,3662,1117,1443,848,1178,0,4027,1190
601,762,703,1287,1128,0,0,1265,34,679,0,225,0,0,683
602,486,245,229,147,190,0,406,0,213,159,251,0,455,0
603,4399,2494,0,3018,684,5611,3661,3354,0,2914,2364,8488,3000,2116
604,217,216,244,468,0,0,0,356,254,334,203,1,501,113
605,198,66,42,61,51,0,198,70,59,58,66,0,174,63
606,3514,1107,1264,966,1159,8,2939,0,1202,1248,1312,8,3049,1049
607,1848,329,455,262,583,0,2669,423,134,1426,359,0,2103,1091
608,416,86,129,0,170,5,495,0,224,0,233,4,367,263
609,2957,2226,882,2980,0,9077,605,2338,2284,0,0,0,2928,1782
610,262,252,265,614,187,0,366,152,374,330,236,0,231,102
611,215,54,52,44,48,0,154,72,0,61,58,0,173,57
612,3066,0,1037,1022,968,0,5696,1115,1134,1188,1175,0,2524,1038
613,1886,542,536,63,793,0,1390,691,751,646,1056,0,0,1176
614,447,136,266,172,121,0,465,173,238,132,108,2,0,375
615,2726,3728,2631,2290,2425,3509,2091,0,3156,3026,2832,9474,3165,2071
616,190,237,240,60,0,4,523,253,0,171,215,0,342,252
617,119,54,50,64,60,0,205,58,50,69,46,0,155,61
618,0,1021,1119,1111,1150,0,0,960,1254,1147,1528,5,2729,1021
619,860,925,728,1052,0,0,655,526,300,1030,0,0,674,649
620,586,240,197,194,0,1,438,274,230,77,35,2,0,338
621,4687,1146,0,3188,2285,7733,2756,1728,3059,2543,3837,7383,4758,2574
622,346,181,388,172,193,4,144,292,211,358,60,1,354,172
623,169,51,63,72,56,0,217,59,60,0,67,0,183,58
624,0,980,1089,1125,1427,0,2939,1082,1315,1428,965,0,0,928
625,1265,412,0,462,555,0,2610,1215,1074,819,779,0,798,534
626,541,129,309,147,94,2,420,88,226,0,203,0,512,220
627,3782,2783,2796,2408,2774,8446,3515,1270,2862,0,2152,7847,3450,2696
628,519,232,193,146,181,0,151,15,0,295,190,0,393,274
629,163,61,37,51,68,0,0,0,62,77,37,0,182,49
630,0,994,1526,1145,1362,0,2134,1177,0,0,1054,8,3254,1043
631,1796,1435,0,1023,457,0,786,1295,444,310,0,0,275,468
632,480,191,246,77,233,1,515,273,169,154,424,1,652,261
633,5270,0,2356,2732,3029,6151,4912,2192,2219,2491,2214,7450,4029,3338
634,149,236,207,419,70,3,234,175,266,393,0,0,0,0
635,183,51,66,65,50,0,176,66,46,55,64,0,190,63
636,2478,1045,1025,813,1022,4,2274,1152,1185,548,1130,13,0,1136
637,1803,870,0,759,336,0,1009,0,368,710,1321,0,2450,656
638,0,104,281,149,180,0,0,23,195,99,253,0,618,102
639,4336,3475,3380,2968,2029,3350,3667,2893,2827,2910,0,5401,1767,2659
640,388,161,252,0,74,1,322,150,0,129,250,1,378,250
641,213,51,58,70,60,0,206,64,41,56,70,0,196,69
642,3574,1120,911,0,1273,7,3013,1047,1271,1131,1092,13,4316,1088
643,159,152,606,606,686,0,1941,648,738,0,0,0,0,647
644,518,163,262,147,235,4,531,343,187,0,247,2,488,166
645,5739,3590,0,3017,3301,0,3038,0,3153,2929,1751,6868,5121,1169
646,0,0,37,243,178,2,378,205,318,197,284,0,0,0
647,177,48,25,0,73,0,165,60,64,60,54,0,165,50
648,3828,1074,1104,655,1213,4,4235,994,981,1055,1068,13,2407,1127
649,1404,1301,869,0,614,0,1134,609,705,949,358,0,157,703
650,513,339,207,173,0,2,486,47,240,150,331,0,0,344
651,4835,1775,2234,3704,1369,3522,5622,2059,2285,2922,3285,0,0,0
652,414,241,208,294,178,2,388,240,45,408,178,1,338,203
653,135,61,56,71,41,0,208,57,55,76,53,0,155,68
654,3759,1067,938,1255,0,1,2698,0,1042,1037,1228,0,4424,1064
655,1596,665,479,100,613,0,1800,678,683,125,801,0,946,1194
656,501,207,203,142,205,0,307,141,239,125,189,0,401,232
657,7793,2087,4188,3163,4698,4548,4870,2218,2371,3463,780,5722,4669,2633
658,0,274,354,0,246,0,524,170,247,183,237,0,0,185
659,131,0,56,66,73,0,177,62,57,64,63,0,190,0
660,4360,1173,1146,879,1217,0,2353,1020,1017,0,1057,6,3279,1084
661,1601,530,81,767,0,0,1588,1291,478,584,340,0,0,0
662,0,184,245,183,333,0,462,310,145,103,166,0,361,175
663,3358,0,3789,3249,3005,5076,3819,1886,0,2630,3773,7189,5022,2772
664,107,170,89,303,185,2,386,112,240,352,152,0,119,242
665,188,50,63,50,54,0,191,55,46,55,63,0,154,61
666,2948,0,1147,1179,950,7,2535,1048,1007,1121,1085,0,2366,0
667,1489,684,636,1212,384,0,2061,1293,736,182,40,0,1819,529
668,463,241,262,110,169,2,412,0,191,126,192,0,342,252
669,3471,1295,2922,2840,2684,8051,1278,1515,3067,2342,4247,8466,4929,2674
670,256,150,0,128,180,0,512,224,74,382,184,1,425,135
671,196,0,0,76,51,0,171,49,48,51,63,0,256,65
672,4297,1045,1166,1045,1323,6,3885,1102,924,1237,1075,6,3110,1027
673,0,884,573,1556,0,0,831,409,1085,628,210,0,1018,238
674,426,343,173,0,265,0,402,0,237,144,236,0,470,0
675,0,2703,2732,0,3882,6190,2916,2063,2217,2428,1998,6143,0,1083
676,537,237,298,196,72,0,404,198,222,235,225,3,287,230
677,105,52,52,61,0,0,189,54,57,65,71,0,153,48
678,3255,981,903,771,0,0,3032,1061,909,1050,1201,0,4223,1258
679,1334,485,322,1429,0,0,0,0,44,1668,1185,0,2491,354
680,569,116,156,0,403,0,413,121,122,149,274,4,0,228
681,6079,2255,0,0,0,0,4926,3111,1692,0,300,12847,3364,1767
682,0,231,209,203,140,0,508,64,232,109,127,2,404,268
683,175,51,57,0,63,0,227,64,44,67,78,0,151,67
684,4283,1063,821,711,1160,8,3620,1024,1140,1279,0,3,3268,862
685,958,219,836,542,289,0,326,1087,685,449,446,0,312,918
686,555,410,159,128,416,4,293,197,0,121,229,5,496,189
687,3182,2986,2697,3054,3579,6212,2588,3114,0,2988,2178,6072,3946,2011
688,416,0,192,0,319,2,368,185,172,270,240,0,574,145
689,122,56,42,57,52,0,210,54,69,50,61,0,149,61
690,2082,1109,1318,851,1061,0,4192,1227,1067,707,1169,0,2538,1115
691,1934,0,648,458,0,0,0,1031,949,1372,448,0,0,1342
692,564,313,139,151,362,3,576,214,290,150,328,5,448,207
693,3485,3372,2751,0,4052,11746,2920,2475,2457,2985,3278,14864,2844,1622
694,346,179,295,327,70,0,451,169,341,394,0,0,200,195
695,164,53,53,67,54,0,175,58,70,63,63,0,149,52
696,2143,1081,1500,1005,774,0,4947,1168,1092,991,1172,8,4062,1019
697,1064,875,1030,1189,458,0,1269,581,434,527,623,0,966,1326
698,426,125,228,160,121,5,437,198,167,131,194,1,551,279
699,4517,1683,2798,3380,3912,10519,0,2165,0,3053,3435,8985,3518,1480
700,200,199,276,279,227,3,428,150,0,267,295,5,179,95
701,186,53,54,0,52,0,207,56,46,66,46,0,179,67
702,2230,1098,1278,744,1105,10,0,0,1021,1050,0,0,3866,1133
703,898,692,312,287,1213,0,891,856,175,757,430,0,2532,383
704,367,357,0,154,191,0,0,334,112,196,324,0,381,268
705,5445,1233,2280,2770,3207,7312,4898,0,3454,2526,3644,6183,5026,1346
706,494,160,221,90,110,0,417,172,329,329,0,1,273,164
707,0,50,59,75,48,0,164,55,54,58,78,0,172,61
708,2957,1140,1263,1038,1194,12,3787,1084,879,1132,1324,0,2427,981
709,1249,1496,0,1206,0,0,0,883,928,1066,0,0,0,358
710,465,287,288,130,266,0,502,235,152,155,142,5,420,119
711,3902,2315,3627,2961,3866,3390,4340,1843,0,3074,2576,14137,4148,2012
712,0,217,254,305,153,0,505,0,310,391,244,0,715,0
713,198,58,41,72,67,0,225,51,0,65,0,0,175,61
714,3831,1164,1019,1025,1048,5,3468,0,908,959,1207,1,5405,1020
715,511,0,368,105,0,0,356,273,828,809,640,0,865,427
716,450,140,295,165,346,0,501,237,0,79,262,1,505,318
717,3523,2144,4238,2695,2982,2562,3666,2375,2310,3102,1759,5862,3557,2697
718,326,247,250,124,270,0,36,185,204,0,0,0,268,241
719,174,55,58,69,50,0,172,47,0,43,68,0,168,54
720,4533,1002,1242,1127,935,0,1339,1220,863,1169,855,1,3457,1036
721,649,1074,341,1148,923,0,1535,0,449,834,556,0,0,692
722,0,0,0,0,78,0,547,178,196,0,228,0,489,125
723,1873,3654,2829,2348,2938,6461,4082,3124,3697,2579,2569,11122,0,1333
724,272,181,0,82,0,0,312,0,206,469,301,1,237,0
725,188,66,49,87,56,0,135,64,51,36,54,0,197,70
726,3291,1191,980,932,0,0,0,1054,1611,943,936,0,2053,1010
727,2082,1403,348,791,887,0,381,0,479,1790,163,0,1262,603
728,578,14,176,162,158,0,0,125,230,127,263,0,379,0
729,2366,2170,2974,3063,4062,8980,1527,1829,2603,2984,2989,2769,4011,853
730,681,186,118,0,172,2,537,241,266,0,139,0,291,120
731,154,47,65,59,34,0,141,58,53,67,71,0,0,53
732,3052,1103,985,782,0,2,2600,1065,0,1225,1106,0,3787,1024
733,1129,0,436,1164,803,0,2183,520,257,249,285,0,236,1049
734,476,270,244,126,148,3,412,242,181,185,0,0,480,65
735,4220,1957,3050,0,3899,0,4883,1449,2872,2905,0,0,5093,2776
736,0,150,302,260,0,0,504,193,218,82,270,0,505,153
737,191,62,45,74,71,0,0,0,34,54,53,0,0,57
738,2593,0,1100,1090,0,0,2992,1058,1029,955,1215,0,3642,1212
739,138,257,986,696,697,0,597,1182,421,833,471,0,324,888
740,0,142,171,0,0,0,507,342,257,110,244,1,360,170
741,4137,2449,2704,2829,3450,7719,2252,2736,0,2364,1714,5064,0,2120
742,424,202,187,584,198,1,505,222,267,154,202,0,192,361
743,165,47,68,51,62,0,161,0,53,57,43,0,150,54
744,2539,0,1339,1205,879,0,2685,1096,992,1201,1369,2,3983,1088
745,1684,950,726,16,852,0,1768,247,655,638,5,0,2768,1319
746,0,218,165,140,209,1,438,111,296,210,239,0,498,181
747,4218,4285,2783,2782,821,5009,0,1964,3070,3075,4270,1725,4861,3205
748,433,247,183,14,42,0,432,239,163,102,108,3,199,363
749,0,63,56,52,63,0,171,58,66,73,52,0,217,60
750,2668,1104,1018,1007,1142,8,3793,961,672,1162,1328,9,2902,1022
751,176,881,813,0,323,0,1990,385,645,446,916,0,0,1054
752,620,404,215,129,244,2,379,39,205,147,283,4,436,91
753,0,2098,2793,3053,3910,4997,3234,2660,2491,0,0,15566,2091,0
754,188,238,311,279,0,6,342,148,0,231,259,1,375,258
755,200,62,55,68,44,0,178,60,53,67,72,0,165,55
756,3922,1091,921,1334,1287,1,3062,901,983,1015,1397,5,3451,0
757,1731,38,201,0,70,0,0,229,0,808,248,0,769,312
758,593,309,160,117,157,3,462,160,189,214,0,0,498,139
759,2750,1948,2949,2982,1625,10856,2844,2755,3718,2651,2085,9367,0,2484
760,337,236,361,267,208,4,560,217,204,31,267,0,297,228
761,176,60,73,62,66,0,137,56,51,56,58,0,0,62
762,3390,1072,1019,1047,1246,4,2150,1002,771,1071,1203,0,3849,0
763,1140,0,724,1527,231,0,537,202,660,145,0,0,1681,0
764,609,189,250,149,167,0,443,295,255,147,190,2,447,0
765,5409,755,2648,2802,2547,12874,5146,1871,2908,2670,1969,5127,3619,1145
766,608,205,287,172,189,3,390,218,317,385,283,0,534,203
767,185,47,53,57,61,0,195,50,64,58,0,0,189,67
768,3841,1094,932,857,927,1,2403,0,643,975,1148,6,2396,0
769,686,1300,681,1672,791,0,987,40,363,0,352,0,1099,1279
770,580,232,206,181,327,0,566,0,0,141,408,1,0,0
771,1275,2409,1875,2408,3994,6596,1844,2555,3336,3067,0,2003,1942,3293
772,0,254,0,87,131,0,60,221,320,260,0,5,12,197
773,200,0,64,69,63,0,174,62,56,48,53,0,158,56
774,2445,0,1385,1481,1560,0,3462,0,974,0,1031,7,3361,995
775,1030,545,836,35,757,0,189,214,816,406,615,0,801,943
776,431,110,156,137,263,1,458,271,0,129,0,1,472,225
777,3388,2517,0,0,1734,8220,4147,1993,2857,0,3055,0,4978,1748
778,0,205,326,342,225,0,166,83,391,373,220,0,535,207
779,127,48,46,80,44,0,205,54,55,77,51,0,211,72
780,1564,1101,1062,848,0,0,3879,1085,1310,0,1001,3,3882,1087
781,1193,1023,646,1272,665,0,1267,0,718,1073,237,0,1043,0
782,333,0,222,196,0,3,441,0,215,194,143,0,420,205
783,5760,0,4120,3131,2385,7425,2445,1757,3675,0,1628,2651,5243,2654
784,375,278,370,104,250,1,375,0,188,167,222,0,548,0
785,182,53,76,57,0,0,239,44,55,70,56,0,131,64
786,3220,1132,854,1204,1474,0,0,0,1166,967,1273,0,4114,862
787,2221,1205,606,434,878,0,1029,0,0,812,192,0,2064,0
788,0,233,212,0,283,0,485,215,156,193,232,2,412,299
789,6521,1528,2164,2706,2653,7805,6073,1542,3076,0,2208,13604,4386,1043
790,0,0,221,77,167,0,0,193,76,269,215,6,429,0
791,162,53,44,56,69,0,156,50,61,90,43,0,146,63
792,3516,1104,1423,875,1248,5,2900,1146,851,1223,1171,0,3852,916
793,0,190,686,0,0,0,1274,327,689,1386,99,0,702,1021
794,451,78,251,132,0,3,497,83,72,0,107,0,474,82
795,3477,2637,2726,3094,0,6447,2472,3046,3768,2581,2657,0,2674,1988
796,514,206,221,0,253,3,654,241,270,27,0,2,368,231
797,227,62,47,0,55,0,194,0,37,51,45,0,0,61
798,3153,1113,1151,998,0,4,4124,1043,953,1083,1519,8,2314,865
799,801,450,668,0,791,0,456,1208,1204,1031,433,0,2087,688
800,514,173,150,0,298,2,485,62,115,0,245,3,548,209
801,3947,0,2978,2766,2433,0,2351,1481,2530,2550,1657,10207,505,2094
802,0,286,211,321,173,6,448,151,299,296,262,0,62,338
803,184,67,50,67,63,0,201,68,47,66,0,0,213,59
804,3070,1109,808,1275,1335,3,3200,1076,879,833,1198,7,3557,1174
805,1789,304,533,1516,317,0,70,542,1067,681,317,0,1268,184
806,430,207,236,90,159,2,345,296,177,224,306,5,488,105
807,3294,1789,3272,2768,1126,0,2688,1592,2477,2564,0,9042,3666,2754
808,351,180,232,126,190,0,0,193,218,258,85,7,92,282
809,199,0,60,65,68,0,180,51,53,56,84,0,145,0
810,3199,1107,1281,1142,1593,5,1196,1079,0,811,1023,0,2728,1245
811,0,1432,714,792,82,0,294,1225,248,1224,604,0,323,507
812,388,180,303,125,218,1,441,124,217,145,213,0,528,102
813,5395,2371,2770,2818,3302,8198,6682,2581,0,2059,2104,6235,2805,0
814,416,0,71,163,0,0,344,137,280,0,215,6,0,155
815,207,52,46,59,66,0,179,65,56,0,78,0,143,68
816,0,0,1053,966,1040,1,3393,1077,1150,875,1465,11,3530,1108
817,1121,929,405,354,216,0,1143,76,599,995,667,0,0,0
818,465,121,251,158,282,0,496,322,175,97,304,0,400,200
819,3725,2592,3189,0,4941,6581,0,2572,2654,3125,2339,10469,4732,2254
820,420,297,254,478,163,0,192,140,0,141,256,3,54,169
821,166,0,63,79,52,0,0,51,42,40,47,0,177,61
822,5165,1072,1287,863,0,9,2881,1003,1122,1136,915,0,3234,1079
823,1370,763,453,1098,258,0,635,572,647,866,727,0,0,0
824,0,206,115,109,250,0,561,196,158,137,158,0,474,290
825,2896,0,1968,2696,3860,7171,4587,2492,2599,2493,3439,10155,3118,2689
826,478,202,264,347,290,3,0,0,226,311,146,0,352,0
827,190,46,65,0,57,0,217,69,46,65,52,0,166,63
828,4279,988,1238,874,1189,6,0,848,1081,1092,1415,9,4077,1064
829,2097,426,551,293,196,0,958,525,757,693,129,0,691,822
830,413,259,247,0,300,0,541,204,101,156,187,0,589,342
831,4509,2372,2287,0,1596,16790,4524,2004,2248,2964,2954,8339,3636,2193
832,408,0,207,0,179,0,417,194,254,386,293,0,296,164
833,190,55,63,57,52,0,186,53,75,68,59,0,189,54
834,2102,1223,1210,1141,1353,0,3149,939,921,1444,908,6,3927,1064
835,1041,579,466,172,852,0,0,0,247,972,595,0,924,674
836,442,135,262,110,169,1,536,118,148,113,399,4,489,191
837,2161,0,2241,2925,3689,0,5086,1868,2347,2300,2670,9311,3867,2284
838,482,163,327,0,150,0,227,243,86,77,199,2,429,344
839,119,52,37,0,0,0,173,62,60,40,44,0,144,48
840,0,1111,817,1122,1235,3,4851,1078,817,1321,980,0,2994,1175
841,479,541,549,959,6,0,1020,1225,711,1256,501,0,1854,948
842,534,156,187,0,295,1,510,168,262,121,0,0,313,185
843,3492,2805,3194,0,3768,0,0,2302,2233,2887,3260,8611,5328,1984
844,608,0,241,222,104,0,494,139,0,224,268,0,288,157
845,164,59,62,65,0,0,159,56,58,60,0,0,162,62
846,2344,1068,847,1327,1074,9,2642,1173,1363,1063,1150,0,5094,926
847,1092,610,32,604,417,0,412,1292,0,0,577,0,750,444
848,575,190,280,155,259,2,380,0,189,170,433,2,387,224
849,911,2619,2094,3204,1482,34,5830,0,2757,2280,0,7767,0,2722
850,0,244,298,257,171,6,476,296,220,466,234,0,612,285
851,186,57,48,71,54,0,124,0,47,0,53,0,173,57
852,0,907,1008,431,939,0,3444,1154,1248,1187,1566,0,4520,1103
853,1832,478,562,126,0,0,2014,248,112,743,272,0,1318,1286
854,397,142,181,94,318,0,501,195,146,0,260,0,547,188
855,1203,2691,3107,2027,1985,1348,6316,3434,0,3110,1695,8097,6222,0
856,174,233,163,197,29,0,0,276,381,205,125,1,414,342
857,185,72,58,62,44,0,129,59,70,40,57,0,235,66
858,3395,1074,956,1203,845,6,3954,1020,0,569,1478,0,3006,987
859,0,958,0,1556,514,0,362,496,571,1363,584,0,1403,107
860,499,247,142,161,160,0,439,335,0,165,175,0,392,270
861,5392,1989,1577,2633,3416,7147,4990,3071,3008,2292,3432,8915,3008,3002
862,142,197,223,337,236,2,483,131,155,162,228,0,136,153
863,166,56,49,0,50,0,173,43,60,40,0,0,169,54
864,4549,0,1277,1331,0,12,1882,1126,1042,1253,984,4,3260,0
865,1115,240,323,736,372,0,609,1290,1009,90,363,0,1167,271
866,338,169,249,0,308,0,471,0,269,127,376,0,535,294
867,1292,1788,3243,2492,796,8926,7221,2382,0,3462,3127,0,4297,1294
868,0,136,240,0,210,0,443,198,144,215,168,3,283,111
869,191,54,70,61,44,0,141,58,40,77,0,0,0,54
870,3500,959,1171,1059,1099,2,579,1042,0,1147,1041,2,1201,1250
871,786,0,415,59,342,0,1157,0,555,801,596,0,2233,511
872,499,0,183,164,0,0,586,148,209,156,148,0,0,205
873,5401,2923,0,2437,4749,11058,5110,0,0,2506,2744,12364,3831,2861
874,114,280,186,355,0,4,281,328,93,45,13,1,340,343
875,159,56,56,51,63,0,132,58,58,71,61,0,0,47
876,2569,1113,1175,868,1065,0,0,908,1377,1095,1494,0,1374,913
877,475,1005,448,1090,656,0,1078,1006,0,360,132,0,694,963
878,438,209,300,135,208,5,559,175,0,137,221,2,454,221
879,2257,2574,0,2993,1789,2725,1557,2584,1903,2567,2756,6378,7332,1545
880,550,219,168,259,114,0,490,270,329,227,269,0,272,183
881,207,44,52,66,53,0,158,51,51,71,56,0,181,55
882,2974,1013,1319,0,1143,0,4081,1031,1035,886,1229,7,3654,1124
883,762,808,493,1685,363,0,157,812,696,936,443,0,1075,806
884,353,237,0,133,311,0,520,108,141,144,160,0,564,265
885,3657,1432,3189,2716,3963,10928,5208,3091,2798,2872,0,2814,3339,2615
886,315,226,358,80,138,0,350,0,247,383,209,5,182,144
887,120,60,47,0,0,0,159,55,74,70,66,0,153,65
888,4433,999,1095,1194,1457,11,2863,0,896,1383,1112,1,2826,1027
889,755,0,501,465,0,0,314,1215,342,253,267,0,0,922
890,553,351,186,166,271,0,546,209,144,140,101,0,360,331
891,2092,2399,2381,0,3768,3977,2702,1489,2350,3305,2323,4992,5338,3497
892,395,282,0,552,42,3,496,43,117,273,192,0,304,171
893,162,62,67,0,47,0,208,56,63,58,63,0,0,57
894,2795,1035,909,1352,1162,0,0,1208,1125,830,1440,8,2778,1134
895,642,103,619,1044,747,0,0,219,669,982,727,0,693,0
896,0,79,303,181,239,1,0,50,287,146,168,1,431,410
897,2704,2851,2191,2484,2941,7365,4872,2277,2381,2198,3051,6224,4267,3783
898,611,162,295,0,105,3,230,226,297,140,209,0,448,188
899,183,58,66,54,0,0,232,58,48,55,0,0,135,60
900,2838,1235,629,1003,1542,7,2508,983,1255,1152,1208,2,3441,1048
901,1594,1653,197,1118,543,0,767,60,855,350,579,0,429,450
902,441,111,207,128,150,0,388,312,301,147,113,2,450,66
903,2514,1363,2433,2889,3158,4404,2675,2518,0,2460,1358,9308,5149,2105
904,356,162,81,326,115,2,391,155,163,0,188,0,395,179
905,112,56,42,50,62,0,200,61,0,0,45,0,126,68
906,4488,1085,1203,875,0,0,3350,1143,1405,1232,1309,0,0,1022
907,1067,385,246,1977,299,0,480,0,607,1293,513,0,0,495
908,492,167,297,102,128,1,387,187,75,143,283,0,519,126
909,5557,1890,1599,3362,3358,9967,4236,1336,3105,2525,3524,0,2985,1814
910,81,201,146,113,244,0,280,152,318,175,89,0,328,180
911,177,56,0,64,56,0,189,42,50,66,56,0,0,64
912,1990,0,579,1000,1075,9,2428,1096,1170,766,0,11,5167,1185
913,0,0,401,139,450,0,877,0,627,852,349,0,72,332
914,0,0,235,89,92,0,454,221,142,97,171,2,468,0
915,4386,2382,0,3107,3294,7023,4512,1122,2574,2870,2621,6639,1441,2684
916,521,209,199,342,162,4,373,345,255,211,208,1,442,204
917,192,41,45,69,45,0,153,51,57,59,71,0,196,0
918,1653,0,998,0,1270,3,2597,941,1101,665,1138,9,3588,928
919,1189,1834,766,721,636,0,1020,651,507,1215,81,0,1993,157
920,480,73,173,197,52,2,605,96,168,154,96,2,579,320
921,3450,3198,3493,2800,2747,4892,2947,2764,2648,2264,2668,0,4965,1507
922,335,122,356,373,72,0,171,146,0,306,122,0,470,268
923,185,57,67,58,58,0,190,55,49,57,72,0,231,64
924,3526,1113,1260,1131,1469,0,3215,1000,918,879,1012,4,3764,1053
925,1265,0,866,313,689,0,2291,591,403,823,0,0,114,0
926,315,145,237,185,125,2,364,205,0,158,0,0,0,182
927,1402,0,3038,2474,1524,10178,3929,2968,2953,2396,4664,0,3379,2508
928,190,0,246,301,220,0,462,181,340,169,230,2,228,165
929,175,46,57,0,58,0,213,62,71,0,56,0,0,46
930,1925,1029,612,961,845,0,2801,1104,1027,1087,0,9,3817,1099
931,1469,0,692,290,516,0,1611,1335,812,1268,0,0,1727,0
932,401,0,153,117,253,0,505,286,361,0,125,1,439,383
933,4729,1845,0,3296,3801,0,4893,0,2752,2783,3294,16588,0,3195
934,630,269,107,91,121,2,439,263,107,208,223,0,361,237
935,146,0,0,0,0,0,165,57,54,67,64,0,200,52
936,2672,1198,0,1149,1157,0,0,961,1357,1030,1602,0,3213,995
937,1546,471,507,17,443,0,96,531,549,550,293,0,0,848
938,514,72,136,152,228,5,475,171,227,134,407,2,525,173
939,6253,1890,0,0,4258,4450,5055,1985,2628,2645,2963,3997,4574,1486
940,303,324,233,101,98,0,400,216,0,49,152,0,316,81
941,185,44,34,61,59,0,161,47,59,55,0,0,0,63
942,2801,1172,1592,1107,0,14,1852,1042,1142,875,1415,8,3343,1026
943,0,306,843,588,540,0,1492,0,501,0,670,0,1332,918
944,550,0,0,166,293,1,457,140,247,128,176,2,474,0
945,6093,526,1583,0,3506,3233,3608,0,3022,2952,0,6077,7180,1298
946,433,0,240,240,293,0,235,261,208,0,168,2,431,259
947,232,61,0,71,59,0,194,62,48,61,61,0,185,59
948,3268,1209,0,1295,1148,13,2590,1097,1034,1150,1213,0,3788,1028
949,418,704,0,0,624,0,0,0,735,502,314,0,1012,740
950,350,254,0,139,367,3,459,261,244,148,241,1,434,102
951,5734,1705,3204,1813,1572,6700,3026,2455,3752,3197,1452,6590,4103,2882
952,289,150,349,435,164,0,248,23,320,49,175,0,261,268
953,201,74,53,0,50,0,166,53,66,60,69,0,145,0
954,3096,1003,0,856,1405,2,3346,1053,0,966,1280,0,3830,1056
955,779,1475,558,337,464,0,1248,448,611,1159,344,0,80,538
956,340,48,164,140,243,3,0,164,120,95,88,4,418,167
957,0,2084,2346,2782,2046,7889,3641,2533,0,2864,898,0,0,2361
958,593,286,310,17,85,4,0,105,209,0,68,5,283,223
959,177,55,62,54,63,0,192,54,37,68,0,0,0,59
960,4160,996,909,1083,1368,0,3999,0,1015,1126,1263,9,3740,1167
961,653,0,297,777,412,0,1969,156,288,152,456,0,0,294
962,467,184,278,112,200,2,447,144,191,158,83,0,0,0
963,4584,0,2675,3081,1778,2270,4401,2296,2806,3066,3706,10174,4516,1101
964,321,228,0,335,133,1,329,241,98,31,245,0,497,186
965,179,55,0,65,44,0,181,47,38,67,56,0,212,71
966,2391,1028,767,1202,1243,3,4104,1080,1403,770,1148,0,4865,0
967,0,424,340,1294,797,0,971,6,309,474,372,0,2252,567
968,471,225,210,168,132,1,350,84,130,100,151,0,369,262
969,3627,2441,1785,2742,2235,5624,2292,3173,2726,2513,292,5742,3747,2436
970,346,172,259,82,207,0,354,159,194,220,271,0,347,215
971,154,62,52,63,75,0,180,55,65,70,58,0,209,51
972,2788,1143,1320,1090,1028,2,4078,1042,1305,0,1090,0,2659,1018
973,2298,0,394,147,272,0,2623,389,320,0,0,0,618,1024
974,466,319,47,0,200,0,417,119,114,131,244,0,442,111
975,3673,3093,2741,0,2688,4754,5881,2569,2579,0,3334,0,3443,1588
976,0,0,363,29,11,2,263,263,188,138,224,0,327,157
977,201,65,52,65,56,0,154,52,0,59,55,0,0,45
978,4549,1051,1054,668,1091,0,2792,1078,931,758,1325,3,1958,0
979,1581,489,346,0,0,0,1757,463,232,1677,28,0,1585,1080
980,542,179,172,142,250,5,498,73,222,165,7,0,496,261
981,7682,2288,1862,2971,3418,8195,5133,2003,2282,3085,3188,8179,4209,1964
982,239,305,295,285,110,2,198,250,146,347,95,4,408,303
983,139,59,69,54,69,0,209,56,67,62,57,0,183,52
984,4058,0,1244,1334,955,13,2495,1046,886,1097,1178,1,4135,962
985,589,440,338,34,517,0,952,395,353,206,297,0,1110,206
986,538,158,227,98,311,0,588,272,266,153,326,2,420,41
987,0,2063,2415,2835,1010,0,4858,1948,3237,2855,2583,4269,4712,2496
988,338,0,300,116,147,1,377,274,245,529,19,1,227,154
989,168,45,54,78,54,0,207,60,46,64,60,0,201,66
990,2045,1072,929,913,1147,0,4293,994,1059,1126,1645,0,3746,1041
991,1081,574,629,10,585,0,821,1069,701,1094,147,0,195,1120
