N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
580,250,238,295,146,146,3,468,328,272,39,201,0,586,162
581,184,61,39,48,58,0,174,53,59,51,63,0,198,61
582,2246,1081,745,1134,1284,16,0,872,1175,1078,0,0,3859,1114
583,1928,493,77,763,0,0,859,813,732,0,376,0,1645,318
584,476,25,281,174,0,1,458,196,229,157,272,2,498,125
585,5412,1926,2799,2483,1888,9331,4045,2026,0,2725,0,15672,3196,0
586,508,213,234,99,246,0,372,219,99,0,282,4,137,176
587,161,60,0,65,63,0,133,60,49,0,51,0,220,68
588,1516,1167,1019,1218,1261,9,0,987,0,1241,1082,0,0,929
589,1950,330,361,810,768,0,241,1057,213,712,687,0,1049,676
590,446,185,249,161,300,2,454,0,310,111,490,0,459,123
591,5290,2235,2455,2918,3949,2889,0,0,3591,2766,0,9711,3909,2134
592,209,300,235,98,199,0,292,192,363,543,177,0,262,217
593,154,59,37,54,0,0,171,61,47,44,63,0,0,55
594,1817,1066,1019,788,1123,5,3181,1119,1336,1132,1051,0,2839,1146
595,190,253,924,0,0,0,1214,327,581,0,608,0,680,1049
596,543,298,267,133,148,0,510,164,265,135,0,0,517,131
597,0,2716,3006,2625,5169,4649,7389,1523,1794,2938,3181,7605,5633,1857
598,308,216,209,0,0,0,120,335,124,208,260,0,168,189
599,182,0,48,47,61,0,165,60,37,62,54,0,184,44
600,3693,1033,1045,1168,750,0,0,1206,1156,1430,1085,13,3613,0
601,1701,863,436,1506,420,0,0,413,729,479,676,0,0,1528
602,508,133,288,163,147,2,0,0,257,150,159,3,411,204
603,3105,2098,3033,3122,4059,6572,123,1915,3416,2796,2556,6325,5275,1919
604,532,207,242,99,340,0,66,390,153,219,36,0,175,0
605,154,65,40,68,55,0,136,0,42,80,52,0,0,61
606,1938,978,1125,1290,1031,10,3448,963,1093,0,1164,0,3719,1100
607,1492,669,0,713,111,0,2314,773,652,67,549,0,0,1305
608,499,329,225,100,236,0,0,303,270,165,127,2,461,313
609,6245,2298,3162,3220,1925,8375,4345,2133,3454,2737,4637,10086,4195,0
610,334,190,0,429,269,0,358,250,399,0,98,0,257,209
611,0,61,54,47,47,0,200,47,52,50,59,0,0,56
612,4400,985,915,1127,1242,2,4778,0,950,952,1237,1,3783,992
613,521,1107,472,645,458,0,734,156,440,633,667,0,0,345
614,543,229,146,175,70,0,488,94,219,183,266,3,455,311
615,4451,2460,3255,3079,0,1300,7648,2209,2031,2418,1083,10357,4170,2852
616,413,154,0,218,199,3,437,157,267,0,263,0,417,0
617,222,54,39,73,61,0,143,58,73,57,64,0,180,50
618,2490,1109,984,0,781,0,3046,1060,1105,815,0,0,3277,1205
619,1449,77,608,455,56,0,1049,961,502,394,0,0,1197,1
620,462,178,294,144,47,0,502,49,180,0,283,1,354,51
621,4356,2010,3446,2337,3389,5583,4274,1232,2407,2710,4238,3801,5949,998
622,376,247,194,376,223,1,300,0,132,136,169,0,12,175
623,0,62,62,65,55,0,169,54,66,0,48,0,199,0
624,3433,1045,821,1315,1308,5,2518,1094,0,1059,954,7,3184,1200
625,2109,581,1050,0,1102,0,1762,588,660,0,406,0,2109,0
626,453,166,281,0,285,0,458,203,189,156,230,0,515,0
627,5698,3038,2016,2678,1881,9516,3982,1507,3373,2327,2047,9139,4602,2962
628,294,0,371,0,243,1,442,64,320,210,331,3,464,197
629,207,62,26,0,43,0,161,48,64,76,58,0,186,56
630,3759,999,1239,1133,708,4,2983,1077,974,941,0,0,2963,1116
631,518,490,0,939,781,0,0,124,854,1113,1198,0,0,693
632,446,302,157,0,118,1,428,117,227,137,0,3,458,200
633,2273,2507,3067,2533,2527,7591,4905,2955,2629,0,1759,5363,2491,1800
634,422,263,217,152,232,1,495,346,234,0,0,0,97,313
635,220,72,43,67,64,0,177,70,50,53,44,0,129,51
636,4192,1132,1203,1302,1140,0,4112,1120,1059,0,1347,3,3690,1046
637,1474,0,592,1209,406,0,1388,218,812,819,156,0,627,974
638,351,234,67,127,103,0,535,0,0,152,311,3,0,369
639,0,0,1587,2923,1995,7226,4787,0,3487,3207,3169,6381,2879,1413
640,443,276,170,37,332,0,408,340,261,477,0,3,207,191
641,192,63,44,60,63,0,139,66,58,0,50,0,148,69
642,1484,1085,654,1109,931,4,3912,1147,907,1239,1120,7,1474,1075
643,0,429,341,73,327,0,1629,878,617,829,0,0,409,1057
644,413,82,146,146,277,1,395,162,177,204,153,3,374,352
645,2849,2320,2697,2819,1882,4993,1833,1455,0,2194,3703,5339,4334,1453
646,260,294,57,76,67,0,172,0,0,230,123,0,284,244
647,144,59,55,62,50,0,167,64,57,68,47,0,218,51
648,3183,888,1257,1082,930,0,3077,1080,0,1020,1079,3,2729,939
649,0,27,854,671,713,0,2079,272,341,773,288,0,1201,469
650,431,0,205,139,242,3,510,209,222,127,340,0,483,56
651,4601,1973,3661,2921,1611,4302,0,0,2297,2342,1437,4026,2812,1868
652,193,248,279,261,141,1,400,207,139,235,0,0,134,196
653,196,0,60,52,55,0,99,65,0,55,28,0,166,58
654,3568,1027,866,1063,897,0,0,1117,0,791,1218,3,0,0
655,1103,405,854,534,0,0,53,822,798,310,299,0,1239,814
656,467,310,164,183,172,2,462,236,84,145,228,0,563,0
657,4490,1610,3456,3046,3714,8188,3406,2479,2186,2396,3303,3685,803,1654
658,391,317,156,251,193,2,264,232,259,147,0,1,458,137
659,211,66,54,0,60,0,191,51,38,68,52,0,0,60
660,4541,892,1401,964,1156,0,2688,0,966,937,1038,0,0,1157
661,352,1744,0,1200,646,0,0,896,1072,101,566,0,1056,957
662,462,130,264,175,208,1,484,59,215,0,192,0,434,116
663,2039,2728,3403,2157,3553,6063,3362,2567,2332,1911,4568,5523,0,3113
664,152,74,366,208,188,0,390,379,218,0,0,4,391,0
665,191,60,0,53,69,0,0,57,0,58,0,0,198,41
666,4621,1095,1185,910,1580,15,3001,1185,1137,1170,1266,0,4022,1091
667,2155,451,940,104,785,0,2335,1338,298,216,623,0,1649,0
668,439,0,185,194,310,4,478,230,0,0,276,0,539,66
669,3115,2907,3022,3222,0,5119,0,766,2415,3012,0,8092,3333,2620
670,348,159,165,6,38,0,247,126,111,0,0,1,145,0
671,187,58,60,73,0,0,171,70,49,67,59,0,180,57
672,4442,1050,1017,997,1043,2,3596,980,0,995,1244,1,3352,0
673,2477,0,0,365,334,0,392,1090,949,0,183,0,1589,385
674,497,331,202,158,241,0,472,163,152,0,52,1,0,189
675,3146,3963,1966,2661,3379,4193,4493,0,2903,0,2998,0,3002,2046
676,441,208,71,133,147,0,523,223,242,0,205,0,432,268
677,179,61,35,62,47,0,203,50,64,79,0,0,152,66
678,0,0,1282,1566,1176,5,3210,914,1150,971,1216,2,2809,0
679,0,682,571,533,955,0,881,1160,0,822,1067,0,0,751
680,476,180,200,0,307,0,416,132,218,132,152,0,552,205
681,5251,2085,2168,2545,0,0,6968,2982,3563,3216,3019,7401,3986,2806
682,484,169,287,176,190,3,197,295,234,255,31,1,150,197
683,0,56,54,74,85,0,0,0,57,0,61,0,98,57
684,3457,935,973,808,1082,0,3656,1057,0,1236,1239,0,3443,1179
685,0,219,0,679,109,0,1885,249,0,0,104,0,1014,369
686,473,0,290,165,248,0,468,134,148,132,154,0,480,199
687,0,0,2933,3144,2060,1192,0,2827,2177,2314,4074,8610,3851,2010
688,386,238,186,139,297,0,543,198,0,205,84,2,435,188
689,187,63,56,73,59,0,151,51,59,57,39,0,135,0
690,3362,1103,852,1047,1235,7,2173,973,769,889,1384,6,2865,1125
691,304,110,269,0,895,0,654,0,636,416,153,0,1262,306
692,390,0,236,90,109,2,550,143,0,164,304,2,405,244
693,3673,1673,0,2480,1576,4181,3602,1649,3231,2771,2277,0,4992,2745
694,198,96,0,532,234,0,0,0,164,178,244,4,267,126
695,156,64,47,70,54,0,201,52,46,45,62,0,184,66
696,3480,1050,969,990,1112,0,2638,1232,957,599,1219,2,3153,1007
697,1225,938,556,539,0,0,313,261,495,0,616,0,1024,704
698,487,71,242,174,0,0,467,223,180,156,293,4,255,120
699,953,3032,2833,2736,3684,0,0,0,2115,2844,1508,8058,2133,0
700,341,290,265,0,227,4,368,326,280,260,107,1,244,0
701,0,54,58,0,67,0,226,60,49,0,54,0,153,0
702,4034,990,1007,771,0,4,3497,1043,1144,1107,1250,0,2488,1192
703,573,484,251,605,0,0,1316,718,659,1080,400,0,529,798
704,0,121,179,147,186,0,499,184,37,0,324,0,414,415
705,3549,2254,0,3516,2235,3470,4134,1946,0,2584,1842,9793,3952,0
706,322,207,170,290,188,0,288,239,0,161,218,0,0,179
707,219,58,43,0,54,0,228,49,47,55,62,0,221,71
708,2784,1127,1438,1159,0,9,3704,0,1192,1020,868,0,1965,1076
709,2468,411,0,1049,637,0,54,622,527,775,596,0,1461,350
710,478,210,203,105,267,2,448,357,229,129,0,1,455,288
711,4728,2155,2472,2686,2129,0,5690,3265,2284,2706,0,7050,3437,1496
712,465,212,241,237,180,0,503,196,265,187,211,3,172,356
713,161,50,62,53,71,0,231,70,35,60,42,0,180,57
714,3230,1039,834,0,989,1,0,1028,0,1172,1515,4,2202,964
715,2351,781,354,978,259,0,597,1347,919,337,619,0,0,345
716,456,0,192,166,432,0,537,318,254,136,365,0,406,438
717,3148,1910,2445,2999,3420,8993,4291,2304,3399,2879,5083,7495,0,0
718,245,0,265,422,96,0,385,196,295,225,290,1,419,312
719,173,52,0,77,67,0,162,54,61,65,42,0,196,64
720,3870,1069,1011,937,1077,5,2769,949,0,687,1394,3,0,1009
721,430,387,439,0,107,0,0,1071,0,936,623,0,925,183
722,443,133,117,140,272,0,508,72,230,150,294,3,518,220
723,1772,2107,1956,2294,3487,8322,5162,1703,2340,2849,2827,8852,5533,1836
724,302,248,252,464,7,3,424,91,145,151,131,0,0,303
725,186,61,64,63,52,0,173,71,39,53,77,0,215,66
726,0,1168,548,1211,1226,17,2719,1201,1091,840,1368,0,3581,1048
727,0,377,694,374,414,0,496,723,0,1049,932,0,901,575
728,489,330,188,169,326,1,425,133,110,132,108,0,547,159
729,3008,2711,3258,2562,3427,7207,4462,1235,2322,2423,2869,6075,5884,3068
730,166,281,352,126,210,0,159,99,190,137,120,1,285,392
731,228,47,44,70,62,0,187,56,31,40,0,0,195,62
732,2951,869,1032,1056,1332,0,4234,1123,0,850,1127,0,0,0
733,1878,752,475,0,123,0,1786,811,650,1118,783,0,1189,0
734,459,292,225,168,409,0,490,337,0,116,226,0,433,161
735,5576,1698,3551,2039,2998,7100,5501,2446,2236,2398,3713,5332,5770,2601
736,177,374,292,258,40,5,142,155,152,0,136,2,28,64
737,0,59,46,0,63,0,153,63,48,40,0,0,120,57
738,2503,1064,0,910,1369,9,2547,1162,983,1232,1291,15,0,1147
739,0,1048,587,1336,567,0,1466,1155,910,0,343,0,1721,0
740,0,0,244,187,167,0,495,7,302,159,126,0,580,213
741,3989,2270,0,2698,2984,11624,5879,1892,2490,2410,4001,5138,2033,2931
742,125,106,167,161,222,0,255,227,262,0,0,2,402,147
743,187,44,73,74,61,0,208,62,58,0,49,0,208,54
744,3320,1036,893,538,1156,0,2763,1132,1155,0,1051,5,3673,938
745,1505,570,660,803,557,0,2289,726,602,298,491,0,42,663
746,404,255,121,114,492,0,406,254,241,179,177,4,463,148
747,0,1030,2288,2629,917,5402,2889,2068,3090,2605,1927,4544,8194,1317
748,185,169,239,408,163,1,384,162,173,577,200,1,352,189
749,185,0,41,54,52,0,181,0,0,72,54,0,178,62
750,3767,942,1152,986,1170,0,4506,1081,1015,0,1098,9,2736,1100
751,1603,1031,696,28,43,0,0,713,1034,928,179,0,480,272
752,478,276,244,143,242,0,346,129,191,0,70,5,517,196
753,0,1993,2543,2601,2089,9120,4497,3115,3132,3123,2519,0,5644,1838
754,393,130,264,38,113,0,349,191,0,372,162,1,140,173
755,207,47,69,45,0,0,151,62,43,0,0,0,217,55
756,2597,1131,1209,1025,878,6,3214,1051,0,918,988,0,4285,0
757,1878,679,0,964,719,0,896,626,577,129,324,0,1411,731
758,483,163,176,159,402,1,423,146,167,140,274,0,418,171
759,4140,1413,2771,2504,3530,10498,3994,2791,3288,3075,2533,6691,4642,2177
760,659,374,389,0,185,0,241,146,177,322,0,6,182,197
761,111,52,65,77,50,0,201,56,52,60,51,0,196,63
762,4524,1163,1389,1198,1031,0,2533,1058,799,662,636,4,3378,1109
763,826,265,626,1034,779,0,914,993,39,1023,715,0,943,584
764,416,288,146,137,268,1,497,0,258,164,269,0,439,109
765,5610,1351,2632,2282,3001,3834,4029,2739,1630,0,2253,2778,3944,419
766,96,233,119,203,145,0,308,0,268,0,45,2,475,212
767,192,62,60,49,51,0,0,58,56,69,60,0,159,65
768,3814,992,1176,1336,1596,4,2540,0,1103,966,1437,4,2169,920
769,2124,920,544,547,1195,0,1513,638,0,0,140,0,305,182
770,465,186,88,96,340,1,420,258,186,196,190,0,380,130
771,4337,2438,2393,2870,2498,13663,3522,1266,2422,0,3996,1756,4146,3073
772,0,314,241,232,152,0,412,154,184,347,189,0,393,273
773,179,46,51,61,63,0,202,61,70,0,60,0,213,63
774,3117,1131,1063,701,1195,10,3192,1039,0,918,1461,10,1585,1049
775,38,527,924,801,641,0,0,1013,719,296,662,0,434,612
776,404,191,259,96,447,0,493,130,186,202,430,4,445,120
777,4029,3037,2392,2525,1236,4669,3798,2551,0,2906,4360,8312,4092,1648
778,133,151,0,313,245,1,279,196,310,229,178,0,428,254
779,156,57,56,60,52,0,165,58,52,61,46,0,193,65
780,0,1279,764,971,724,0,3197,1002,730,1019,1270,0,2561,0
781,938,673,42,1373,557,0,917,748,272,14,808,0,1964,580
782,449,39,149,159,105,0,522,103,116,122,84,0,467,258
783,3915,2379,3541,2503,3619,7099,2894,3125,2268,2521,2848,5923,2420,997
784,202,229,287,0,210,7,392,214,330,134,307,3,403,0
785,149,55,49,78,51,0,173,63,68,62,70,0,0,0
786,3241,1029,832,0,0,0,3247,1085,665,916,990,3,4521,1040
787,0,850,680,557,534,0,0,371,698,935,413,0,0,1236
788,557,197,88,187,283,0,429,293,205,144,90,1,390,124
789,3623,2221,3670,2520,2462,10574,4468,2850,2058,3076,2809,7486,2564,2795
790,439,251,346,0,141,1,566,199,321,377,282,1,405,205
791,209,61,59,0,61,0,216,60,28,54,65,0,107,52
792,4530,1149,1427,1145,1008,9,3255,1201,1061,1339,1291,7,3275,1022
793,1367,754,573,0,388,0,2825,664,1005,651,0,0,335,1202
794,547,122,172,138,387,2,509,86,123,166,166,1,519,297
795,3875,1278,2684,2916,2144,11613,5118,2255,2080,2849,2957,13035,6080,2778
796,295,74,153,245,193,0,0,0,375,165,146,4,0,170
797,137,68,42,0,36,0,192,68,56,51,49,0,160,50
798,0,1258,1138,748,997,0,3278,934,1302,1231,1275,0,2390,966
799,445,727,0,1167,480,0,369,278,692,856,178,0,1231,503
800,400,289,224,130,141,1,377,0,261,134,162,0,462,250
801,2841,1398,2455,2369,2160,0,4347,1794,2109,2798,2282,10827,0,2195
802,278,251,207,0,0,0,348,286,274,496,102,5,218,88
803,194,56,49,70,58,0,191,50,49,61,48,0,137,50
804,3551,1037,1070,925,1034,6,2871,1001,895,1130,1057,5,3949,1017
805,1312,829,506,589,651,0,0,541,601,572,0,0,231,309
806,395,0,141,189,287,0,414,190,331,99,0,1,507,197
807,3708,2753,2532,2845,2718,0,4858,1889,2633,2665,3814,7499,4695,2653
808,606,180,411,289,188,4,218,310,304,159,261,2,519,290
809,220,51,50,53,50,0,221,60,44,64,56,0,188,73
810,2505,1116,1160,988,1010,4,3700,1148,1721,976,0,3,4767,1066
811,1042,1599,0,0,350,0,841,1404,996,602,514,0,1365,453
812,510,235,238,146,329,1,422,199,131,164,15,1,387,59
813,6406,2613,3084,2783,2386,13681,0,754,0,2518,2548,7876,3877,3511
814,422,396,292,21,307,0,547,168,126,318,245,0,508,0
815,249,0,48,63,54,0,150,38,55,58,64,0,213,62
816,3933,1109,1262,1320,1417,11,4032,1111,1172,1000,1047,9,1650,1102
817,1560,1694,421,1221,336,0,1467,0,0,652,500,0,656,1183
818,455,0,291,140,376,0,397,221,80,147,336,0,531,241
819,5088,0,2705,2440,2218,542,1489,1986,3370,3458,2272,10462,5852,3316
820,189,195,233,240,90,0,165,310,261,403,173,6,296,331
821,210,60,0,72,66,0,151,65,59,56,64,0,114,0
822,2582,980,1236,1078,1052,8,3547,0,1408,0,1393,1,2781,1028
823,519,965,461,0,435,0,624,1155,585,330,352,0,1240,993
824,448,122,182,135,337,0,473,0,147,154,264,0,531,233
825,3930,0,2326,2861,0,8555,4410,1199,0,2799,3153,2644,3471,2045
826,0,73,216,131,217,5,395,263,367,475,179,0,485,66
827,168,54,37,76,61,0,152,53,74,70,46,0,142,48
828,0,1063,939,1053,1411,4,3156,1000,772,1029,1479,5,0,1102
829,0,961,372,35,0,0,2027,1333,1120,1687,897,0,2944,248
830,447,0,124,96,366,3,470,140,97,156,313,0,502,105
831,2114,1859,2195,2708,2049,0,4267,1447,2066,2528,3902,3952,5598,0
832,0,317,244,92,153,5,599,262,0,417,89,6,265,209
833,194,62,79,50,0,0,126,62,0,67,64,0,208,52
834,2876,1062,1227,0,1082,0,2674,924,1096,1065,1173,3,3279,1083
835,1088,347,464,1596,752,0,56,677,0,703,893,0,1632,912
836,424,0,227,0,254,2,471,189,96,161,149,2,0,175
837,5215,722,2614,0,3282,7583,4335,2066,3394,2523,160,4388,5018,1923
838,96,191,118,106,181,0,397,282,280,132,295,2,291,218
839,194,55,65,50,52,0,162,48,66,89,0,0,231,57
840,3817,1058,823,1208,998,6,1889,0,0,1208,774,2,2861,1095
841,1221,459,661,980,0,0,1948,573,503,0,0,0,759,281
842,423,321,109,144,313,3,0,250,154,185,324,1,541,202
843,4480,1516,0,2352,2572,8457,4776,2478,2289,2597,4287,9124,6125,2037
844,72,23,117,173,219,0,331,0,208,434,0,0,142,166
845,186,58,59,69,52,0,100,44,0,53,61,0,153,54
846,4179,1105,1069,1277,897,0,2471,992,1097,960,1082,8,3571,919
847,2428,584,532,0,775,0,1314,860,470,960,658,0,941,320
848,459,276,342,157,55,1,439,0,108,140,362,0,330,255
849,3809,2744,2072,2804,1766,13175,1701,1520,2313,2766,1924,6497,4899,2058
850,499,201,414,35,200,0,72,101,0,76,150,4,375,158
851,152,0,41,69,38,0,196,46,57,47,67,0,176,0
852,2999,1070,0,1051,0,7,3719,1077,0,1260,1119,2,2950,1194
853,0,643,770,1338,532,0,0,602,583,766,0,0,690,488
854,375,112,119,150,317,0,0,134,218,206,192,3,567,91
855,4259,2651,2641,0,2052,5717,1883,1407,3136,2805,2616,8243,4306,1927
856,508,182,207,99,100,3,367,0,178,343,300,0,0,221
857,251,59,0,64,47,0,144,66,71,48,63,0,156,57
858,0,952,928,896,1110,4,1975,1061,0,1055,1606,8,3795,903
859,495,541,721,1785,1303,0,208,803,0,468,517,0,1142,441
860,0,116,295,100,315,3,466,122,89,149,356,0,481,233
861,1902,2231,2264,2983,2608,9524,0,2101,3411,2990,3932,5634,4343,2052
862,336,170,124,132,178,0,153,105,181,169,235,0,465,0
863,0,62,0,48,49,0,207,51,79,51,72,0,188,70
864,2347,1205,1002,874,870,0,2799,910,1216,1141,1056,0,2887,1260
865,4,875,341,0,473,0,0,888,868,286,129,0,0,473
866,537,238,174,152,73,0,442,129,419,83,0,1,569,110
867,3416,2358,2600,2871,3493,8448,4689,2441,2976,0,2823,15532,4201,2685
868,108,198,312,0,0,4,263,365,174,0,176,0,138,253
869,169,43,42,53,39,0,195,70,65,66,50,0,162,54
870,3703,1013,868,1047,1268,1,4163,1219,914,871,0,0,1869,1044
871,235,1263,840,1129,250,0,1532,619,1152,95,722,0,1715,629
872,506,9,190,174,277,0,542,268,223,155,239,0,526,246
873,7456,3056,2862,2936,3352,6952,0,1832,1862,3075,3366,13877,5429,2350
874,433,206,196,367,84,4,301,248,322,169,176,0,357,271
875,182,50,62,68,54,0,138,55,36,86,0,0,121,53
876,3548,1074,1085,1082,1307,12,0,1032,959,753,941,11,3126,1109
877,538,0,724,246,812,0,1026,927,412,0,1009,0,1923,0
878,0,0,0,149,0,4,451,88,152,205,250,0,514,163
879,4099,2905,3941,0,0,7657,6366,1634,2315,2465,3238,11972,3877,0
880,56,410,299,165,226,0,761,209,244,44,205,0,0,183
881,194,61,42,73,0,0,132,0,51,53,54,0,196,47
882,2002,914,996,1056,1258,10,5402,1109,1045,1061,1060,0,2611,1114
883,1473,860,1169,294,406,0,830,0,769,1111,449,0,2310,937
884,0,180,0,87,299,1,555,66,221,135,382,1,274,291
885,2245,3143,1886,2191,1976,9352,1936,2182,2377,2700,2018,8993,1388,2917
886,232,0,0,38,267,0,241,300,275,199,208,4,327,185
887,157,60,59,60,66,0,0,51,59,63,73,0,169,53
888,4290,0,838,702,983,8,4231,1052,885,1273,942,0,2339,1100
889,989,1381,219,1226,182,0,0,562,317,0,559,0,1172,307
890,509,0,245,219,307,1,437,238,158,0,159,2,373,195
891,4408,1688,3836,2725,3693,11622,3135,1690,2540,2888,1184,10735,7608,690
892,390,0,289,170,114,0,281,62,187,368,98,4,250,267
893,192,67,58,69,44,0,161,0,79,60,0,0,169,55
894,4118,1043,1055,1122,1017,7,3401,1136,710,955,1292,3,2815,1046
895,2329,820,534,1208,0,0,1006,322,818,715,569,0,1695,801
896,439,189,198,121,233,0,592,282,307,134,306,1,539,122
897,4780,1970,0,2452,3199,0,3923,2120,2274,2236,3033,0,0,0
898,593,41,238,0,347,2,163,239,339,213,263,0,527,327
899,119,53,49,79,53,0,139,68,50,50,53,0,189,67
900,2926,0,1129,905,1108,6,3333,1099,820,620,1168,0,3227,1255
901,2522,692,882,797,65,0,0,433,821,917,535,0,1270,199
902,370,117,200,153,84,1,432,228,124,142,0,0,493,40
903,0,2604,0,2329,0,3355,4923,1795,3333,3155,3329,5491,5604,0
904,401,258,200,409,127,0,239,158,84,110,250,0,368,173
905,0,61,0,71,56,0,192,68,65,65,47,0,204,66
906,3390,0,0,1134,1136,0,3651,0,1225,1116,0,5,3761,1029
907,1475,445,372,0,614,0,840,0,678,214,588,0,1241,578
908,524,153,226,138,389,2,469,216,351,172,343,3,413,178
909,4631,0,2539,2993,0,6068,3544,1247,2453,0,2883,3282,6295,1086
910,535,222,282,313,326,4,336,180,0,34,0,1,283,304
911,210,65,62,64,53,0,193,49,54,71,0,0,230,61
912,2964,1144,0,675,1026,3,3703,983,868,972,1557,2,3967,1111
913,2199,585,413,545,337,0,407,0,361,653,490,0,552,626
914,486,238,360,140,146,0,0,294,214,154,146,0,403,184
915,4241,0,2203,0,1945,11753,3897,894,2241,2260,3283,7691,3657,2641
916,551,188,0,27,125,0,443,259,152,319,209,2,306,187
917,141,54,52,62,48,0,200,52,44,76,0,0,195,44
918,3642,1101,1093,1079,857,0,3274,1128,940,837,1139,6,2429,1061
919,1107,1778,489,177,799,0,0,882,196,0,250,0,2364,0
920,421,83,248,0,291,4,595,222,178,129,264,4,528,171
921,1650,975,0,2753,2683,9814,0,2598,3478,2872,3080,10712,0,2250
922,369,276,251,231,206,2,114,200,217,199,0,2,468,347
923,194,51,56,76,55,0,183,67,45,66,48,0,216,56
924,3864,998,1244,775,970,9,3806,1053,1062,1006,0,7,3925,0
925,0,1102,599,1322,439,0,1967,285,769,351,0,0,0,580
926,457,164,59,0,96,2,341,191,176,0,164,0,0,74
927,2363,2640,1504,2215,2789,8212,2109,3101,3885,2446,2479,9457,6493,4039
928,247,202,59,93,158,0,35,250,267,271,165,2,121,212
929,159,60,52,0,45,0,0,50,53,0,56,0,202,56
930,2562,879,1108,1204,1380,0,3624,1228,1007,1043,1119,9,1910,957
931,0,1149,0,785,398,0,618,0,607,863,619,0,210,83
932,444,44,158,134,311,3,526,89,217,123,148,0,461,0
933,2782,0,2695,2371,2638,0,2583,1816,4069,3326,64,3020,5005,1672
934,0,101,229,104,161,1,412,262,0,0,192,0,418,89
935,177,59,72,69,69,0,167,50,62,62,77,0,157,51
936,0,1064,778,1096,1350,5,2351,0,940,0,1193,0,0,1049
937,2329,1344,0,24,488,0,0,832,713,0,418,0,1210,0
938,369,154,196,141,296,0,462,297,204,106,100,0,510,409
939,4573,2670,0,2494,1895,9153,2817,1981,3306,2715,0,12631,2093,3050
940,364,179,270,184,91,0,141,206,265,185,198,0,424,227
941,93,47,44,61,73,0,0,0,71,75,53,0,197,60
942,2961,1121,0,980,920,3,3825,1031,1088,933,0,0,4713,1050
943,0,233,611,0,488,0,1007,549,472,594,163,0,532,651
944,532,249,146,200,274,0,414,191,181,112,161,0,0,81
945,3636,2866,3302,3168,0,6956,2054,3106,2404,2274,1874,2020,0,1747
946,349,274,249,39,211,0,362,175,91,303,131,3,454,187
947,181,63,0,0,38,0,148,68,66,66,52,0,198,64
948,2767,1130,1388,817,1274,3,3703,1034,867,1192,1098,12,1886,1137
949,0,138,635,1020,333,0,793,0,436,1096,285,0,101,0
950,0,319,259,193,0,2,571,340,193,165,319,0,492,242
951,6484,2358,2151,2667,2374,7019,6110,1611,2607,2763,2160,4005,4448,2425
952,474,106,206,67,160,5,0,294,221,450,222,0,225,327
953,205,61,57,63,50,0,205,62,47,59,56,0,212,67
954,2670,1036,1240,1167,1435,8,2714,1057,1467,789,1421,11,3451,1084
955,909,295,270,769,612,0,0,748,271,0,398,0,2109,338
956,393,192,279,149,0,0,473,242,182,183,274,5,424,0
957,3754,1849,1739,2858,1312,9071,4137,912,3247,3180,2227,1957,5547,2825
958,271,189,300,258,63,0,344,134,0,572,198,0,477,285
959,177,51,44,67,64,0,179,59,46,62,60,0,260,59
960,2174,1005,995,0,1260,0,3148,1129,1216,974,1240,7,2140,0
961,1502,832,703,823,733,0,2399,465,805,515,514,0,1351,142
962,489,82,159,147,0,0,497,378,124,0,207,0,0,0
963,1812,2697,2650,2475,3973,4360,3836,0,3704,2884,4559,9592,3576,1884
964,0,150,0,341,321,0,411,198,207,399,188,0,474,162
965,153,0,59,66,0,0,153,66,59,56,51,0,215,63
966,4187,0,693,1101,1160,0,2784,1244,1075,1080,1197,2,4301,1188
967,417,403,707,225,601,0,1378,929,1027,526,0,0,769,372
968,350,198,241,122,234,4,553,159,144,113,225,3,463,0
969,4015,1936,0,2408,3145,10880,3221,2166,2343,2732,2149,4245,4495,0
970,453,223,210,184,317,0,218,302,374,0,184,0,227,266
971,0,0,55,61,52,0,204,56,54,0,55,0,145,0
972,3337,1163,800,885,814,8,3946,1012,1134,1000,1332,0,2942,1005
973,0,201,778,804,0,0,764,867,494,763,160,0,500,674
974,432,287,231,0,233,0,0,306,0,0,409,0,454,0
975,7052,948,3214,2607,2270,2150,4394,2097,0,0,2397,11884,0,770
976,260,216,242,468,0,3,439,300,125,0,108,4,0,148
977,178,65,43,0,51,0,168,54,40,64,66,0,193,59
978,3948,1020,908,882,1102,1,2019,1013,716,966,902,10,0,0
979,1528,667,659,919,474,0,0,1051,731,951,0,0,723,0
980,495,247,214,0,308,0,489,139,194,132,73,1,408,177
981,0,1015,2885,0,0,10629,0,1654,3039,2850,3953,9814,3054,3016
982,408,343,268,173,234,4,0,371,239,156,0,2,361,82
983,198,47,49,73,61,0,220,49,68,75,51,0,122,45
984,2819,1053,1026,793,1036,6,3265,1054,1101,1217,1028,3,0,957
985,2763,262,475,254,482,0,48,381,852,0,539,0,1244,0
986,361,186,203,184,171,0,452,225,118,128,311,0,436,207
987,2217,3068,2945,3315,4777,0,2694,2683,2697,2706,3559,5932,0,878
988,228,189,0,242,216,0,448,124,228,408,290,0,11,240
989,100,56,0,64,37,0,195,46,52,76,0,0,232,57
990,3256,1166,1004,1118,1122,0,3536,1124,1018,1091,1285,10,4064,1086
991,1355,0,156,1021,457,0,1363,0,602,1032,576,0,0,675
