N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
580,439,214,255,140,125,1,174,206,387,186,294,0,528,119
581,161,61,56,79,58,0,182,60,66,54,0,0,152,67
582,3008,1086,1413,1372,1078,0,3248,1073,739,1063,1584,5,3773,1079
583,245,403,673,736,0,0,1556,956,0,107,0,0,0,0
584,405,60,191,184,280,8,431,238,0,103,114,3,0,101
585,5301,1539,2015,3073,3906,0,0,2153,3291,3147,2456,7083,4150,2695
586,571,97,217,156,228,0,499,229,179,99,187,8,187,305
587,207,71,46,0,40,0,165,62,46,71,45,0,162,67
588,3724,0,943,1009,1132,0,3118,1137,1169,1229,1145,0,2841,0
589,1861,332,630,397,290,0,0,0,550,584,63,0,384,394
590,652,113,284,0,0,0,384,215,258,160,228,0,467,50
591,2999,2821,2900,0,4489,3665,2880,3078,2556,2386,1264,5441,5715,2289
592,359,314,349,0,206,4,308,326,252,109,159,4,191,0
593,197,53,68,58,45,0,172,63,48,56,61,0,182,56
594,3422,981,1142,651,1293,0,4640,907,908,613,1059,0,3267,986
595,1154,609,1004,1356,159,0,1292,417,855,1103,931,0,1297,627
596,479,161,295,153,180,0,460,330,217,0,222,1,536,156
597,7302,919,3614,3368,2681,4318,5222,1589,3382,2547,1895,11768,6328,2031
598,0,260,344,189,131,4,141,365,428,141,401,0,405,196
599,188,47,56,0,41,0,166,65,54,64,62,0,190,71
600,2495,1033,1385,738,1154,3,2168,1075,857,1004,1152,4,3810,1106
601,1570,489,367,1060,749,0,999,1155,512,1543,203,0,1482,448
602,410,190,234,107,231,1,488,0,201,146,221,0,496,358
603,0,0,2561,2439,1872,4009,4688,2964,3447,0,2388,0,4602,2018
604,640,232,173,236,217,0,516,193,399,0,277,0,170,228
605,177,55,50,59,45,0,191,50,54,71,54,0,171,61
606,2392,1266,852,1151,971,0,3099,1128,1087,1092,1267,0,3268,987
607,0,461,854,1160,439,0,1113,94,800,1260,0,0,2343,1398
608,458,0,167,148,292,1,402,199,0,171,298,3,405,185
609,5389,3207,3052,2827,2840,9350,5517,1809,3081,2751,5142,4564,2821,2626
610,291,226,178,22,32,0,251,0,141,353,187,0,640,220
611,168,57,0,63,67,0,178,53,0,62,48,0,179,0
612,2389,1073,1253,0,1099,5,1406,0,0,1093,1478,0,3600,897
613,1550,378,830,481,623,0,1981,68,0,522,303,0,1167,657
614,252,0,0,117,226,0,461,182,42,148,154,0,0,124
615,4019,1825,2845,2391,2911,5914,0,2953,3445,2993,1786,3062,2998,2717
616,0,294,364,623,57,0,140,153,382,238,183,3,0,220
617,170,57,49,60,65,0,200,67,65,64,55,0,165,65
618,2818,1018,883,564,1331,0,3206,1122,1092,0,1026,8,4203,966
619,1587,523,578,1018,803,0,2749,431,692,1316,309,0,776,1422
620,418,242,218,147,189,1,498,187,148,0,282,4,442,237
621,3734,886,2609,2785,0,6354,6339,0,3279,2985,3041,7233,0,2665
622,380,285,332,532,212,0,83,283,189,146,240,2,442,283
623,185,61,49,75,52,0,182,65,46,37,0,0,136,63
624,2742,1073,893,0,926,1,2856,0,813,617,1398,1,4055,1241
625,902,1270,1641,1216,671,0,407,413,813,140,707,0,313,113
626,445,199,197,137,270,0,481,105,142,149,277,1,480,220
627,2357,1301,2002,1989,2995,11382,6989,1930,2677,2225,2850,6105,2674,0
628,0,408,158,341,327,0,376,188,199,219,222,2,0,248
629,171,0,53,52,49,0,0,62,0,59,56,0,219,56
630,3079,0,1231,1193,0,0,2251,954,1252,1183,1136,8,3910,1158
631,2083,223,654,587,44,0,274,482,446,61,844,0,0,1271
632,411,184,62,134,338,0,0,248,169,147,194,3,463,151
633,2278,3609,2788,2730,1613,8508,4942,1407,0,3119,1349,8470,5226,0
634,318,0,0,161,213,2,513,105,426,182,0,0,474,251
635,0,59,47,61,48,0,109,63,67,65,59,0,0,56
636,0,1136,0,0,1406,11,2028,1164,901,1019,1194,1,2686,1193
637,0,1408,193,676,583,0,667,331,268,960,355,0,489,392
638,502,134,274,159,153,0,355,65,131,105,0,0,531,279
639,4450,2157,2814,0,3235,7663,3901,1382,4180,3436,0,2628,4012,2639
640,300,137,335,353,112,0,510,293,139,259,0,0,181,151
641,188,58,58,55,54,0,195,55,32,73,59,0,238,69
642,0,1029,931,669,983,6,1526,0,0,1009,0,0,2565,1108
643,0,0,791,0,603,0,0,609,705,789,0,0,1297,31
644,513,0,188,143,185,0,478,212,201,163,267,0,519,163
645,4147,0,2636,3034,2019,6128,0,2383,1958,0,0,4626,1809,2398
646,405,166,239,0,0,0,254,276,305,156,164,6,365,291
647,93,57,50,0,61,0,153,67,0,0,63,0,130,55
648,2789,931,1136,0,1117,0,4009,998,1315,1109,0,7,2279,0
649,746,1039,0,338,767,0,1030,0,437,0,549,0,2485,1024
650,421,178,187,115,288,0,476,265,185,88,264,2,503,237
651,3823,1409,3650,3027,0,5500,2120,2911,3288,3174,961,8843,3321,3672
652,483,290,0,331,228,5,0,264,323,129,298,1,350,185
653,168,60,0,71,60,0,221,0,44,0,61,0,137,50
654,2796,1070,955,941,0,0,3430,1100,923,1330,770,0,3906,992
655,293,363,800,681,602,0,2079,1998,1017,790,839,0,1440,259
656,468,197,215,167,0,3,529,74,245,197,373,1,523,86
657,4070,1967,2618,2983,2275,13489,5036,2414,3297,2996,0,2112,1695,1873
658,260,197,183,339,219,0,0,159,250,101,274,0,384,124
659,155,0,67,0,59,0,142,60,56,0,36,0,211,52
660,2765,1058,818,725,1000,0,2448,1118,0,811,1181,7,3776,970
661,0,306,373,863,0,0,833,0,729,646,386,0,686,1362
662,479,73,166,119,236,1,566,186,261,109,398,5,563,286
663,4214,0,2747,2655,3991,1048,6166,2217,3362,2433,1603,7583,4319,1654
664,304,235,106,299,298,1,541,217,303,254,183,0,460,312
665,199,72,76,76,55,0,168,51,0,78,47,0,132,60
666,3720,1138,1012,1079,1269,8,3815,1254,1188,629,1053,0,4090,1082
667,758,859,684,0,589,0,2469,356,648,727,0,0,0,496
668,496,181,0,181,0,5,444,156,8,150,171,1,426,133
669,3426,2267,2726,2520,4529,6121,3705,1336,2218,3227,4519,11131,3250,0
670,56,246,173,188,173,5,406,189,0,301,291,0,385,187
671,168,64,61,56,59,0,192,58,0,62,69,0,247,60
672,0,1194,1053,901,1006,6,3392,1103,1168,936,1147,0,2381,1045
673,1153,96,508,874,0,0,755,845,473,1652,31,0,752,433
674,500,136,55,122,248,0,0,31,182,130,229,1,503,192
675,2532,1777,2654,2826,2938,6768,3916,2701,1977,2577,3459,4515,3963,2693
676,280,0,355,32,304,6,154,235,509,266,0,1,0,148
677,175,53,54,54,56,0,0,52,65,58,54,0,204,0
678,2515,1204,838,1078,956,0,3778,932,1092,0,1605,0,2879,1014
679,900,0,611,0,472,0,1807,531,0,762,670,0,41,709
680,435,200,307,161,246,1,421,264,234,143,316,2,491,371
681,2183,1561,2562,2478,2386,3101,4242,1799,2176,3006,2348,5728,4533,3439
682,521,193,196,152,134,0,338,0,254,290,218,0,330,204
683,200,54,39,64,52,0,193,68,70,72,53,0,209,61
684,2663,1001,1141,879,1051,0,1979,0,1291,682,1052,10,1741,1015
685,900,598,673,993,0,0,438,535,295,536,670,0,584,1334
686,533,301,157,112,195,0,323,99,103,124,301,2,410,116
687,3779,1845,2523,3043,4468,4159,3491,876,2709,2602,3747,4682,3533,2363
688,283,32,261,88,172,0,200,293,151,178,142,3,305,134
689,165,0,35,68,44,0,208,57,0,54,66,0,186,65
690,3511,1145,1139,1294,816,2,4281,912,619,1046,1198,0,3021,966
691,928,0,556,890,226,0,761,0,678,1002,568,0,1464,945
692,0,175,205,137,143,1,459,356,246,188,288,0,495,118
693,1025,1879,2493,2228,4220,1685,1179,1828,3214,2154,2240,1213,0,2570
694,314,0,298,438,224,5,463,129,359,0,193,1,391,206
695,140,43,61,66,59,0,200,51,42,91,62,0,0,60
696,5320,1084,817,839,973,0,3150,1240,818,817,1093,0,4197,0
697,1765,14,913,1049,892,0,0,783,705,697,579,0,1492,625
698,403,2,223,126,0,0,404,220,163,189,225,3,0,0
699,4820,2819,3152,2941,2845,6852,4000,2932,2606,2673,2463,2542,0,518
700,392,0,332,343,190,0,0,95,271,108,130,1,280,184
701,203,62,66,73,0,0,210,61,60,48,66,0,183,54
702,3130,1065,820,1079,1323,10,2865,1072,1043,842,1279,0,0,1128
703,1744,716,760,1579,0,0,2325,590,586,817,608,0,916,345
704,469,78,203,155,316,0,557,257,162,125,121,0,396,0
705,5447,2385,2575,3162,2906,4763,2332,1963,2229,3037,0,6313,2446,1506
706,431,241,0,359,155,4,463,259,334,75,295,0,285,100
707,174,46,56,57,57,0,237,59,53,65,60,0,175,0
708,3310,1047,1427,975,1274,0,3460,971,854,986,1429,0,4310,1086
709,0,510,666,1048,469,0,2822,393,0,252,1220,0,553,630
710,528,108,0,0,193,3,348,1,144,91,278,0,0,182
711,4879,2191,3024,2873,2168,0,3738,2443,2444,3064,3432,0,4685,1190
712,415,174,358,143,267,0,225,155,156,336,205,6,404,264
713,193,56,62,54,41,0,199,66,48,60,34,0,169,56
714,2813,1006,1011,1199,1120,4,3264,0,1242,1162,1180,2,2059,1221
715,721,1172,613,507,610,0,0,663,685,1067,577,0,2010,0
716,520,0,296,161,390,3,449,149,174,156,215,2,393,121
717,4994,1547,3552,2632,1906,10800,0,3103,3177,2435,2588,1641,2346,2518
718,286,119,0,0,220,3,0,222,0,150,242,0,431,184
719,140,57,62,0,65,0,217,48,46,43,61,0,199,63
720,3266,0,1163,1246,0,1,3295,951,1306,1003,895,14,1693,1080
721,1249,781,358,84,0,0,0,76,0,1093,712,0,0,334
722,489,49,213,132,329,0,473,265,272,0,300,0,493,296
723,1221,1630,2817,2708,3808,10297,0,2766,3292,3134,2902,4839,5130,2512
724,559,183,0,281,139,3,180,388,241,0,244,2,0,218
725,156,62,44,72,58,0,0,66,0,74,46,0,156,45
726,3335,952,1025,0,0,1,2995,1006,885,865,1426,0,2989,1180
727,0,498,978,463,561,0,590,89,765,1278,0,0,0,1144
728,0,146,269,0,225,0,569,62,361,161,217,0,419,156
729,3534,2016,3954,3512,3839,8336,2550,1638,2296,3171,0,0,3877,3099
730,442,284,0,166,216,0,249,315,174,164,0,0,212,219
731,177,53,48,62,42,0,202,49,64,47,54,0,107,56
732,3098,1247,808,1062,1180,0,2815,0,893,816,1176,10,2637,1123
733,0,1343,948,409,563,0,1007,1006,524,859,766,0,806,0
734,520,267,262,128,92,4,513,87,131,0,234,0,380,172
735,5161,2885,1807,2995,2526,7075,4118,2216,2204,2793,3247,5219,5052,0
736,390,217,424,0,156,2,361,91,130,147,152,7,0,349
737,171,43,64,73,65,0,159,58,63,70,57,0,194,58
738,2483,952,0,982,1101,0,3534,1055,1545,0,1034,0,2911,1126
739,0,7,620,913,481,0,0,184,984,188,0,0,1135,240
740,467,138,222,0,79,0,551,161,0,159,246,2,495,73
741,3877,2201,3357,2929,2399,8108,2327,1412,1538,2837,5570,6023,2615,2716
742,368,0,41,306,229,7,477,182,52,447,212,1,425,257
743,149,54,36,71,0,0,201,0,36,66,52,0,144,65
744,3698,993,1410,1057,1265,0,4537,921,529,864,1141,7,1750,0
745,2023,364,802,1061,0,0,1399,86,0,597,0,0,0,363
746,358,65,210,132,299,4,443,164,207,131,430,2,449,212
747,6452,1933,2916,2852,2647,15076,3550,2953,2320,2966,1007,3966,2022,0
748,124,301,231,187,299,0,0,299,254,393,185,0,694,179
749,168,64,43,57,44,0,184,64,52,77,57,0,192,63
750,4401,1039,1246,1075,1335,1,3716,0,1273,1092,1124,11,2382,1144
751,0,936,954,1098,551,0,661,424,0,1558,423,0,1553,863
752,406,0,289,151,259,1,429,213,171,106,358,3,0,194
753,0,2969,3797,3114,0,13167,4208,1543,2066,2829,3980,6681,5092,1846
754,0,179,210,162,209,0,337,203,377,163,0,0,343,242
755,191,59,39,72,0,0,194,61,42,67,58,0,0,57
756,3982,1132,1419,919,1296,15,2975,1187,0,961,1134,0,2432,967
757,1102,251,657,0,0,0,1236,1473,0,1031,852,0,0,234
758,443,220,163,129,442,0,534,165,72,170,219,0,375,245
759,3005,3629,3210,2352,1691,0,2448,1279,2723,2675,3104,4994,0,0
760,0,202,148,207,268,3,0,209,380,280,114,6,258,0
761,169,58,0,55,72,0,143,49,36,0,41,0,151,0
762,4016,1037,713,940,1082,0,3364,1063,1096,1115,1511,0,1022,1100
763,1217,637,539,622,501,0,1292,991,0,306,0,0,893,349
764,395,372,192,201,220,0,548,0,158,163,154,0,388,77
765,5126,3315,2459,2998,2128,11299,4691,2787,2214,2830,2242,4088,3523,2736
766,284,342,226,0,231,0,506,351,0,229,266,0,597,224
767,165,0,82,0,56,0,182,65,62,75,64,0,217,55
768,1777,1155,1203,905,1133,0,4092,905,1590,1140,1112,6,3831,1123
769,0,8,277,950,434,0,1426,1208,0,0,1223,0,1771,0
770,528,191,156,0,172,0,468,70,242,92,345,0,458,183
771,5203,1031,0,2806,2438,8100,0,1858,2972,2848,2792,6626,4086,1446
772,466,166,210,149,332,4,0,186,202,223,260,1,296,0
773,190,63,51,60,64,0,219,61,43,74,61,0,0,57
774,3099,1236,1069,1057,1156,12,2692,1162,1128,1446,1042,0,4796,1144
775,971,0,581,665,405,0,972,0,804,761,767,0,1649,976
776,458,196,254,129,158,2,398,364,211,171,155,3,405,218
777,2476,2563,2987,3138,4120,8117,5782,3065,3698,1873,2497,0,2900,2410
778,426,120,416,139,189,0,337,0,330,381,103,2,436,232
779,155,56,0,60,61,0,227,60,40,64,58,0,125,62
780,3452,1142,1132,1414,1138,4,4866,1143,1085,1354,1361,8,2730,1093
781,193,395,931,1274,0,0,404,337,949,1869,653,0,559,0
782,612,323,116,160,258,0,405,177,121,154,486,0,427,275
783,3352,3588,2811,0,3466,4903,4380,1058,3011,2834,2844,2710,4949,2239
784,63,0,386,135,98,1,122,130,172,320,180,0,0,219
785,0,0,55,53,52,0,225,62,41,35,54,0,0,49
786,2765,1114,1083,672,1113,0,3731,977,1193,1134,1009,0,3536,1096
787,1699,231,372,1099,551,0,790,105,225,152,890,0,1370,617
788,515,319,127,125,284,0,497,218,188,134,275,1,538,217
789,1925,2857,2186,0,2312,7885,5494,2677,4109,2217,3004,6802,0,1819
790,326,269,84,165,207,10,424,338,290,289,262,2,474,316
791,183,61,67,83,65,0,204,64,65,68,66,0,151,55
792,3246,993,1298,1416,1454,0,2955,867,1198,1443,1009,13,2947,0
793,945,0,1219,221,583,0,2278,0,889,1188,471,0,1579,693
794,459,49,197,158,338,0,496,7,319,162,337,0,537,154
795,4745,2687,3702,3305,3793,9662,3890,2532,2138,3022,2862,6127,2999,3214
796,79,368,53,0,56,0,296,198,232,1,306,0,250,199
797,192,50,46,74,57,0,183,48,51,76,51,0,175,57
798,1739,1039,1280,855,1172,0,3520,1042,1008,821,1071,2,986,1050
799,560,327,406,1030,329,0,244,0,331,514,282,0,1820,984
800,495,289,289,185,444,1,339,337,290,191,269,3,475,315
801,4103,2208,1166,2948,2009,9751,4177,1201,3129,2965,316,9794,4059,2132
802,385,169,98,579,180,1,532,166,142,169,100,0,317,395
803,224,46,73,55,50,0,184,45,57,42,69,0,184,63
804,3722,919,1160,0,1300,0,2714,939,959,1003,1025,0,3664,1117
805,894,0,517,341,44,0,1539,0,770,820,478,0,921,0
806,465,0,101,177,266,0,444,217,215,172,294,1,382,123
807,3632,2736,1903,1825,2831,10903,5561,0,2670,2538,0,9733,4736,2214
808,377,0,294,441,122,1,388,0,169,70,290,0,225,13
809,201,0,72,68,51,0,213,67,60,0,59,0,144,0
810,4602,1033,948,647,1092,9,3248,0,1036,0,804,13,4082,1215
811,858,0,299,902,978,0,1568,672,0,1210,360,0,1139,624
812,476,295,180,95,113,3,482,232,229,0,153,5,496,109
813,5414,2709,2572,0,3141,13568,3984,2039,3989,3046,1569,5241,4342,2786
814,267,174,0,0,246,0,263,283,176,0,153,1,206,98
815,154,59,50,55,43,0,221,53,52,63,56,0,214,56
816,2591,1081,1000,993,1120,0,4037,0,920,1274,1219,0,3817,1096
817,0,1045,554,1768,52,0,1234,865,991,1169,603,0,1257,455
818,394,89,116,151,242,0,536,124,181,192,112,2,350,305
819,4257,1374,2602,2662,3099,5943,2987,1598,2207,3667,1692,2311,0,2507
820,454,313,254,219,230,3,347,241,349,183,0,0,213,62
821,122,44,0,56,64,0,154,72,55,50,59,0,184,59
822,0,1079,1220,1475,1370,6,3855,1135,968,0,1418,0,3241,1114
823,1640,587,711,508,862,0,1084,571,788,316,829,0,1101,294
824,380,414,230,171,142,0,397,0,0,141,298,3,486,67
825,4304,1751,2915,3005,1932,0,0,1215,0,2645,0,7627,3413,1164
826,23,254,360,6,206,4,0,272,287,0,243,5,644,204
827,0,59,28,64,51,0,136,60,44,50,49,0,159,62
828,1703,1128,1351,984,1184,2,2852,1018,0,627,845,7,2189,1181
829,1017,187,451,750,884,0,1181,969,413,822,254,0,1217,0
830,523,186,289,153,188,0,397,74,194,141,217,2,410,165
831,936,1824,2301,2716,954,4252,0,2217,2273,2563,0,11240,6249,1849
832,227,266,185,0,233,6,332,91,0,221,280,0,484,328
833,209,70,35,60,62,0,170,0,83,39,47,0,167,49
834,2503,995,1155,1356,1311,8,0,1066,714,1218,847,11,0,0
835,1146,487,483,0,669,0,287,0,831,0,0,0,531,585
836,552,64,200,166,230,1,578,231,331,118,271,0,460,107
837,4248,1309,1843,2883,2057,10498,5153,0,2288,2303,2455,6503,1335,2380
838,250,92,175,120,149,2,344,354,76,514,198,2,0,57
839,200,57,30,66,49,0,191,57,66,52,0,0,138,54
840,4582,0,1114,1230,931,4,4362,1178,987,1008,983,5,4309,1099
841,1136,755,62,0,333,0,2212,764,548,485,76,0,1216,1080
842,449,202,186,131,0,0,0,256,158,151,410,3,531,152
843,7667,0,2734,2837,3212,5723,557,2884,2403,2667,1690,9212,747,3014
844,258,164,227,197,197,6,499,174,226,149,29,0,225,206
845,164,55,46,69,66,0,171,0,60,84,42,0,173,52
846,2704,0,793,871,967,2,2947,975,1146,998,1019,5,0,1015
847,1779,428,899,1107,744,0,0,342,740,872,1013,0,787,47
848,448,0,166,152,192,0,402,166,217,0,30,0,407,287
849,4202,1805,0,2778,3658,4622,1515,1642,2848,3212,3498,0,2752,2459
850,354,0,259,0,0,0,360,321,87,205,301,5,269,20
851,150,58,53,55,41,0,172,57,48,60,0,0,140,56
852,2948,1079,1368,1238,0,11,3152,1171,849,829,1295,4,3325,952
853,668,259,188,0,0,0,1295,0,939,384,894,0,1741,189
854,476,225,178,174,323,4,429,0,201,130,93,0,369,144
855,4265,1722,2202,2977,3840,8670,3298,2198,2180,2338,0,5596,3062,884
856,0,179,236,215,77,0,602,384,333,373,218,2,479,216
857,196,63,54,74,56,0,211,51,51,49,53,0,127,53
858,3021,0,907,1053,1100,10,2855,930,902,1093,1293,2,2121,1031
859,1032,797,746,1231,609,0,1497,257,487,483,1082,0,0,228
860,414,319,244,0,104,0,409,282,157,134,224,0,568,139
861,3608,1778,2809,2421,4018,0,0,2037,3612,2491,655,7440,4875,2496
862,638,146,387,292,119,4,177,161,112,0,370,2,229,228
863,184,53,52,68,0,0,187,49,48,65,66,0,151,57
864,2435,958,1225,1132,1254,0,2881,1012,1281,1043,924,0,2546,1153
865,0,997,0,405,506,0,0,145,0,692,216,0,1512,0
866,389,456,0,116,295,3,515,184,89,150,314,0,0,160
867,2214,1082,3356,3032,2359,3707,4589,3543,2797,2965,0,1217,3701,2188
868,57,162,365,0,212,5,220,0,166,240,0,5,449,206
869,165,52,56,75,61,0,142,57,54,50,71,0,195,58
870,4586,1046,1019,789,1332,0,3853,976,844,1012,1388,0,1999,1077
871,1034,0,724,840,666,0,1497,0,1284,911,706,0,1673,664
872,543,251,0,115,119,2,457,33,215,118,135,0,490,69
873,2424,0,1553,3222,3276,6541,4821,1399,2827,2845,0,4061,6017,2591
874,213,107,298,240,0,1,344,195,159,92,67,1,277,72
875,181,52,62,63,51,0,188,65,43,59,70,0,207,60
876,3693,0,1271,998,829,5,4919,1046,1024,0,1409,0,3357,1051
877,1290,153,0,1418,462,0,0,950,628,768,677,0,1680,385
878,374,157,199,153,233,1,424,218,253,93,177,3,470,263
879,3903,2014,2837,3010,1507,10574,4157,1997,3293,2470,2262,5641,2893,2089
880,333,291,313,340,166,0,378,235,366,130,307,0,479,233
881,160,54,0,58,53,0,226,55,49,58,50,0,169,0
882,0,977,1259,897,1231,11,4267,1105,0,1092,1090,10,4676,0
883,1797,656,0,1607,257,0,0,961,811,299,507,0,785,762
884,449,24,190,169,82,0,399,306,205,169,247,1,512,94
885,5797,0,2521,3180,880,8993,3804,2115,1683,2675,3737,11046,6436,2034
886,438,273,284,379,128,0,273,0,178,0,245,3,284,278
887,0,57,0,79,57,0,140,43,53,56,70,0,0,53
888,2085,1243,853,871,907,0,4267,1094,748,1098,1158,5,0,1167
889,0,1200,0,0,164,0,685,0,660,1184,748,0,0,1270
890,401,268,232,135,284,1,522,0,207,162,226,0,567,194
891,2520,2466,2608,3555,1223,9757,5417,1674,2825,2419,2504,7342,3989,2397
892,369,0,247,227,136,0,236,150,63,291,135,2,258,172
893,117,61,57,67,62,0,195,49,51,66,53,0,173,0
894,2057,1352,1099,881,1119,1,2173,998,687,0,1360,0,3350,1100
895,603,594,668,1394,910,0,0,709,605,649,395,0,1740,729
896,0,305,119,132,133,0,647,227,222,157,254,3,379,215
897,4475,1672,2258,2517,2848,3819,4995,1343,1873,2618,0,12232,4950,1523
898,304,106,393,0,249,0,0,329,258,234,126,4,381,179
899,183,52,66,65,65,0,173,59,47,0,49,0,182,70
900,0,1258,881,931,1249,8,2813,1019,1287,857,1483,11,2945,1204
901,1059,393,555,2077,302,0,546,367,787,453,751,0,1033,632
902,459,149,153,165,0,0,530,0,263,182,259,0,0,86
903,3268,2101,0,3456,1453,7191,2284,1555,2238,2498,2113,7954,2437,1652
904,0,229,192,168,213,2,363,143,342,489,187,0,530,262
905,177,54,60,42,50,0,147,52,50,62,61,0,0,63
906,2314,1025,726,1267,0,4,2433,0,793,1127,1001,0,2030,936
907,2386,598,0,1215,0,0,964,817,341,776,353,0,1255,115
908,538,122,244,163,363,1,467,143,277,157,277,0,447,204
909,4271,2493,1927,1953,3471,7057,4815,2229,2332,2765,4116,5993,1536,3149
910,421,293,257,0,107,0,181,282,236,381,291,2,300,23
911,118,0,56,56,43,0,189,63,46,49,65,0,185,67
912,4211,1181,810,806,1266,12,3333,1012,977,1233,1543,0,2750,1068
913,539,444,1053,217,536,0,287,147,731,596,353,0,415,322
914,363,101,278,130,0,0,469,167,181,149,326,0,439,292
915,1952,3410,3008,2463,1405,8173,3864,2274,2776,2731,3152,0,3685,1933
916,453,348,299,154,265,5,0,106,287,19,229,1,193,230
917,189,0,47,58,39,0,206,63,59,51,53,0,176,52
918,2463,1179,936,1297,1195,2,2923,1067,1185,897,0,0,3265,1027
919,2383,1796,0,1228,450,0,0,834,230,851,0,0,1309,555
920,407,0,196,163,223,3,481,0,0,123,61,0,430,205
921,4933,2117,3004,3025,3671,9210,2606,1806,2363,2757,1479,6324,3238,2071
922,349,84,0,50,269,0,526,228,0,355,258,3,0,350
923,196,55,48,63,60,0,160,66,56,75,69,0,175,0
924,4024,1002,1264,1169,1153,7,4347,1088,0,931,836,0,2020,1085
925,1402,545,990,422,0,0,2224,1010,928,581,511,0,529,335
926,419,185,259,141,212,1,525,126,286,169,316,0,447,148
927,2589,2641,2713,2796,3688,0,4794,2210,3254,2725,0,342,5085,2707
928,0,87,133,360,294,4,307,275,0,0,158,0,273,193
929,0,0,69,61,55,0,218,56,56,66,64,0,140,59
930,3586,996,1264,979,1434,8,2176,992,1099,1178,1290,0,0,1087
931,994,792,372,713,636,0,742,1313,215,0,169,0,735,0
932,464,0,224,123,277,0,426,368,228,181,71,1,429,0
933,366,2343,3935,2635,2750,7241,3005,2737,2448,2965,0,9810,6449,1426
934,339,255,98,0,146,0,331,286,192,455,198,1,133,294
935,118,56,60,69,71,0,229,71,70,61,56,0,177,52
936,1491,1131,1061,0,1201,0,4058,998,0,864,1381,7,4275,1091
937,286,153,499,667,753,0,1122,1184,252,308,1,0,1259,504
938,556,133,276,152,318,0,443,391,0,150,356,3,480,187
939,2944,869,1632,2581,1363,0,1903,2660,2954,2231,2297,0,0,2844
940,393,240,173,0,0,0,344,235,0,128,135,3,205,152
941,218,66,32,62,39,0,0,68,39,54,48,0,176,55
942,4823,1015,1431,958,0,0,2197,979,1109,0,0,6,4653,0
943,1815,0,809,433,0,0,230,729,599,469,0,0,451,786
944,0,104,168,145,68,0,589,263,170,137,327,0,0,0
945,4055,1415,3175,2667,3774,8344,2743,2534,2812,2738,2128,8864,2428,1827
946,0,136,294,17,298,1,111,275,0,210,0,0,451,257
947,215,57,46,0,71,0,176,58,56,54,55,0,140,59
948,2811,1061,1264,893,0,0,2619,1039,577,957,0,6,1994,1093
949,1471,1166,847,0,696,0,5,1107,516,1211,697,0,1245,362
950,410,176,131,0,393,2,476,307,174,153,282,0,499,78
951,5097,3737,2875,2721,6245,6966,2288,960,3719,3337,2157,5455,2343,2016
952,391,198,0,0,158,1,0,238,155,0,59,2,0,275
953,197,62,46,50,57,0,0,63,48,59,73,0,194,56
954,3921,1240,1079,1019,1209,0,2745,1219,1130,0,1243,0,3949,1007
955,1586,1354,0,0,448,0,1999,0,389,1166,827,0,0,1150
956,438,225,175,116,253,1,342,305,127,157,272,4,457,0
957,4008,2440,2445,2790,4156,4862,4099,4136,2980,0,2174,5564,4338,2145
958,338,0,245,352,219,3,327,425,45,191,229,4,390,203
959,154,60,0,64,0,0,153,63,48,47,0,0,213,64
960,3467,1049,1022,0,1030,0,3492,0,0,1038,0,0,1769,1187
961,2388,1018,364,627,779,0,2241,0,645,0,601,0,771,1493
962,483,290,218,169,249,0,424,183,260,134,210,1,364,272
963,3635,0,2871,2691,2237,5911,2166,1512,2989,2680,3998,10136,3846,2374
964,175,254,397,0,274,1,454,149,163,4,210,3,378,235
965,136,0,46,58,58,0,166,55,52,59,57,0,216,0
966,3528,1158,1591,1058,0,0,0,1116,842,934,913,0,3592,971
967,0,586,947,103,444,0,947,1303,1138,202,649,0,606,743
968,389,133,259,0,258,0,425,272,112,134,260,0,339,304
969,5495,1861,2874,2634,2392,0,0,891,4616,2507,3931,0,3361,1948
970,109,238,379,0,143,1,0,0,327,94,302,0,418,189
971,173,57,36,62,0,0,182,70,64,75,39,0,156,59
972,0,1064,1178,0,1237,0,2185,1099,832,1221,1032,0,3226,1180
973,0,1015,341,241,352,0,1324,311,0,601,855,0,487,518
974,414,0,80,166,51,0,0,5,199,170,151,0,550,187
975,2520,1663,3340,2639,2516,0,5269,2741,3275,2098,0,8246,4552,1506
976,409,175,331,354,134,0,498,261,206,100,269,0,300,83
977,135,62,57,52,68,0,0,65,37,65,56,0,155,56
978,2424,977,1259,1066,922,3,3021,0,0,935,0,4,3695,1130
979,2496,380,405,0,734,0,876,397,453,792,21,0,2371,0
980,371,126,344,0,336,2,416,57,0,135,370,0,399,184
981,5765,2598,3393,0,2227,7715,1702,1061,2884,0,3597,8798,0,3417
982,230,186,244,290,204,1,601,162,119,0,197,1,261,0
983,130,61,55,61,38,0,179,64,57,90,0,0,0,63
984,2690,1129,1132,859,1314,0,2328,1211,832,1505,1041,0,3077,975
985,1433,173,539,296,574,0,2358,975,495,25,644,0,1617,702
986,472,0,171,143,172,2,473,59,199,134,211,0,505,102
987,4277,2467,2518,2384,2626,3787,3440,2538,2420,3040,1464,10043,3862,2821
988,378,231,222,129,329,2,453,214,35,0,108,0,513,253
989,129,64,55,49,0,0,142,64,51,45,37,0,224,57
990,3678,1203,1121,782,1309,4,2844,931,1312,1176,986,0,2434,1030
