N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
580,394,218,87,357,250,1,321,275,296,437,0,0,176,250
581,127,56,54,51,67,0,0,58,30,74,70,0,213,64
582,3128,1069,1049,792,1119,9,0,1197,1063,1358,1389,0,4310,1246
583,560,608,714,117,352,0,2442,0,722,1898,328,0,1836,0
584,537,176,211,214,275,0,450,174,208,164,287,4,544,0
585,2896,1037,1807,2459,2794,8633,5952,2551,2753,2780,2272,3432,6398,3004
586,120,218,55,217,278,0,462,320,309,81,153,0,309,130
587,210,51,46,74,48,0,168,59,63,57,77,0,134,68
588,2097,1207,1345,808,0,4,3799,1172,1365,0,1149,1,3425,1031
589,358,0,649,293,216,0,838,0,365,657,602,0,466,537
590,544,348,248,163,158,0,439,0,171,186,222,0,511,170
591,2404,979,0,2398,0,12123,6335,2050,2226,3213,3202,13298,4754,2802
592,44,200,330,396,137,4,302,17,91,200,334,0,300,285
593,184,62,54,71,50,0,133,62,58,61,63,0,188,59
594,2735,1131,899,1110,1050,3,2179,954,803,1188,0,8,3020,1021
595,2304,435,397,535,540,0,396,445,0,430,0,0,1919,742
596,536,359,155,142,232,5,441,0,243,0,325,1,410,248
597,1426,2301,0,2880,3518,7716,6138,1217,1991,2672,3012,1568,4613,2164
598,198,163,0,298,260,0,386,231,190,274,99,0,362,0
599,172,57,63,45,0,0,132,48,52,64,0,0,187,65
600,0,1072,0,921,1016,0,3080,1152,1228,1055,0,0,2876,1056
601,342,680,701,0,287,0,2398,367,763,1426,0,0,2056,1010
602,496,258,161,171,185,0,492,190,218,124,137,0,470,256
603,3031,2151,2756,2565,1655,5259,4384,2652,3736,2934,3360,3551,4841,0
604,534,174,487,255,193,5,343,157,302,386,159,3,358,242
605,186,72,44,64,51,0,168,56,0,70,53,0,187,53
606,3796,1078,0,1011,1225,10,3209,1239,0,1257,1327,0,2431,1029
607,1122,0,417,477,0,0,0,611,960,697,480,0,0,759
608,456,106,0,133,199,4,0,364,202,142,327,0,479,125
609,6089,2594,3016,2594,2605,0,3869,1367,2166,2332,2571,3801,830,3028
610,239,170,183,467,156,0,382,212,133,210,104,4,0,214
611,173,52,46,63,85,0,170,58,57,61,50,0,201,59
612,3567,981,869,0,1319,1,2966,1025,0,1090,1086,8,1684,1059
613,418,439,685,873,475,0,1590,598,743,124,892,0,1825,1226
614,427,130,225,128,295,2,446,297,99,142,0,0,420,212
615,6014,1886,4004,2531,2228,10119,5412,1480,2484,2207,1100,6751,0,1676
616,381,204,0,401,175,0,104,74,0,261,234,0,313,0
617,148,68,72,50,64,0,211,65,48,0,53,0,206,55
618,2534,1110,784,1077,1085,0,3947,949,1029,1034,1212,0,3149,1231
619,96,397,522,0,813,0,0,313,0,601,281,0,1347,969
620,398,136,317,194,394,1,492,77,0,178,326,0,479,277
621,5189,2263,2713,3360,0,9944,4461,1772,3283,0,0,6272,4444,798
622,174,220,159,143,252,1,254,202,174,327,185,0,476,194
623,193,67,64,84,54,0,149,0,51,60,62,0,157,45
624,3809,1047,1421,1346,1245,6,3333,955,1086,1499,1077,5,3327,0
625,0,1026,874,543,294,0,1451,0,697,758,727,0,0,794
626,482,240,109,129,115,3,478,244,136,151,120,0,498,192
627,2224,2796,2852,3054,3731,7515,2614,1988,0,2714,3067,9951,6034,0
628,503,108,183,148,215,1,530,107,148,102,257,1,598,148
629,182,48,66,58,42,0,188,63,59,0,48,0,158,72
630,3473,1065,1069,1076,1015,5,3344,0,1257,1030,1224,4,3246,0
631,1116,0,559,131,692,0,1629,234,216,474,989,0,0,0
632,344,173,166,176,210,0,418,45,66,188,0,0,455,210
633,3970,2834,0,3360,1751,10258,4296,2764,3011,2280,2278,12375,2417,2484
634,254,145,325,259,0,0,229,314,261,275,191,3,271,322
635,0,0,0,59,50,0,174,47,68,57,52,0,184,68
636,3901,1221,1148,994,1622,0,2128,926,1144,1019,0,0,2357,1052
637,0,1028,857,1190,0,0,1754,165,267,0,0,0,0,129
638,475,257,288,123,276,1,0,165,173,126,132,1,429,250
639,3315,2579,3923,2787,0,6615,5635,2165,1879,2691,3024,2787,4654,0
640,301,304,173,179,234,1,365,117,205,109,258,0,564,69
641,156,56,54,47,67,0,167,70,78,72,71,0,0,63
642,3255,1133,806,1189,1179,6,2339,968,1496,1094,0,0,4539,989
643,1276,162,0,330,263,0,0,1155,674,611,0,0,0,692
644,428,0,225,189,257,3,563,213,190,152,248,1,618,243
645,0,2550,2587,3031,2924,4279,2495,2875,2756,2544,4106,9226,2892,2416
646,357,125,295,301,224,2,507,153,316,139,152,0,372,260
647,119,0,62,54,55,0,101,57,0,0,68,0,147,66
648,3354,1069,811,1290,834,1,3119,1163,1359,1147,1294,1,3402,987
649,3,1303,687,650,35,0,961,919,529,984,762,0,2362,195
650,410,140,174,143,270,2,361,247,301,188,322,2,466,155
651,4022,2433,3277,0,5256,0,2960,2193,0,2700,2876,10591,3373,1868
652,411,251,187,220,188,0,465,166,196,0,172,5,374,227
653,192,59,0,59,71,0,223,0,38,58,0,0,144,65
654,3410,1116,1429,1197,801,0,2761,1238,1174,1132,883,0,2888,1065
655,1181,0,890,859,599,0,1388,1580,760,194,593,0,637,576
656,506,226,203,117,315,2,0,118,199,228,288,4,474,168
657,5620,1378,3594,2801,1132,4605,3486,1963,3188,2839,4005,4727,4757,2821
658,308,204,319,0,162,4,370,285,162,474,131,0,381,113
659,166,55,34,51,0,0,196,49,55,73,59,0,199,61
660,3699,849,0,1185,1097,2,3839,950,1005,714,1292,0,3470,1075
661,1932,61,461,1464,872,0,883,191,281,0,141,0,1307,1630
662,420,0,0,215,305,0,564,280,0,0,369,0,419,225
663,6549,3293,2706,0,2239,5649,6175,2307,2664,3012,3647,0,3238,1924
664,505,255,196,483,161,1,0,221,297,0,201,4,161,261
665,187,57,32,47,51,0,185,60,54,61,66,0,176,67
666,4445,1082,761,1174,1271,14,2609,1033,645,983,950,0,2850,1155
667,194,0,1031,1536,718,0,1865,528,594,229,196,0,620,233
668,373,0,0,158,92,0,438,78,170,147,183,0,426,65
669,4783,1257,2847,2462,3365,1356,4862,1972,2372,2583,2845,5814,4949,2404
670,275,163,296,249,165,0,146,207,169,0,265,0,362,211
671,0,52,74,62,70,0,194,51,36,64,51,0,175,59
672,1936,0,0,0,1110,3,0,1041,0,845,883,0,3379,966
673,1079,453,653,0,557,0,1172,0,682,399,451,0,1137,203
674,401,178,304,186,255,2,581,100,172,122,340,2,455,160
675,3966,1364,3254,0,2684,8945,3860,0,3907,3039,2194,4375,5300,2433
676,252,190,254,195,188,6,357,258,287,250,261,2,364,178
677,172,64,50,51,40,0,0,62,62,0,48,0,0,59
678,3263,1168,935,1040,1338,0,0,1070,1486,932,1212,13,4162,1087
679,1874,95,0,806,590,0,1229,1336,632,1910,254,0,994,433
680,467,255,188,131,38,0,491,0,136,139,339,0,0,128
681,4338,1202,3175,2523,3954,12759,4162,2235,3012,2822,3266,1278,4704,3477
682,231,206,386,227,81,0,586,202,376,341,137,4,324,152
683,0,50,49,53,59,0,0,64,74,53,69,0,166,54
684,3069,933,746,957,1193,0,4163,1214,861,703,1403,7,3896,1159
685,1416,0,1165,0,490,0,2267,138,440,455,566,0,0,727
686,399,256,328,113,122,1,498,0,257,140,277,3,382,240
687,5795,2459,2687,2310,2484,8143,2724,949,3064,3246,4406,4537,3969,2456
688,171,0,291,179,97,2,391,0,153,55,209,6,145,113
689,189,34,44,68,48,0,151,56,50,62,71,0,150,68
690,3724,1092,763,0,1072,4,2602,1088,900,749,1093,0,3718,0
691,1157,618,660,0,481,0,807,300,769,131,123,0,815,0
692,450,145,169,138,251,0,421,0,193,102,334,4,424,125
693,5384,1848,2426,2640,4213,9272,3101,433,2716,2287,3450,8611,4787,2173
694,0,220,196,93,235,5,441,196,320,0,69,2,424,268
695,173,0,59,56,59,0,129,55,45,78,62,0,150,56
696,2852,912,1200,556,998,2,3134,1062,0,887,1185,4,2325,963
697,335,416,0,1386,586,0,881,0,998,442,712,0,1247,0
698,502,276,141,174,0,0,327,257,56,186,267,2,481,154
699,6701,787,2621,2523,2808,7358,1971,1863,1596,2556,2550,2957,4002,2490
700,401,221,162,188,97,0,300,225,257,177,175,1,0,254
701,185,0,56,51,56,0,204,58,65,57,60,0,0,44
702,1931,938,1040,835,1281,5,3081,1124,1318,0,1254,1,2878,1061
703,0,0,0,214,333,0,2559,390,477,0,381,0,1866,0
704,0,338,0,0,173,2,510,138,233,160,0,0,522,331
705,5536,0,3365,2401,1716,413,1300,1446,0,1941,2682,5257,3626,2440
706,411,284,207,333,91,2,162,142,286,174,249,0,172,191
707,146,52,47,57,57,0,127,60,58,73,63,0,162,36
708,3946,1100,1073,1124,1086,0,3024,1171,1200,919,1680,2,3190,0
709,1204,489,215,1458,111,0,501,786,0,399,435,0,634,447
710,376,279,155,151,249,1,412,141,158,161,108,0,365,136
711,0,3165,3188,3215,2597,4007,5365,1973,2028,2726,0,6964,4895,2092
712,498,82,170,389,0,0,452,92,311,403,153,0,352,180
713,212,62,59,0,52,0,198,59,73,66,55,0,170,69
714,2893,1002,1206,1163,1107,8,0,1086,876,771,1045,5,3117,1084
715,1975,468,793,2170,746,0,1580,931,0,1270,665,0,1388,0
716,496,57,174,0,286,0,424,108,142,121,119,0,0,26
717,3381,940,3175,2556,4290,8578,3264,3179,2190,2976,3736,3698,3150,1378
718,276,231,221,347,257,3,72,246,360,0,0,0,273,250
719,184,60,63,52,38,0,0,50,64,60,50,0,185,59
720,2100,1120,0,0,1723,5,2153,1119,0,855,1227,6,3243,1099
721,933,509,362,0,325,0,88,0,482,724,342,0,33,398
722,350,220,215,148,271,1,360,180,262,133,270,0,441,0
723,4254,2249,3365,2947,2708,5061,6237,2555,2484,2855,2734,4820,5737,0
724,366,181,0,408,259,0,150,271,132,155,335,0,409,220
725,0,53,64,58,55,0,137,58,35,57,39,0,153,48
726,4167,1111,936,945,1287,2,2698,1071,1164,820,1348,11,2600,1042
727,2064,432,493,718,542,0,846,1127,226,627,387,0,1942,351
728,434,283,104,185,249,1,437,263,156,135,307,3,398,239
729,7518,1570,1397,2335,140,7897,3047,2152,2478,2541,1185,13330,4794,1895
730,0,191,222,0,156,0,581,215,225,352,178,0,0,193
731,184,46,0,0,54,0,161,61,44,38,35,0,201,51
732,2467,0,1056,1013,1085,2,1388,1084,1219,1009,1127,0,0,813
733,416,144,625,0,911,0,0,17,302,0,330,0,1427,1133
734,549,56,248,176,338,0,403,83,263,139,306,0,406,314
735,2502,3047,2845,2974,2346,7710,0,3253,3774,3449,2542,2602,0,2772
736,183,267,371,145,195,0,202,220,285,257,254,6,634,174
737,212,48,83,0,43,0,170,52,79,81,62,0,282,52
738,3623,1187,0,833,1148,21,0,0,999,1125,1171,8,3111,913
739,459,669,565,0,488,0,571,657,0,478,1472,0,1283,800
740,504,0,108,203,90,0,0,214,152,192,292,0,507,0
741,0,1598,2459,3126,3015,7564,4008,2464,2327,2916,3969,9271,2864,3493
742,293,271,275,0,286,0,0,222,236,0,77,1,330,149
743,138,58,0,65,53,0,204,44,55,52,50,0,160,58
744,2874,1014,710,1178,1446,8,2581,1194,1325,1308,1521,1,3425,1059
745,936,514,37,256,0,0,0,0,0,84,331,0,1403,748
746,366,58,102,186,309,0,412,47,132,176,201,3,460,131
747,4185,1714,0,0,1712,6981,2750,2804,2745,2742,3677,10913,2492,0
748,338,251,193,131,222,0,304,151,284,0,142,4,0,280
749,136,0,0,60,53,0,139,48,54,62,39,0,113,54
750,2090,1055,1176,1149,1179,0,1989,1025,0,1134,1312,5,0,1101
751,0,0,410,377,281,0,1104,238,619,793,487,0,1420,0
752,410,223,217,230,355,1,541,0,171,150,151,0,458,235
753,2146,3131,3323,2844,2436,16911,2801,2051,1973,2887,3012,7034,5589,1788
754,0,0,73,212,339,0,343,230,168,0,182,1,448,155
755,0,63,0,63,53,0,175,68,55,0,55,0,198,69
756,3097,1138,0,1180,0,6,4693,1076,0,1136,1146,0,3264,1183
757,718,325,666,444,598,0,739,437,790,0,700,0,2202,1187
758,501,209,246,185,88,0,513,220,112,165,257,1,543,230
759,0,2710,3455,3078,1718,5711,2235,625,2817,2752,2580,11825,2661,765
760,186,130,0,383,0,2,150,189,187,152,137,2,361,179
761,0,52,67,42,61,0,200,56,59,40,56,0,151,46
762,4178,872,1015,944,1090,0,3268,1151,977,989,1257,2,2083,1213
763,1490,75,589,799,389,0,723,1529,623,1643,115,0,44,1656
764,440,174,326,111,320,4,0,307,186,188,0,3,516,78
765,6474,1786,1946,2652,1641,5600,4937,0,2313,2963,2528,7717,3070,565
766,255,127,315,266,257,0,508,22,208,30,292,8,387,391
767,178,66,63,88,62,0,215,60,54,82,59,0,186,70
768,0,1255,960,1158,722,0,3477,1053,0,939,1271,9,3377,1064
769,1755,0,554,1386,532,0,601,665,782,2438,273,0,1740,435
770,457,0,209,0,130,0,494,0,182,157,345,0,460,182
771,3183,2981,2623,2943,3854,5552,5294,2051,3131,2750,610,7516,2642,0
772,236,329,264,293,76,3,367,0,94,395,217,1,307,252
773,163,0,62,49,51,0,165,54,28,69,57,0,230,66
774,2342,0,1408,1040,1170,5,2831,1100,895,1083,858,2,3311,1205
775,208,907,182,602,484,0,1572,820,796,408,556,0,0,0
776,0,184,257,206,286,2,508,167,169,118,371,1,516,234
777,3355,2015,0,2600,3060,9828,0,2508,0,2066,0,6274,595,3190
778,309,193,243,156,215,0,312,21,290,148,60,0,93,0
779,0,61,40,73,50,0,192,0,35,71,61,0,227,61
780,3486,964,1384,661,1095,1,0,1145,1025,1235,1284,6,3557,0
781,0,1603,311,980,377,0,1041,708,343,0,930,0,1238,0
782,0,0,139,0,151,0,427,339,171,196,177,1,407,0
783,236,2857,2090,3319,2805,9933,4247,2558,3067,2701,1724,0,4107,2213
784,277,231,332,383,309,1,233,141,269,189,296,1,513,0
785,163,62,60,75,71,0,0,66,76,64,54,0,194,59
786,2477,0,1096,1206,1165,1,3193,1157,908,799,1601,0,3092,0
787,0,77,776,1401,660,0,776,480,694,1206,513,0,1142,381
788,471,0,0,135,340,1,502,252,182,0,114,2,529,228
789,5043,2699,3131,2681,3990,1535,6121,1542,3191,2543,2240,9836,1391,2250
790,558,242,292,273,240,3,317,212,311,40,300,5,139,200
791,243,55,69,73,58,0,253,55,0,66,58,0,0,62
792,4119,1057,1353,1323,1152,0,4754,995,0,1185,1207,8,3746,1067
793,1211,127,1062,324,884,0,1171,612,723,953,503,0,836,0
794,0,343,241,108,358,0,572,118,209,183,306,2,458,388
795,5901,1751,1772,2863,1687,4829,5215,1336,2205,2691,3152,5184,0,2420
796,284,108,198,417,262,1,324,270,92,121,190,3,427,0
797,209,49,60,58,57,0,162,51,0,76,58,0,134,52
798,3139,1174,1089,1106,1023,0,0,1069,1132,873,1086,6,0,1008
799,0,482,355,935,619,0,434,428,835,994,581,0,1282,1069
800,463,210,160,0,0,2,467,310,74,148,264,3,461,220
801,4418,1867,2712,2664,4793,932,2595,2811,2427,2964,5411,4002,5360,2353
802,0,216,390,43,132,5,332,0,364,0,269,1,697,19
803,208,65,49,62,62,0,156,48,0,49,57,0,95,60
804,0,1188,1108,1200,1231,0,3738,1104,728,822,987,1,3255,1059
805,44,713,330,908,397,0,1067,1177,703,592,596,0,1171,0
806,492,176,88,148,198,3,446,18,0,174,231,0,429,97
807,6173,2177,0,2875,895,7568,1931,2334,0,2180,297,1934,4009,1975
808,403,0,326,0,165,0,479,322,0,130,174,2,320,226
809,133,65,33,66,46,0,0,51,57,53,63,0,166,61
810,3019,1160,1036,1269,1039,0,3703,0,1422,1367,1264,18,2598,1204
811,0,11,653,1101,0,0,965,56,0,1281,1022,0,972,1298
812,392,167,232,149,301,1,459,0,278,107,260,1,552,180
813,6301,1540,2907,2849,711,8822,0,2971,3279,2422,2765,3941,0,2897
814,441,210,0,0,235,2,565,120,321,0,308,1,191,123
815,190,58,0,59,60,0,226,52,0,47,0,0,215,64
816,2487,1085,1246,826,1191,0,4519,1089,1074,0,0,0,3858,1141
817,875,0,478,577,0,0,1799,266,619,715,806,0,470,591
818,464,289,318,168,191,0,472,62,274,0,228,2,432,211
819,3320,3298,3804,3014,3953,9081,857,823,2942,0,3367,0,3715,1944
820,409,129,221,338,248,0,74,272,250,210,298,0,333,298
821,200,55,41,66,53,0,171,61,51,55,44,0,0,80
822,2399,1220,895,803,903,0,1893,1120,1114,0,0,9,2073,1026
823,0,0,817,1293,610,0,1450,727,744,878,0,0,1623,864
824,407,235,165,141,190,2,471,154,154,188,0,0,462,273
825,6506,1717,3001,0,3713,5031,1316,2365,3460,2209,3526,5846,2637,2152
826,498,221,330,0,30,0,364,233,91,405,267,5,431,226
827,186,60,49,73,54,0,207,63,56,37,61,0,166,49
828,1769,1199,703,1092,1223,8,4523,0,1273,0,1144,5,2796,1050
829,1012,864,644,1774,157,0,1544,1501,494,723,480,0,539,1272
830,0,0,310,0,144,0,0,105,115,141,82,2,356,241
831,3429,2907,2750,2899,2676,6241,6297,2817,2645,2623,2250,1618,2282,2789
832,315,230,407,123,239,0,273,301,57,0,26,3,245,0
833,216,66,59,64,51,0,138,59,52,90,52,0,0,48
834,2803,0,934,904,943,0,3447,1061,0,0,1184,4,2956,1151
835,1418,1249,1047,998,361,0,821,576,571,448,562,0,1086,784
836,0,272,256,130,289,3,355,0,203,103,235,1,282,169
837,3966,2246,2305,3051,2787,9294,1582,2148,3189,2916,0,0,6760,2586
838,393,196,259,30,281,0,0,0,226,0,66,2,283,152
839,181,57,41,41,53,0,134,73,34,67,68,0,191,0
840,0,1116,972,814,1452,0,0,1013,922,1304,0,5,3481,1086
841,1368,0,973,9,436,0,0,1182,778,736,0,0,0,0
842,376,99,161,156,332,0,468,207,0,147,160,0,0,0
843,1390,2128,2999,2922,1836,11370,5217,2104,1923,2632,3839,7626,3001,1519
844,203,168,282,218,217,0,205,378,195,396,153,0,0,296
845,173,64,51,65,53,0,163,58,49,56,0,0,174,64
846,0,1111,1216,0,1116,0,0,1259,1242,1123,1000,4,4360,1197
847,1264,907,564,1121,168,0,1908,888,601,169,810,0,2087,607
848,447,348,133,145,253,3,499,268,188,0,321,0,401,205
849,4592,1555,2870,3273,149,2502,3058,3001,3346,2406,2601,3103,2422,2256
850,174,0,270,44,0,0,546,268,55,45,164,0,296,241
851,143,40,65,51,0,0,160,60,46,59,0,0,113,65
852,2159,977,1012,1055,1216,0,3872,1032,0,0,1311,6,3585,1104
853,1435,394,244,0,758,0,968,984,304,1284,441,0,116,600
854,452,284,124,159,191,2,460,97,150,147,223,0,449,221
855,0,1406,4134,2803,3801,0,4139,2952,3453,2073,2092,5682,3846,2882
856,348,190,0,280,0,2,527,195,171,187,220,0,298,261
857,230,57,65,56,54,0,174,66,58,62,44,0,157,56
858,2575,0,1098,1095,1210,12,2477,937,924,979,996,13,2976,1011
859,1185,1057,788,872,735,0,70,107,5,0,440,0,373,623
860,531,193,272,163,379,3,441,2,171,184,337,2,463,228
861,5644,2967,2606,3057,2185,6053,0,2585,3661,0,1533,6186,4044,3458
862,306,255,249,142,273,3,479,293,402,0,117,4,376,2
863,185,66,55,60,42,0,149,66,73,43,63,0,208,0
864,4830,1229,912,622,1133,0,2727,1109,911,1209,987,0,3747,1029
865,1742,253,588,943,1553,0,1992,0,1107,1485,445,0,1045,1533
866,417,70,348,158,316,1,506,149,144,81,298,0,0,171
867,0,1604,3183,2406,1229,11310,6221,3047,3064,2735,2831,10814,5982,2829
868,131,281,0,0,233,5,258,213,293,401,224,1,0,111
869,183,52,33,55,51,0,226,71,66,66,67,0,217,66
870,1931,1106,1253,1212,1166,0,3504,939,774,1182,1130,5,2574,973
871,597,607,465,772,64,0,135,220,560,1783,557,0,1374,734
872,422,266,174,125,306,4,480,80,210,153,240,0,463,238
873,2521,0,3431,3135,3527,11347,4360,1183,2729,2564,44,11600,5193,2654
874,553,96,0,0,66,0,0,0,258,0,214,1,518,249
875,142,0,57,73,66,0,189,54,64,71,69,0,184,63
876,3282,950,1278,1177,1110,0,3396,1146,1206,1128,1533,0,3051,1122
877,2328,622,62,668,558,0,206,443,515,1405,561,0,2483,1688
878,369,0,203,147,296,0,414,18,157,159,164,3,506,141
879,3638,2582,3584,3344,2606,8511,4899,1365,1769,2897,0,8821,4814,2904
880,477,0,294,253,194,0,380,166,182,0,250,0,387,286
881,197,56,52,54,71,0,229,60,51,88,0,0,186,28
882,2734,1096,1109,1155,0,2,3648,1330,925,0,399,12,2185,1193
883,1811,288,362,169,716,0,907,35,607,1371,1057,0,0,1214
884,440,79,306,151,146,0,373,160,230,0,345,1,367,0
885,2423,0,2957,2442,2608,6006,2774,2615,3274,0,3010,3887,3262,2227
886,0,183,217,323,184,4,0,164,297,156,195,0,370,271
887,205,54,57,84,63,0,118,56,65,38,41,0,146,54
888,0,0,1260,1155,935,0,3413,1063,1105,907,1058,0,2229,1227
889,1028,118,749,202,362,0,1780,0,524,728,565,0,684,68
890,481,258,145,134,266,0,483,0,154,185,358,1,551,213
891,4416,2274,1766,2957,2538,8883,3802,3042,2269,2393,0,5032,3055,3626
892,345,239,349,240,167,0,424,268,0,356,130,5,161,403
893,177,61,51,45,63,0,183,56,0,56,65,0,138,53
894,3023,1119,1008,918,973,7,2066,1059,1191,767,1533,11,3087,1106
895,0,521,0,1264,876,0,1857,0,736,236,551,0,1521,160
896,437,281,145,133,0,1,479,53,147,168,291,0,316,0
897,3521,2574,2445,3217,3288,8211,5141,2195,2452,3038,3655,5388,3492,0
898,265,345,349,0,0,0,274,143,176,0,168,0,391,73
899,184,52,63,77,57,0,106,59,55,66,51,0,167,61
900,2279,994,1267,0,1278,3,0,955,876,1162,1258,0,3039,1092
901,209,1036,749,139,389,0,1290,446,266,102,663,0,430,441
902,479,256,0,112,0,3,592,0,247,147,330,1,556,195
903,0,1577,2518,2466,3678,0,0,2522,2322,0,2902,6865,5072,2546
904,98,272,149,331,313,0,311,229,307,136,313,3,451,103
905,193,43,59,65,53,0,193,52,53,0,41,0,183,0
906,3611,1000,1055,1124,1044,0,4482,1249,433,978,1622,8,2871,1042
907,2064,826,254,0,740,0,0,1300,604,0,458,0,703,475
908,535,388,77,163,402,4,421,171,139,0,114,0,423,156
909,4369,1615,3633,3052,3730,10095,4758,2344,2693,3064,4690,6939,3621,1817
910,285,152,253,177,143,0,331,284,252,270,110,0,343,368
911,197,54,59,0,0,0,249,58,45,62,51,0,157,60
912,3288,1099,0,894,1290,7,2510,1074,1126,414,1514,4,2915,1189
913,1214,0,914,0,320,0,2081,892,512,997,763,0,0,566
914,500,183,0,0,0,0,0,137,194,127,171,0,429,332
915,1819,1440,1901,3488,1922,6485,3130,2612,2420,2664,2204,6181,6422,1663
916,173,0,277,238,0,3,357,206,287,371,200,0,251,212
917,140,47,36,64,74,0,137,72,69,0,43,0,132,59
918,2590,1188,1105,1075,0,1,1821,1128,937,1007,1297,0,0,1111
919,1858,1083,499,661,740,0,1743,951,493,844,808,0,2053,352
920,564,121,205,0,263,2,447,395,0,0,206,0,564,238
921,1679,1143,0,2890,1927,9471,934,1347,0,0,2218,9279,3834,1512
922,380,235,177,97,197,1,170,359,319,233,157,0,0,279
923,202,61,54,62,39,0,146,59,54,70,71,0,110,70
924,2758,1056,1095,1081,1244,0,2831,1108,1019,1144,922,3,2558,1106
925,1058,622,466,1571,1038,0,726,679,0,207,527,0,1006,0
926,452,0,173,119,0,2,484,148,213,187,0,0,425,190
927,3797,2099,2188,2427,4406,0,5586,1378,3184,2601,1811,8474,5218,1772
928,0,236,353,201,276,3,542,255,150,0,146,3,391,162
929,238,64,43,63,58,0,223,0,52,83,58,0,203,59
930,2060,1015,1032,780,0,0,2476,1248,1065,0,999,0,2930,928
931,819,1430,361,777,384,0,886,123,851,84,171,0,1580,0
932,448,193,204,155,218,3,489,236,190,188,0,0,0,171
933,5275,0,2677,2950,1871,0,4773,1407,1433,3189,3268,10522,5835,1715
934,329,261,54,166,27,0,0,423,307,67,120,0,225,183
935,170,60,37,49,51,0,230,59,55,0,56,0,184,75
936,3718,936,1037,712,994,0,3638,1159,1027,952,1179,10,3047,1001
937,315,957,336,0,1046,0,1668,0,285,653,229,0,1886,647
938,453,371,137,146,294,0,476,198,188,163,182,2,348,257
939,3565,1714,3325,0,1597,10796,3064,2526,3673,3209,4041,14922,3452,3007
940,0,150,92,335,158,3,178,187,171,0,264,1,540,26
941,149,55,70,87,45,0,180,55,53,69,66,0,151,54
942,3400,0,975,853,1523,0,3759,1041,566,1556,1049,4,4901,1043
943,1578,877,0,794,284,0,1542,756,549,0,723,0,634,210
944,389,195,213,110,425,1,469,56,195,142,35,3,459,191
945,2494,1215,2955,0,2943,11261,4754,0,2959,2525,2613,5596,2990,0
946,374,348,300,209,123,0,392,295,136,455,0,0,245,140
947,0,54,0,67,58,0,172,57,65,69,39,0,197,47
948,3804,1029,854,1188,988,3,0,1164,976,974,1213,0,4448,1199
949,859,145,580,1266,246,0,864,1090,0,1392,192,0,1715,0
950,486,169,109,125,317,4,437,251,0,160,339,1,501,208
951,2845,1224,3034,3302,2766,11221,2880,1831,3549,2859,2058,7782,5193,2534
952,509,131,100,164,301,1,284,309,332,69,78,3,160,296
953,221,57,58,48,42,0,0,0,40,70,65,0,176,60
954,2928,1145,788,1033,1222,4,3195,1084,1080,1179,1258,0,2788,1054
955,1086,434,1027,770,773,0,1856,400,477,1349,564,0,768,563
956,469,104,199,171,256,1,0,352,209,132,386,3,542,281
957,4354,2427,1306,2494,1621,6245,4388,0,0,2612,4204,7636,3491,1372
958,330,126,184,0,242,4,0,218,82,183,316,6,0,301
959,168,42,42,59,0,0,161,55,49,0,64,0,197,65
960,3144,1184,1152,1287,1221,2,3615,0,1133,1202,1365,3,2233,0
961,860,638,294,0,362,0,2040,4,538,1656,823,0,0,202
962,441,202,235,187,322,1,550,298,193,154,386,3,484,25
963,5081,2982,2531,2828,3135,8887,3238,2177,2120,2654,2246,5732,3311,0
964,14,0,282,120,210,6,394,281,52,473,274,0,0,141
965,154,56,49,58,61,0,187,55,47,60,0,0,168,51
966,0,1003,982,916,1218,2,2712,1059,1239,1331,923,7,3134,1139
967,53,0,739,207,487,0,0,261,469,0,0,0,965,1562
968,440,0,284,136,49,0,495,201,118,130,146,1,489,234
969,3530,2223,2711,2677,2261,9793,4617,1786,2164,2752,3468,12013,5012,2848
970,270,333,178,350,206,2,198,268,0,372,158,6,334,178
971,0,56,51,0,62,0,195,49,41,44,68,0,203,41
972,0,1115,0,1259,901,0,3271,956,1406,1001,1298,0,4457,1059
973,0,864,724,1260,1199,0,0,117,485,1397,415,0,1649,715
974,403,162,135,101,247,1,413,332,83,155,264,3,0,148
975,4041,3215,0,2615,3507,0,5077,2604,2377,2675,0,10375,0,2472
976,327,264,255,242,261,0,311,350,255,239,190,0,432,92
977,160,69,44,66,60,0,116,66,60,0,54,0,176,58
978,2301,991,1074,1201,1154,0,4868,1240,1109,1140,1484,6,3437,1135
979,0,87,225,748,349,0,1128,292,500,497,441,0,0,0
980,385,448,107,172,305,3,566,238,212,142,229,0,401,133
981,1847,1540,1866,2498,3987,13238,4361,2298,0,3161,2004,10294,0,2792
982,652,148,0,0,269,4,0,218,291,0,175,3,341,181
983,178,70,59,50,67,0,160,0,56,70,56,0,238,62
984,2752,1095,1125,1139,1103,0,2968,0,997,811,0,13,0,1153
985,1924,0,628,1216,325,0,873,518,799,323,494,0,1100,0
986,507,296,56,196,457,0,477,283,312,124,213,0,451,0
987,1643,2640,2864,2942,2806,7169,4661,1976,3131,2906,3234,4370,5334,1875
988,405,232,370,0,176,0,429,165,221,2,212,0,420,198
989,207,55,50,59,0,0,244,68,53,32,59,0,0,66
990,3168,1073,869,912,975,10,2672,1036,807,1071,1281,4,2078,1089
