N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
581,156,65,42,82,41,0,144,47,53,63,44,0,139,57
582,3641,1083,1351,1121,1398,4,4356,1035,0,886,1259,3,3628,953
583,1815,369,409,186,549,0,1388,0,734,0,0,0,893,1405
584,528,141,208,0,73,0,402,300,274,159,280,0,412,169
585,1247,2239,2457,3095,2379,10087,2411,2744,2123,2482,2876,4161,3206,2470
586,345,94,190,160,290,0,316,151,349,170,102,5,525,0
587,160,68,0,74,49,0,0,54,57,61,53,0,119,0
588,1147,1006,1021,863,1302,0,4515,1114,1007,982,1319,5,2859,975
589,357,737,663,870,255,0,1523,599,765,373,339,0,872,527
590,0,0,158,117,92,0,0,12,234,96,127,0,402,247
591,4167,0,1681,2420,3739,6937,5242,2192,2094,3025,1689,483,2658,0
592,188,178,127,264,242,0,529,261,225,0,226,0,610,252
593,235,52,53,63,55,0,176,58,52,74,47,0,172,0
594,2682,1053,1402,1101,1428,10,4017,1049,1075,889,1355,3,4263,929
595,1466,925,635,714,426,0,1294,0,668,1072,345,0,1029,1384
596,522,198,146,173,228,0,0,184,164,152,353,3,501,126
597,4641,2181,2845,2325,4578,5861,4000,2877,4404,0,3456,765,4054,2666
598,383,204,322,350,117,0,466,95,290,0,0,3,259,64
599,217,69,65,67,57,0,148,56,61,62,51,0,172,0
600,3480,1107,1552,1155,1133,0,3031,1096,1078,1069,753,0,4082,1077
601,644,0,278,705,578,0,617,323,974,427,856,0,1370,1306
602,285,74,215,155,462,3,529,328,271,0,138,3,607,178
603,4357,2717,3769,0,2085,10763,3007,869,3471,2855,3424,6919,2579,2222
604,449,226,92,192,323,0,341,265,161,80,208,0,253,310
605,163,49,0,57,48,0,147,54,51,69,42,0,162,53
606,3599,907,850,0,1129,5,4361,0,1068,0,1109,0,1676,0
607,823,577,189,0,170,0,0,1371,0,251,0,0,1713,640
608,567,64,219,127,139,0,521,111,192,151,0,1,381,305
609,1331,0,2768,0,2899,6880,3193,1700,3062,3314,2937,11393,5509,2579
610,0,321,151,457,254,0,469,286,0,358,238,1,446,209
611,159,48,39,49,65,0,183,53,51,52,70,0,0,54
612,2650,1168,957,818,1494,3,2451,1145,755,0,1103,0,3132,1288
613,2199,611,657,46,476,0,551,595,832,768,817,0,1523,454
614,491,264,147,161,208,0,529,284,204,147,348,0,0,128
615,0,977,3070,0,3269,4420,5501,3110,2846,2716,2966,10786,2793,2525
616,179,256,113,473,147,2,315,360,227,224,200,0,0,277
617,169,71,66,59,67,0,196,53,68,65,51,0,175,70
618,2941,988,1367,1358,1654,0,1647,995,1105,888,988,0,2675,1152
619,756,278,698,1220,1002,0,860,253,794,123,1046,0,1235,1183
620,496,218,135,149,0,2,407,213,108,162,230,0,374,23
621,4486,0,3341,2308,702,9328,6049,0,2872,2845,2740,3614,0,2969
622,364,89,310,0,254,1,0,258,137,0,152,0,305,168
623,171,47,66,59,46,0,177,58,55,56,58,0,179,72
624,0,1131,961,799,1110,6,4411,1058,866,795,0,0,3231,1116
625,1448,1191,958,678,878,0,1012,809,773,1245,0,0,658,604
626,511,266,193,145,116,0,0,146,253,160,0,0,484,179
627,2672,1788,1648,3058,1704,3326,5106,2543,1890,3154,2569,0,0,2568
628,473,0,138,409,0,1,353,236,303,113,203,1,244,272
629,167,55,0,54,58,0,174,0,0,66,65,0,196,58
630,2622,0,1335,951,1260,4,3783,1054,1112,751,918,7,3095,0
631,1006,354,272,1026,879,0,1531,858,332,0,0,0,505,867
632,435,73,0,0,145,0,435,244,164,155,241,0,466,358
633,6249,3869,2704,0,3412,3924,3332,2655,2961,3032,1722,4612,0,1440
634,148,163,314,530,139,1,272,0,356,363,215,0,402,88
635,156,59,75,64,70,0,126,63,50,52,57,0,234,52
636,1629,999,1100,934,996,1,2637,1162,847,1210,1115,0,3747,1104
637,1467,0,681,730,179,0,260,340,0,547,321,0,288,435
638,492,103,206,138,249,2,490,392,128,135,0,1,508,102
639,3059,2375,2681,2222,2491,0,0,1759,3460,2231,3300,10236,4520,2452
640,0,290,327,379,228,3,101,227,201,268,121,0,0,54
641,183,59,54,65,50,0,222,54,64,70,37,0,132,50
642,4181,1111,1054,827,1184,1,1917,0,1361,781,0,4,3501,988
643,2856,104,335,131,649,0,272,1400,0,368,581,0,2078,0
644,462,140,204,199,311,3,446,0,166,183,400,0,499,233
645,2693,1421,3139,3202,475,6136,2731,2323,2091,2831,3010,4239,3540,1322
646,475,0,153,9,100,0,0,285,269,0,228,1,49,0
647,194,51,41,47,41,0,197,57,63,51,62,0,141,70
648,3759,969,871,668,1284,16,3581,1037,676,0,1383,8,3115,1109
649,1107,1412,889,0,692,0,1053,500,773,171,440,0,1835,474
650,510,299,186,157,251,0,484,416,187,133,122,4,456,0
651,3383,2044,2705,2795,3290,8560,3100,2265,2420,2445,0,14117,4077,2684
652,94,197,234,384,273,2,373,96,353,207,0,2,0,260
653,175,0,45,47,42,0,0,65,44,65,63,0,173,61
654,2869,947,1087,860,1116,5,3105,868,1102,1049,1493,0,3991,1120
655,1891,821,614,555,793,0,822,0,675,1191,0,0,1363,1020
656,401,0,216,192,74,0,410,151,62,122,232,0,387,162
657,6741,956,2369,2767,2162,8729,7122,820,2172,2144,2330,0,4296,1993
658,246,323,86,97,309,2,361,370,0,226,0,6,328,241
659,208,47,40,76,75,0,104,63,67,57,0,0,184,66
660,2451,923,1143,1141,1038,0,3399,1042,1296,1299,841,0,4262,936
661,0,641,828,281,1145,0,690,759,681,792,753,0,2162,844
662,0,136,137,159,252,3,515,147,146,153,238,1,413,121
663,1992,3041,2676,3159,1260,3341,4762,3216,2928,2971,4022,4902,3797,1518
664,0,131,284,122,240,4,0,0,248,79,93,1,297,294
665,162,58,41,52,77,0,217,60,64,0,65,0,158,69
666,2555,0,977,1018,0,0,2549,1011,970,852,892,6,2715,1150
667,44,688,776,1702,798,0,605,0,679,1566,493,0,1126,861
668,503,183,225,172,277,0,0,34,163,166,233,0,429,168
669,3192,2207,3355,2843,4053,9907,3856,2053,3397,2671,2127,7481,0,2711
670,367,163,315,263,158,0,220,131,245,58,113,0,334,159
671,234,58,57,78,48,0,159,55,49,0,47,0,153,51
672,3128,1091,1046,982,1307,0,3113,965,1302,1028,1057,3,4266,1015
673,2046,832,805,732,813,0,623,200,495,1669,0,0,348,1140
674,439,0,258,190,306,0,536,232,133,85,62,0,560,0
675,4209,2379,2228,3169,3046,9047,2111,923,1844,3336,1799,0,2994,3118
676,104,245,285,45,158,0,123,206,248,408,0,6,401,260
677,180,51,55,50,52,0,205,58,60,77,60,0,186,53
678,2963,1067,1085,1015,1071,0,2720,1186,987,847,873,0,2814,1134
679,86,239,539,1013,0,0,2273,726,671,0,471,0,1751,689
680,334,178,260,120,0,3,473,138,169,140,85,1,507,151
681,6048,1636,2239,2846,1128,11225,0,1428,2637,3000,4080,2870,3701,2554
682,395,0,273,217,0,0,498,383,179,83,134,5,205,238
683,181,52,78,56,60,0,181,66,51,64,58,0,153,67
684,5689,1120,746,1608,1107,10,3871,1119,1134,1018,1274,0,0,872
685,1479,1302,305,439,476,0,0,0,137,0,685,0,0,0
686,465,133,236,150,0,2,626,193,216,117,225,0,434,73
687,3253,1346,3124,2423,3270,715,2562,2843,2027,2723,0,9607,4732,0
688,478,88,409,98,300,9,229,106,140,340,118,0,238,29
689,206,67,61,66,43,0,186,52,0,56,49,0,157,53
690,0,1128,0,935,1408,10,2895,1206,820,1062,813,0,3106,1171
691,0,871,452,4,492,0,1908,930,1021,1382,923,0,1486,0
692,398,199,133,129,323,4,391,97,265,0,0,0,490,225
693,2492,0,3250,2650,4441,10097,3966,0,2800,2313,1680,6269,5040,0
694,249,199,151,136,157,3,383,164,272,242,182,5,256,221
695,194,48,52,57,53,0,175,0,37,67,66,0,164,64
696,0,1120,0,695,0,11,0,1197,1204,1131,1003,0,2821,1095
697,2171,650,929,410,182,0,0,863,232,885,0,0,849,1428
698,441,206,0,144,0,0,497,178,265,0,98,2,386,134
699,3847,2804,0,3267,3537,7017,0,1702,0,2809,2217,5780,5313,2131
700,271,265,119,356,347,0,500,212,226,214,168,0,576,145
701,182,63,46,0,48,0,150,56,40,62,47,0,180,56
702,0,986,1006,1154,1436,3,3171,1002,1108,1235,1068,0,0,1096
703,0,1198,1070,897,453,0,0,423,479,0,419,0,1365,399
704,652,64,194,156,237,0,494,475,173,174,281,0,0,241
705,4888,2812,2420,3034,2101,9849,2942,2347,3208,2519,2294,0,0,1834
706,209,278,334,187,263,0,234,138,351,135,146,4,563,238
707,178,62,30,45,53,0,210,57,61,74,58,0,238,64
708,3023,1007,1382,957,1329,11,3043,986,849,1100,1410,10,2557,999
709,3018,87,880,603,238,0,2266,0,439,736,951,0,2150,524
710,452,126,167,128,287,2,556,94,331,122,0,0,426,0
711,0,2259,3013,2992,1437,5741,5574,0,2559,2842,410,9515,3878,0
712,111,122,275,220,314,0,325,0,0,102,184,1,234,142
713,168,61,64,59,54,0,0,66,63,78,0,0,0,46
714,5035,1096,886,1095,997,3,2413,1059,1139,931,983,16,0,1018
715,1451,347,500,1185,718,0,649,1192,149,570,517,0,1621,633
716,553,0,245,162,144,2,495,0,248,119,399,2,412,0
717,3144,946,1616,3037,2203,0,4957,0,2558,2871,1962,1733,2328,2565
718,480,214,346,0,151,0,519,170,202,0,17,0,315,0
719,178,57,47,63,61,0,143,44,61,46,68,0,0,0
720,3167,0,1372,969,1231,11,3201,0,815,962,0,6,3321,973
721,3114,0,696,211,380,0,1349,0,628,1043,566,0,1503,0
722,623,196,0,167,0,0,457,326,236,165,283,0,447,2
723,3769,2107,3077,2591,2752,10685,0,1279,2626,3038,3475,5000,4327,2208
724,0,179,386,0,280,1,318,69,134,197,206,0,358,141
725,191,65,47,73,59,0,181,70,47,54,40,0,188,68
726,1552,1226,0,1018,1167,1,2324,1022,894,1074,1014,0,0,1138
727,344,459,727,147,783,0,2355,838,618,825,657,0,145,669
728,553,166,175,0,0,0,503,93,0,221,212,1,420,28
729,4858,3197,2882,2664,3426,6339,3854,1857,2631,3078,2072,6250,3997,2696
730,500,190,0,519,0,0,0,192,250,236,254,6,229,207
731,72,67,48,68,65,0,208,53,41,62,52,0,218,60
732,1983,1034,1310,1189,1303,3,2760,1230,889,866,1068,0,2693,1073
733,900,20,752,0,573,0,633,644,828,667,622,0,2208,170
734,383,241,190,161,361,0,403,162,220,0,27,2,537,184
735,5992,2503,2325,2148,3177,8007,1565,1106,0,2994,3066,0,2416,0
736,262,426,415,321,97,6,251,104,340,354,165,4,599,214
737,229,61,53,79,64,0,209,59,81,55,50,0,0,61
738,2513,1100,1275,1426,1227,2,3112,969,1211,1174,1012,0,3178,1010
739,0,0,0,145,208,0,2615,0,938,0,369,0,1138,1156
740,494,197,78,147,368,2,438,301,196,181,182,0,473,180
741,3134,2358,2908,2651,1763,0,4755,2959,2830,2748,2868,6372,5502,2752
742,455,0,280,253,149,2,164,291,192,236,149,1,139,204
743,159,63,36,51,54,0,170,49,68,0,45,0,172,0
744,2607,1121,0,1071,1116,0,4125,1198,1105,0,1201,0,0,921
745,0,962,570,315,567,0,0,129,790,0,650,0,489,0
746,500,274,228,61,268,0,377,54,209,142,0,0,385,179
747,1134,2332,2415,2197,1648,4094,4102,2881,3911,3020,2151,7218,3559,467
748,135,239,204,0,107,0,267,279,261,66,156,0,481,238
749,0,52,54,76,55,0,176,56,43,76,64,0,175,0
750,3968,1135,929,0,0,2,3781,1136,1268,1137,1071,0,2956,0
751,503,1100,811,544,0,0,1147,351,665,1113,371,0,1465,0
752,483,266,0,206,255,0,0,226,227,163,130,2,457,223
753,3594,3532,0,0,0,9210,2657,3362,3063,0,4021,0,6535,3046
754,180,279,316,494,183,2,0,212,313,105,201,3,189,167
755,135,65,44,0,61,0,167,61,72,60,34,0,142,64
756,3853,1014,1097,667,997,0,3659,973,1507,1158,1289,3,4153,1124
757,1063,1058,515,385,0,0,1374,986,462,0,55,0,1205,1084
758,400,166,221,175,89,1,387,245,246,102,255,0,0,174
759,5049,1971,2613,2529,2095,10836,3221,1868,2302,0,2750,8603,5512,0
760,440,210,184,175,296,0,286,101,188,0,262,0,382,193
761,171,0,36,39,51,0,147,59,61,75,55,0,211,52
762,3696,1062,850,0,1575,2,4081,1183,0,922,1189,0,2955,1072
763,760,842,0,172,379,0,704,1029,794,1521,342,0,742,561
764,473,0,216,130,122,0,499,67,161,131,213,2,470,154
765,4745,1291,2843,3146,2089,6236,4792,2270,0,3140,3219,7902,4298,2082
766,72,272,0,147,393,0,541,60,258,253,209,0,0,209
767,183,52,50,53,76,0,0,61,48,87,0,0,223,53
768,0,0,1056,1149,0,10,3540,1113,761,1148,896,0,4126,1016
769,0,43,0,270,540,0,1399,1447,895,1206,0,0,0,128
770,333,127,165,145,186,0,346,129,41,171,317,0,519,277
771,3840,2924,2677,2601,0,5326,4769,1868,3016,3107,0,1161,0,2963
772,300,250,305,419,98,0,303,250,216,403,164,0,466,203
773,164,56,51,48,47,0,166,48,0,0,54,0,171,62
774,3449,1105,1070,772,1110,5,2656,1059,0,977,1413,3,3247,0
775,594,1239,673,0,0,0,1849,0,420,0,520,0,1599,437
776,540,118,177,153,0,1,477,183,116,134,256,0,420,224
777,5694,2097,2599,2769,2629,4804,0,1727,3454,2644,2019,0,4143,2112
778,130,171,0,531,131,5,383,291,270,530,138,3,166,176
779,194,0,46,79,64,0,167,61,0,62,38,0,0,56
780,1809,1235,1109,974,1205,6,3874,981,1026,1311,885,10,3183,897
781,1567,821,604,515,346,0,0,887,488,632,346,0,1020,469
782,435,370,181,146,209,0,0,196,243,136,271,0,586,0
783,0,2035,3395,2420,3226,6101,6886,2123,2715,2670,2267,9465,5221,565
784,399,165,141,0,203,0,180,319,0,433,196,6,191,215
785,0,0,72,73,0,0,175,0,58,76,54,0,163,51
786,2452,1069,1251,0,1444,8,3481,0,1186,1427,1230,3,3499,1226
787,0,0,572,459,762,0,267,988,232,1042,434,0,1435,588
788,433,180,177,186,161,4,498,97,0,189,148,1,465,0
789,4026,2713,2248,2435,3454,3871,145,2356,2032,2462,1786,10014,3248,1640
790,340,254,165,318,289,0,554,147,177,107,0,0,400,180
791,132,55,52,60,0,0,125,67,59,66,63,0,166,56
792,2480,1221,832,687,1425,0,4490,1024,855,0,1375,10,3863,1062
793,2161,0,504,1652,567,0,1912,650,152,0,960,0,0,106
794,493,250,114,165,212,0,458,0,0,127,121,3,375,310
795,4297,2793,2092,2779,2823,6074,4092,3481,3103,2844,2889,2759,2791,0
796,214,192,312,171,0,0,317,219,246,74,347,0,542,110
797,179,62,75,77,40,0,175,60,49,59,57,0,185,66
798,4476,1085,921,866,1096,1,2992,1035,0,665,0,7,0,0
799,1035,741,889,0,79,0,2224,634,658,1144,781,0,1092,134
800,374,120,0,149,323,2,403,158,169,147,172,0,492,190
801,3278,2285,2041,2839,3049,6777,6409,1799,3389,2649,2819,3922,5712,2360
802,155,280,0,291,161,0,275,167,186,42,311,0,415,444
803,243,62,47,62,61,0,159,0,46,63,55,0,256,62
804,3020,1052,1038,822,684,11,2870,1201,0,1038,1027,10,2677,0
805,2287,114,525,59,0,0,0,667,794,0,304,0,238,1116
806,476,304,0,161,96,0,420,99,209,0,0,0,592,303
807,5870,1786,2839,3531,2336,2225,3726,1217,1800,2943,3160,6256,1739,2097
808,158,91,124,103,221,4,152,253,291,0,200,0,475,0
809,225,73,69,64,57,0,183,62,52,61,0,0,0,49
810,1915,939,982,1041,1035,0,3617,1175,1117,764,1179,0,3772,1079
811,1322,1049,802,1487,0,0,1352,1137,920,804,396,0,328,695
812,571,48,229,155,116,0,423,179,204,128,198,2,346,110
813,3918,1963,3408,2778,3553,14009,6944,3420,2640,3516,2329,0,6079,3200
814,394,167,0,227,145,1,482,224,233,252,144,0,183,0
815,185,65,22,62,60,0,243,67,36,39,55,0,0,67
816,0,1039,1141,951,1191,0,3153,920,975,961,1095,4,3951,0
817,1027,831,0,0,474,0,767,586,362,135,446,0,1719,70
818,335,269,0,175,0,4,282,0,241,156,328,1,402,283
819,3647,965,4205,3447,2596,0,4510,0,3760,2641,3512,9955,1977,1777
820,0,234,231,0,216,0,439,0,244,433,99,0,328,147
821,147,43,43,60,44,0,190,53,49,55,66,0,0,61
822,2552,1111,903,0,1364,7,0,1015,790,469,1117,0,3470,992
823,1890,351,1120,438,358,0,0,0,779,568,0,0,409,842
824,493,0,143,156,0,0,394,287,173,97,109,0,0,0
825,2196,2179,0,2552,1427,13753,3586,2180,0,0,1806,5341,3903,2136
826,215,141,154,303,210,3,562,37,280,0,129,0,243,198
827,0,56,49,0,44,0,183,61,57,75,55,0,151,68
828,3417,1068,1008,752,1182,0,0,1122,1258,666,921,4,3213,1167
829,0,516,539,1340,60,0,1488,0,273,596,200,0,483,710
830,537,287,175,206,0,2,523,141,157,92,48,0,422,0
831,0,0,2325,2559,2995,7301,0,0,2601,2526,0,4294,3681,917
832,374,247,53,128,282,0,337,0,132,74,160,0,366,289
833,162,57,54,64,58,0,186,65,42,63,62,0,125,52
834,3336,1104,1103,775,1201,0,3147,1025,0,1289,1597,0,4715,1017
835,1313,0,477,520,832,0,878,0,726,385,637,0,1386,315
836,400,230,130,152,73,0,483,83,222,158,200,0,546,82
837,2589,2380,2086,2046,3791,8766,3301,0,4089,3518,2857,3495,0,2297
838,243,169,241,446,199,3,0,220,360,418,255,0,401,277
839,162,48,37,70,47,0,180,54,57,74,49,0,219,0
840,4300,1091,674,876,1386,0,3719,1129,801,0,944,2,0,1054
841,255,1218,653,438,160,0,1432,0,1036,1641,320,0,969,0
842,522,0,226,0,246,5,548,203,118,187,185,3,474,65
843,0,3318,1968,2744,3650,0,3110,3052,3237,2791,3151,4320,6801,2081
844,472,148,310,0,259,2,125,276,0,88,104,0,339,121
845,172,68,51,58,56,0,136,0,53,46,70,0,225,64
846,2881,1243,1093,800,1185,0,5369,1194,918,1305,1389,4,3907,1253
847,1445,448,93,1140,337,0,0,661,783,0,359,0,0,760
848,488,260,178,144,123,0,551,0,188,144,217,1,423,211
849,5289,3356,2987,2650,1859,6212,1958,3002,2141,3118,1548,8194,5217,1461
850,518,211,215,96,247,3,464,167,195,54,135,3,331,94
851,0,49,0,75,56,0,224,62,53,61,57,0,115,53
852,2231,1055,1097,1231,1078,0,2796,1079,1540,1210,0,7,0,966
853,47,664,669,181,487,0,649,0,691,455,535,0,960,0
854,551,205,222,168,396,0,525,0,282,0,107,4,463,166
855,3319,0,1859,2764,1509,9551,4179,2497,2796,2672,2292,7256,5997,0
856,431,226,341,61,185,0,0,181,274,274,196,4,452,108
857,105,60,0,49,50,0,206,0,47,73,57,0,0,67
858,2969,1119,1071,1209,1334,0,4220,1094,916,709,1190,0,4357,1122
859,844,1254,570,645,0,0,893,400,844,1829,618,0,1690,642
860,643,192,0,118,290,2,480,154,189,143,186,4,392,157
861,4621,1485,2353,3268,1774,8723,4891,1101,0,2156,0,11712,4258,0
862,218,321,411,226,186,1,403,234,213,502,167,2,0,125
863,197,67,37,58,49,0,187,57,56,72,0,0,151,58
864,4840,936,795,768,889,0,3800,0,838,1334,0,0,1946,0
865,1175,1252,706,626,356,0,0,360,0,1165,613,0,1558,623
866,497,77,0,143,191,4,593,311,206,176,171,1,437,75
867,1616,840,1885,2729,0,10853,5542,2815,3554,0,1778,9841,4025,2228
868,208,172,118,211,191,0,133,223,206,282,116,0,303,248
869,0,0,0,53,70,0,162,56,51,60,54,0,206,0
870,2900,1114,1396,1042,1319,7,4262,1075,1096,1179,1670,0,1759,1017
871,116,955,0,312,220,0,1635,99,1238,0,89,0,0,1078
872,393,195,156,0,179,0,632,111,143,120,71,1,527,160
873,5546,1001,1841,3095,3822,3110,3783,1540,2307,2710,3054,2387,4355,3092
874,511,184,329,0,205,1,470,316,278,219,0,4,645,0
875,145,66,69,74,67,0,153,52,43,74,55,0,172,61
876,2751,978,1282,1062,1276,6,4020,1097,1200,981,1501,0,4951,1219
877,1069,932,588,1122,415,0,363,0,583,92,467,0,1550,342
878,531,15,305,177,0,0,371,373,162,154,28,1,472,155
879,3467,1870,2733,0,4296,6010,522,2119,2890,2625,1166,0,6223,2393
880,262,198,234,348,148,0,136,168,413,0,0,7,464,203
881,235,57,65,49,63,0,148,32,0,56,75,0,172,56
882,2236,1029,941,1222,1433,0,2631,1129,659,887,1115,3,2067,1109
883,0,644,289,0,0,0,1653,0,541,531,417,0,786,1070
884,542,226,166,133,0,1,422,245,40,129,270,2,451,367
885,7265,2723,2506,0,2680,13830,3290,0,2793,2980,2522,6870,2520,1272
886,656,309,0,357,261,0,205,243,142,0,237,6,548,190
887,188,53,62,55,57,0,148,47,74,55,61,0,205,57
888,2808,1020,1317,917,1094,8,0,1015,1102,972,951,0,2834,1031
889,1437,546,277,1060,106,0,0,496,462,673,491,0,1600,1635
890,449,148,268,137,255,2,458,205,55,94,267,0,542,0
891,6305,2960,0,2835,2441,5193,2567,2776,2707,2679,4569,8267,1848,2461
892,461,300,260,228,317,1,403,82,224,471,344,7,333,95
893,171,41,62,53,73,0,139,61,79,65,46,0,209,56
894,3024,1098,846,978,811,5,3579,1233,0,1240,1449,1,2523,0
895,1338,367,527,982,501,0,54,0,564,123,601,0,653,1061
896,396,215,118,111,144,3,416,320,229,159,382,0,0,316
897,4364,895,2046,2054,1810,0,4971,0,2341,3260,4763,5501,5273,1703
898,159,101,273,40,277,0,328,134,187,198,243,0,231,326
899,209,59,0,66,41,0,0,64,62,69,64,0,178,67
900,2509,1049,1234,1090,1516,0,3290,1115,1014,1210,985,10,4052,877
901,1233,625,296,448,743,0,0,1371,0,920,835,0,829,174
902,395,0,217,118,0,1,489,353,210,153,314,0,443,84
903,0,933,2425,3081,589,10763,5230,1384,2163,2845,2174,0,4399,2001
904,588,307,0,154,106,1,518,183,312,189,230,0,129,219
905,200,49,51,40,58,0,231,62,62,51,50,0,155,61
906,2845,1091,867,1045,0,3,2970,1289,897,1180,1315,0,4280,1016
907,1028,675,763,1063,187,0,168,1322,544,1540,818,0,240,159
908,375,216,223,173,168,0,642,287,262,194,98,0,487,203
909,2595,1883,3074,2506,5788,9214,1842,3305,2474,2954,902,3436,4269,2004
910,0,93,138,192,253,5,247,0,378,363,0,1,706,194
911,127,63,57,45,47,0,153,46,70,71,55,0,212,0
912,2859,1054,904,831,1393,6,4047,1046,587,1110,1052,5,3111,1122
913,887,377,342,1456,0,0,523,255,409,511,0,0,2439,75
914,509,344,336,0,71,1,513,189,0,189,190,0,547,271
915,4287,2573,3243,0,2320,10132,7097,0,2009,2546,3381,0,3733,3167
916,155,236,205,234,219,0,205,124,412,262,0,2,156,132
917,153,53,52,65,59,0,176,70,56,52,61,0,184,59
918,2937,1100,1162,1212,1120,3,0,0,547,1469,1425,0,2732,970
919,592,264,692,397,482,0,0,1013,409,422,256,0,693,1172
920,507,208,239,95,275,1,493,244,194,151,240,2,0,0
921,0,0,2171,3009,1401,8786,3520,1488,2420,2020,2210,12938,5170,4080
922,426,119,161,128,178,0,357,207,317,80,182,2,261,0
923,0,54,55,65,51,0,199,0,45,51,48,0,185,57
924,3054,1036,901,1172,1690,1,2078,951,1212,962,1345,0,2354,1167
925,664,374,601,735,720,0,2215,372,776,631,273,0,840,934
926,497,33,226,94,298,0,500,0,94,100,294,0,469,79
927,3637,2584,2137,2355,2591,6138,4996,2519,3184,3037,4252,5874,3202,1572
928,290,81,251,217,150,0,243,128,244,0,0,2,474,170
929,182,56,45,66,63,0,229,49,50,67,61,0,213,63
930,4425,1103,0,906,1409,1,2780,894,1020,887,931,4,3431,1170
931,0,0,0,0,436,0,1592,339,592,841,749,0,0,1068
932,398,123,163,0,114,0,517,187,139,168,207,0,485,393
933,4433,0,2624,2657,0,10636,4405,0,0,2366,2537,0,5574,1878
934,473,259,0,0,123,0,553,356,384,250,0,1,229,191
935,149,54,73,56,47,0,199,0,52,64,55,0,109,48
936,3602,925,1051,1196,1612,2,2830,1009,0,1462,1018,0,4555,1116
937,779,742,754,2,417,0,1227,1686,762,949,701,0,2435,1096
938,346,46,334,162,290,1,528,164,229,135,265,3,491,0
939,0,2174,0,2735,3740,6621,3538,1450,2533,2118,479,0,3435,2678
940,223,234,141,364,202,0,0,124,326,194,0,1,394,88
941,178,59,49,54,0,0,199,56,51,57,53,0,159,60
942,3412,0,1074,0,1108,14,4201,0,1048,880,0,0,3002,871
943,704,1239,784,1013,556,0,535,554,535,909,1065,0,0,961
944,449,238,136,145,302,1,374,288,183,152,192,2,444,56
945,4122,1520,3300,2468,2018,11569,4678,2669,2700,2532,3914,6113,5879,2723
946,642,188,0,203,215,0,251,223,251,432,187,0,465,321
947,193,0,64,0,56,0,146,66,68,81,60,0,160,63
948,2543,1186,1026,936,1323,0,2245,1100,1362,923,1182,9,3005,1299
949,1506,785,985,10,396,0,896,1042,1248,800,227,0,1160,536
950,499,274,290,97,294,2,399,0,260,0,131,0,0,50
951,0,3017,2452,3008,2657,7389,8223,2191,3144,2034,3815,3351,3513,2929
952,322,113,28,374,61,0,0,231,249,221,223,3,276,313
953,144,48,60,56,52,0,197,56,60,69,62,0,180,60
954,3865,1119,824,902,0,8,0,1048,1281,1340,1193,16,3258,1118
955,0,303,889,0,297,0,0,1265,437,429,780,0,2209,1052
956,401,115,0,141,160,0,413,53,247,173,0,6,525,132
957,2997,2477,2710,2815,2971,9785,5467,1791,3016,2744,2766,7543,4610,1975
958,0,188,250,405,156,0,374,0,238,172,221,0,133,249
959,186,58,54,0,64,0,190,0,65,46,54,0,235,68
960,3323,894,1023,680,1297,0,0,0,973,1156,937,4,1877,1009
961,1118,703,690,1320,412,0,688,0,824,581,643,0,463,994
962,448,199,0,142,303,2,529,137,189,146,144,2,0,201
963,4989,2387,2287,2773,1965,11071,5625,2540,2173,2358,3514,0,0,1555
964,467,373,27,279,217,1,594,311,142,131,184,0,0,139
965,107,0,45,39,54,0,170,47,36,54,53,0,96,53
966,0,958,832,1509,938,3,3766,999,0,956,1323,8,0,1025
967,793,128,784,632,0,0,0,278,403,1263,541,0,2651,559
968,468,124,195,168,292,1,414,281,148,139,231,3,499,131
969,2178,1775,2736,2910,2221,5965,5223,2131,2807,0,2736,9852,2073,2339
970,41,218,185,41,133,0,303,228,341,223,153,1,479,246
971,206,65,62,49,59,0,179,66,55,64,58,0,191,59
972,3341,1181,488,1090,1020,1,2266,811,798,1289,1269,0,2259,0
973,826,832,524,3,445,0,1507,540,234,956,327,0,1298,776
974,493,197,278,132,303,0,527,239,215,102,221,3,417,47
975,4516,1822,3885,3097,2423,12144,5522,2435,3124,3336,4154,0,5247,2128
976,0,259,271,101,144,1,398,324,373,239,270,0,229,175
977,0,42,44,71,50,0,169,48,59,50,67,0,162,50
978,3422,984,1056,1458,1348,11,3207,1252,1023,1037,1065,0,2647,1009
979,0,0,686,496,698,0,1182,1371,116,962,758,0,2389,176
980,420,87,219,140,75,1,491,239,280,118,91,5,424,268
981,5344,2452,3517,2521,576,9895,3480,2400,3334,3348,1850,10909,3757,2247
982,120,0,318,133,95,4,161,278,321,276,202,3,306,146
983,185,63,51,33,57,0,0,61,52,0,42,0,130,0
984,5192,1068,893,907,1183,7,2078,945,905,1414,0,1,3289,1001
985,0,316,360,1113,589,0,1435,1002,606,587,238,0,2799,685
986,451,174,214,186,374,0,463,253,0,177,181,0,0,139
987,3268,0,2849,2351,0,5637,0,2342,3228,2860,1451,7761,1021,1238
988,416,162,243,230,107,0,341,244,371,111,0,0,305,235
989,157,58,60,76,41,0,160,63,58,74,41,0,177,61
990,3410,1008,1089,817,1522,6,2733,1081,994,1401,1264,9,0,1039
991,0,803,615,947,312,0,1222,265,526,2069,771,0,596,779
992,443,236,167,0,381,0,549,70,265,0,166,3,500,173
