N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
581,171,53,50,59,45,0,152,57,42,0,69,0,0,58
582,3065,1042,0,768,1102,9,4438,1039,930,1023,0,4,1087,1172
583,1903,568,609,712,414,0,187,1286,197,0,417,0,858,1218
584,376,378,229,144,150,0,0,194,262,117,99,0,409,131
585,3081,1734,2867,3029,3857,8388,4112,1609,2809,2211,4269,7776,4747,1662
586,256,302,328,0,145,0,187,0,173,23,264,0,297,244
587,153,0,46,66,56,0,248,55,55,52,57,0,192,63
588,2872,1236,649,939,1270,0,2789,1140,1313,1392,1192,0,4513,1239
589,1077,472,893,943,359,0,684,589,653,1083,561,0,452,587
590,502,238,233,154,226,4,487,207,218,167,272,3,0,279
591,5650,2716,3125,2317,2570,7535,2603,3238,2436,3135,2543,0,3017,1695
592,213,150,192,349,174,1,181,0,169,0,172,0,226,263
593,171,62,51,73,0,0,202,56,42,46,54,0,219,53
594,3281,1083,1013,791,1374,0,2788,1195,1040,1021,1242,0,0,1156
595,1262,614,554,42,380,0,1420,489,591,0,0,0,0,249
596,411,222,289,152,84,0,585,166,0,133,246,1,416,167
597,3529,3792,2245,3002,3586,7394,1973,3185,2942,2757,0,3911,3591,1499
598,48,66,266,0,149,0,469,234,225,119,282,0,453,311
599,180,51,65,71,62,0,183,64,39,71,65,0,163,68
600,5618,0,1317,996,1445,0,2908,1221,545,1201,1111,4,0,1063
601,659,476,0,249,571,0,712,705,0,956,610,0,0,299
602,388,62,208,148,0,0,455,106,0,104,22,0,365,132
603,0,3697,2137,2503,4088,2456,0,2372,2925,2271,2814,11493,4956,2935
604,0,254,0,0,232,9,393,262,360,0,255,0,0,131
605,220,57,61,44,73,0,202,0,60,54,64,0,169,68
606,3404,1046,897,838,1096,5,3339,1119,1150,1233,1077,7,2309,1026
607,570,803,0,28,639,0,752,374,1104,405,665,0,1996,0
608,416,427,246,168,214,0,489,114,109,79,0,0,354,54
609,2385,2764,3028,2466,0,2657,3903,2996,1833,2602,1395,0,4109,1875
610,195,130,390,0,296,2,436,133,303,187,0,1,308,118
611,187,68,81,67,68,0,171,62,49,78,41,0,196,65
612,2128,934,698,937,1034,3,3419,1065,906,844,1261,6,2913,913
613,0,1660,558,1193,716,0,42,300,863,237,224,0,1072,0
614,438,156,235,135,109,3,0,307,118,0,301,0,323,48
615,4728,2043,3110,2898,3688,5099,4429,1909,3184,2830,2182,0,4237,1994
616,222,0,0,196,315,0,258,0,349,59,140,6,293,205
617,0,47,47,58,54,0,150,54,76,64,49,0,0,59
618,3086,1034,1143,787,0,0,3062,1022,912,1081,1203,1,2141,1250
619,0,676,1156,0,452,0,1163,0,745,92,829,0,3207,0
620,504,358,145,144,286,2,376,417,81,134,113,0,422,320
621,2275,2397,2817,2834,5371,8038,0,2163,3295,0,3381,5064,4365,1762
622,161,213,158,70,227,0,335,194,302,256,189,3,341,0
623,162,61,67,40,60,0,171,63,50,61,64,0,219,50
624,3046,1119,875,1037,1025,0,2096,1156,792,820,1391,1,2435,1197
625,0,257,134,345,712,0,0,0,507,459,340,0,984,959
626,410,186,196,95,284,5,568,79,158,192,0,0,342,242
627,2167,2928,2608,2473,2632,7263,1060,1883,1046,3486,2835,7517,3763,1996
628,415,179,189,57,266,0,558,177,0,240,0,0,228,248
629,151,56,48,83,71,0,177,59,57,77,55,0,176,0
630,2727,1031,962,1087,0,11,2950,1103,808,917,974,2,2502,1105
631,1474,0,720,0,687,0,0,1304,612,781,65,0,0,1259
632,497,127,174,179,234,0,517,242,217,122,206,0,467,271
633,4815,2092,3602,3324,4808,7627,0,2783,4055,2747,2486,9308,5803,2008
634,608,64,228,0,195,0,320,141,94,79,214,1,196,0
635,202,52,43,54,48,0,217,50,40,0,0,0,121,49
636,0,984,1167,0,1318,6,3691,1089,1082,0,1098,10,0,1198
637,1709,1211,562,602,278,0,0,108,0,864,409,0,489,242
638,540,142,312,182,245,0,515,150,256,175,141,2,414,394
639,2912,953,3514,2848,2806,7014,6849,0,2595,3475,0,10841,4625,1055
640,186,322,269,211,160,0,747,244,304,221,191,0,291,358
641,0,66,65,57,65,0,170,0,0,67,55,0,149,50
642,2245,0,967,1119,1133,6,2870,863,1016,1239,1241,12,4412,1225
643,0,371,263,1275,262,0,1131,403,495,1031,121,0,0,812
644,513,126,208,0,287,5,538,111,138,122,0,0,477,116
645,5315,2450,2365,3153,2356,9611,5412,2312,3569,3006,1414,5727,3388,2682
646,327,0,185,237,72,1,326,270,340,322,254,0,374,140
647,205,57,53,52,31,0,192,51,84,52,50,0,141,51
648,2050,1040,1036,457,1157,3,2774,1027,1179,1437,1259,0,3314,1087
649,1992,889,449,0,622,0,1033,20,327,495,527,0,1139,882
650,381,223,216,127,99,0,0,176,61,154,157,0,507,187
651,4650,1892,2754,2841,3394,2671,2270,2177,2425,0,4194,10528,5141,1614
652,153,158,271,115,0,1,462,31,156,197,252,0,478,0
653,214,60,0,57,48,0,187,50,50,42,67,0,167,58
654,3704,1017,1158,1209,1119,9,2968,1086,924,0,1121,0,4234,966
655,176,1089,737,32,586,0,0,768,787,882,311,0,1716,1357
656,466,113,262,152,237,4,293,189,196,109,0,0,472,83
657,4725,2745,3379,2706,2024,9494,3936,0,2725,2915,0,9309,5029,1902
658,548,167,0,0,201,7,397,62,250,179,0,0,181,222
659,191,69,61,66,64,0,0,52,0,61,50,0,145,56
660,2664,1013,776,1031,1034,2,1976,1038,878,857,1002,2,3009,930
661,2041,460,554,1003,7,0,485,750,637,575,171,0,1580,520
662,411,334,83,167,247,0,0,289,246,157,272,0,548,0
663,4731,1836,2168,2786,2666,5606,4317,1877,1887,2578,3037,2706,0,0
664,139,90,357,97,0,0,251,226,87,97,0,0,294,313
665,205,59,50,0,60,0,144,65,68,77,58,0,170,61
666,3890,1023,1300,1112,1122,0,3111,1363,917,1039,1287,0,4310,894
667,592,553,774,0,547,0,182,366,855,0,909,0,1964,1979
668,490,282,267,177,76,3,467,225,145,170,321,0,470,199
669,3219,2487,2521,3131,4090,7792,2695,2289,2486,2812,2644,7096,3901,2188
670,293,226,132,432,145,4,358,188,0,354,57,4,392,234
671,191,67,61,51,56,0,199,55,38,0,60,0,224,72
672,3124,989,1165,855,1360,10,0,1141,1156,770,1300,5,2954,1076
673,1378,1053,365,879,0,0,393,498,524,154,0,0,1554,734
674,0,147,136,105,287,2,539,275,275,140,207,0,462,229
675,3406,2034,2592,2665,0,0,305,2665,2912,2414,4573,3800,0,2591
676,307,234,0,439,162,2,99,160,299,137,229,11,298,267
677,191,49,53,57,64,0,0,0,28,58,62,0,162,48
678,4177,1070,1036,1216,0,11,2876,1039,890,918,1345,0,2172,1097
679,0,1034,752,578,0,0,1954,396,149,802,918,0,251,376
680,456,136,187,152,395,0,0,0,242,150,160,0,544,140
681,5461,2856,2830,3033,0,11494,0,80,2571,2516,2265,9228,4483,0
682,396,356,228,213,78,0,403,261,258,257,164,0,302,221
683,140,70,64,49,44,0,127,60,36,82,58,0,123,78
684,0,967,1068,919,1342,1,2755,1027,1332,1064,1407,0,2808,0
685,0,1553,669,242,0,0,1122,1116,787,0,311,0,107,0
686,507,0,0,124,245,0,596,77,88,187,0,2,417,175
687,4808,2956,2440,2742,1750,11599,3741,2882,1804,0,3992,6865,3492,3161
688,301,186,288,206,193,0,726,191,280,177,190,0,575,133
689,150,0,58,72,58,0,195,59,40,77,68,0,194,64
690,5053,968,673,1113,795,3,3381,1302,743,1342,1078,7,3764,1077
691,483,586,440,454,584,0,0,1004,572,875,66,0,467,0
692,392,237,114,143,200,4,465,0,224,117,254,0,528,155
693,2275,1700,3092,3239,1610,9295,3897,2777,2224,2981,1390,4229,0,2353
694,83,399,245,318,100,0,158,230,225,274,200,4,628,0
695,157,67,47,60,40,0,205,49,62,63,66,0,129,49
696,2352,1153,0,1046,1137,0,3234,1150,1075,0,1425,0,3818,1156
697,1245,0,339,0,556,0,139,867,386,0,1077,0,994,0
698,492,258,0,134,281,4,416,372,186,150,221,1,398,0
699,2886,2339,3458,0,2806,5457,1117,0,1780,2776,1822,3706,6000,2134
700,417,260,314,87,340,0,393,407,0,317,284,0,512,252
701,171,73,43,44,57,0,186,61,68,59,73,0,174,62
702,2413,1074,1122,1243,1165,3,4156,965,1225,0,1177,2,2933,917
703,1264,311,804,0,474,0,0,1244,598,831,739,0,0,374
704,518,197,271,146,281,3,417,168,151,101,360,2,367,217
705,2998,1939,2998,2876,2395,14471,0,2717,2662,2540,4652,12021,6274,2089
706,269,208,291,129,220,0,0,272,211,254,0,0,485,328
707,229,52,56,72,78,0,163,0,60,68,0,0,163,51
708,3682,1109,1002,1103,0,0,3333,1016,1286,870,1159,8,3651,1105
709,716,1831,597,678,343,0,983,317,688,1050,709,0,1701,558
710,367,83,92,152,244,2,0,0,217,134,225,0,471,78
711,2806,1877,2004,2888,4634,5118,4533,2162,0,2645,2482,1958,3907,1871
712,709,27,355,452,188,5,0,0,177,65,250,0,307,0
713,148,68,84,79,71,0,199,67,53,0,0,0,0,69
714,1482,1001,1165,776,1323,11,3067,1139,1216,926,0,0,0,1070
715,587,966,971,1029,14,0,1449,1435,1000,1073,387,0,704,0
716,347,205,191,137,271,0,459,88,0,153,253,0,393,381
717,0,0,3135,3115,3613,0,4336,2508,2653,2356,4046,4314,3170,2809
718,159,212,96,207,167,3,484,347,239,380,137,2,595,308
719,207,61,42,72,57,0,180,0,36,53,52,0,145,42
720,3076,1148,1017,1033,1263,3,2715,1123,951,725,0,0,3217,1036
721,870,1809,427,476,394,0,1563,582,0,156,115,0,0,593
722,415,167,172,165,0,4,545,332,116,151,250,0,388,104
723,3802,2136,2496,2695,1580,5619,577,2279,3036,2786,4691,5685,1289,2369
724,322,261,283,324,138,4,268,103,436,0,172,0,239,158
725,172,62,75,54,47,0,160,66,29,59,44,0,148,50
726,3536,1087,0,1175,1161,8,2548,1113,0,1322,0,0,2964,1202
727,1628,674,386,0,759,0,1919,835,309,113,110,0,0,121
728,622,0,157,180,299,2,513,162,202,125,278,1,463,66
729,3556,2977,3189,2607,4074,4399,2612,2240,2403,2845,2722,0,2698,2069
730,392,150,351,100,68,0,332,235,253,183,131,3,393,245
731,244,51,55,59,44,0,175,64,70,53,68,0,132,65
732,4089,1034,1211,0,1131,3,2814,1041,658,1012,606,0,4546,0
733,853,0,469,97,710,0,611,0,966,946,84,0,1952,0
734,370,208,100,164,162,0,441,149,0,105,258,3,406,180
735,4618,1928,0,2747,1343,5818,3885,1853,2871,3190,2003,0,4129,1505
736,562,297,332,579,239,0,0,347,173,0,282,0,241,46
737,161,64,38,0,66,0,157,67,61,64,61,0,169,59
738,2762,988,1003,0,962,7,2595,1184,1083,1228,1225,0,3981,1022
739,1075,0,641,589,0,0,2360,0,792,861,254,0,0,691
740,518,241,149,152,112,2,481,199,118,184,372,0,504,75
741,3610,2849,3608,2731,1958,2770,4792,3162,2077,2551,2056,10981,3483,1988
742,0,158,347,294,300,1,172,224,83,262,127,0,568,0
743,171,0,53,68,62,0,155,57,61,58,59,0,150,55
744,2785,1124,1283,0,1299,0,2658,1213,939,1009,1129,5,2362,1046
745,2029,572,690,488,389,0,1085,916,1004,762,319,0,1027,1200
746,530,192,204,130,275,0,0,81,213,167,386,0,409,284
747,1744,2758,2895,0,0,8108,1332,1548,2535,2541,1936,9243,85,2347
748,332,233,0,501,130,2,362,266,0,0,124,0,339,194
749,210,62,57,68,50,0,167,49,51,71,0,0,147,62
750,2281,1015,1249,894,791,0,2941,968,0,1318,1170,0,2997,983
751,2058,1510,827,746,844,0,742,533,423,538,1173,0,826,0
752,397,34,138,0,152,0,387,258,116,145,251,3,354,233
753,2611,3089,2539,3260,2078,14335,3185,2978,2723,2615,1533,5628,0,2080
754,461,162,194,482,160,0,0,127,202,0,321,2,409,226
755,134,64,51,59,59,0,0,56,60,83,67,0,0,46
756,3146,0,1017,1419,1341,0,2853,984,961,1250,1189,8,4962,1020
757,657,833,598,0,104,0,332,506,317,621,399,0,656,711
758,499,139,224,118,221,0,513,111,235,135,109,0,419,125
759,4938,2730,2985,2794,1783,6024,0,3167,2834,2949,3135,10733,5497,1952
760,390,139,245,278,188,0,199,183,229,363,250,1,392,184
761,162,55,60,52,38,0,0,0,0,68,66,0,173,58
762,2384,1128,1177,1247,1427,0,3489,991,881,1515,1020,0,3350,1081
763,406,0,381,424,23,0,116,561,847,1404,28,0,564,0
764,481,236,212,164,0,2,427,129,160,166,227,0,386,178
765,0,2722,2734,2966,1804,6053,0,0,2487,2622,1871,13789,3440,1294
766,125,196,0,237,117,0,586,233,207,88,222,0,493,311
767,204,61,50,75,71,0,175,52,51,51,65,0,186,52
768,2715,914,911,1158,1593,19,0,1105,751,1217,0,10,3341,1145
769,0,1041,422,86,231,0,329,453,534,236,268,0,715,728
770,532,247,162,152,202,0,442,218,195,159,0,6,461,101
771,0,2356,2244,2783,3518,8498,3134,1760,2764,3148,1904,4612,3258,2177
772,450,0,0,0,0,2,580,258,312,211,0,6,441,120
773,184,61,50,60,53,0,205,63,55,65,49,0,132,62
774,0,1138,1264,947,1300,0,3021,1107,1094,834,1037,0,4727,984
775,86,0,755,868,414,0,1714,1002,357,1067,645,0,802,1345
776,0,126,197,191,381,0,459,179,197,209,318,2,396,128
777,7597,1882,2596,3000,2469,9374,2512,3464,1903,2871,0,4851,3794,1866
778,186,0,220,0,128,5,186,179,418,452,286,1,378,218
779,148,67,43,65,50,0,169,56,41,75,63,0,223,48
780,2518,983,925,1130,993,9,3153,1077,926,771,1378,7,4095,1103
781,811,814,514,462,0,0,0,413,8,798,79,0,1479,406
782,470,121,215,165,204,0,0,114,257,152,206,0,437,226
783,2386,2483,0,0,3909,7415,4144,2666,1871,2952,2602,7581,2674,1942
784,472,101,0,0,190,5,366,214,266,289,233,0,243,57
785,160,62,52,63,0,0,178,58,44,66,41,0,161,62
786,3697,1031,664,923,1315,0,3549,857,752,0,1272,0,3780,960
787,1531,464,615,1396,786,0,929,666,726,689,162,0,0,675
788,407,120,192,0,310,4,417,341,150,120,4,0,550,113
789,2056,1809,2344,2907,1909,12537,2016,2518,2930,2836,2378,3219,4277,1135
790,294,218,139,516,250,0,0,186,346,0,157,0,379,150
791,186,59,62,66,55,0,211,64,0,67,59,0,129,62
792,2102,0,1134,1043,923,0,2187,1148,0,1026,1177,0,3700,1320
793,1649,168,942,0,270,0,621,1163,994,920,355,0,718,554
794,592,235,199,171,251,0,511,327,253,188,201,4,448,175
795,1597,2262,0,1958,3346,9680,940,2625,2544,2333,3140,5318,2147,2165
796,142,0,228,388,0,0,140,95,131,118,154,8,192,296
797,149,51,68,50,66,0,256,49,48,66,55,0,167,46
798,4232,1038,1047,1073,0,0,3326,1111,1031,0,1394,17,3402,1091
799,0,0,498,447,521,0,0,1259,687,1209,657,0,1642,0
800,439,141,0,0,278,2,518,48,118,137,0,0,409,137
801,0,2554,1777,3011,3059,9127,5450,1997,2549,2449,1781,3226,4521,1692
802,0,265,237,350,290,0,442,314,0,0,208,0,408,183
803,162,73,46,56,60,0,211,51,41,0,39,0,186,69
804,2403,1217,1248,736,1376,5,2602,1079,1029,878,974,5,3155,1000
805,1831,0,493,1156,606,0,739,709,412,260,484,0,1069,0
806,471,0,231,169,378,1,618,239,194,170,0,3,495,0
807,2625,2628,2554,0,2628,7113,3571,0,2732,3170,0,1601,0,1854
808,308,34,379,366,258,0,256,213,207,236,115,3,0,215
809,203,55,56,61,65,0,205,62,55,78,64,0,202,59
810,2964,1073,679,1242,0,0,3212,1137,993,1208,1444,6,2434,1144
811,355,749,751,2130,698,0,195,0,836,373,439,0,2635,859
812,425,368,126,151,186,0,504,121,166,192,140,0,0,213
813,5319,1744,3474,3014,2500,1587,4410,2826,2210,2130,1284,10005,3529,2631
814,271,175,332,109,207,6,410,148,277,82,35,5,324,147
815,203,60,66,60,62,0,184,62,0,44,0,0,126,63
816,2139,1112,783,1602,1400,0,2942,1184,1410,806,986,0,4209,1222
817,584,198,907,988,0,0,1778,893,776,0,711,0,159,300
818,480,198,312,0,181,0,533,277,225,117,206,1,510,0
819,0,0,2909,3246,4113,0,3377,2121,2776,2885,3414,11068,2557,1471
820,433,200,315,213,191,1,483,259,223,75,264,0,392,275
821,206,0,45,72,43,0,0,49,38,67,49,0,118,66
822,3524,1193,1247,837,1708,5,2130,1129,1210,0,904,0,5311,0
823,3,207,535,1116,0,0,845,457,397,475,0,0,786,1077
824,476,175,115,154,286,0,510,108,276,212,0,2,399,0
825,5033,2769,2795,2820,2374,12206,2735,3136,2884,2317,3091,0,0,0
826,677,98,124,0,209,2,449,113,316,109,369,0,323,181
827,188,47,39,65,0,0,138,59,49,56,32,0,189,58
828,2421,1142,1006,0,1229,16,2823,1054,739,1281,1387,9,0,834
829,0,0,943,1170,0,0,1236,739,754,1675,239,0,2048,0
830,531,203,236,0,176,0,452,288,266,133,0,0,420,182
831,1072,2476,2650,2318,1048,0,5477,2038,2155,2898,2427,6002,2550,2291
832,0,280,258,243,242,6,257,253,265,212,214,0,69,213
833,209,62,61,82,53,0,162,58,74,58,64,0,0,0
834,5066,974,1101,1615,1251,0,0,867,1370,702,1265,0,1862,1214
835,1082,36,218,725,559,0,557,1188,881,719,355,0,1204,14
836,485,247,148,141,0,5,420,75,0,149,155,0,472,232
837,4949,2026,2824,3216,3718,0,194,2091,2371,2637,3296,7438,4517,2389
838,513,188,294,0,316,1,338,131,155,53,246,2,277,0
839,164,53,32,68,60,0,208,57,40,56,48,0,126,61
840,2652,1177,773,904,814,10,2308,1112,1009,918,669,6,2657,1099
841,1048,82,877,1128,163,0,1703,758,346,444,424,0,0,422
842,426,109,262,193,403,2,478,250,106,146,306,0,479,0
843,3076,2943,2565,3165,2330,6003,6603,2109,3177,2755,1868,3234,2493,1757
844,227,232,272,0,234,0,285,170,183,222,92,0,516,129
845,202,57,48,63,68,0,159,60,38,69,0,0,157,51
846,2707,1103,0,943,1330,6,3417,1108,1228,0,1296,0,2584,1063
847,608,400,614,681,380,0,973,0,920,623,666,0,0,152
848,459,59,0,175,165,4,454,253,188,121,128,3,423,0
849,5141,0,0,2811,0,3762,0,2024,2597,2608,2344,0,5408,2150
850,277,125,371,155,267,0,362,162,295,384,0,2,0,74
851,175,59,58,67,56,0,155,0,45,76,51,0,176,58
852,4243,975,0,1192,0,0,2593,897,1099,1076,1162,0,4535,1033
853,1848,224,502,0,0,0,1095,471,533,474,399,0,1307,0
854,412,328,0,126,149,1,0,217,163,156,133,0,510,178
855,4449,2659,1663,2336,2741,8641,6573,2593,2209,2463,2466,9561,3284,2749
856,289,0,191,361,307,1,281,108,351,119,147,0,710,18
857,233,49,46,69,46,0,178,59,60,61,0,0,173,61
858,3732,1079,964,1296,1382,2,1914,1169,633,0,1218,2,3441,0
859,830,625,418,784,79,0,723,543,264,601,633,0,882,0
860,622,0,151,0,217,0,534,79,262,98,250,0,583,121
861,3442,0,1953,3095,217,10169,2631,2013,2409,3363,3341,5529,1184,1668
862,390,110,223,241,283,0,252,229,131,0,132,2,119,302
863,151,58,45,75,36,0,181,61,62,64,66,0,0,61
864,4416,1061,909,1116,1065,7,2440,886,0,865,1191,0,0,0
865,1249,716,825,475,310,0,2413,500,1240,785,1300,0,1333,858
866,517,131,291,167,200,0,480,0,293,143,258,3,389,240
867,2295,0,2351,3128,2886,3176,4776,2293,2294,2699,2615,10767,4064,0
868,601,149,285,0,54,0,0,102,272,0,93,5,350,286
869,129,44,61,78,50,0,202,52,0,58,0,0,213,58
870,2338,1068,998,1026,1055,0,4247,966,1091,1232,1175,0,0,0
871,2671,581,269,467,644,0,1669,612,0,831,0,0,387,857
872,438,54,242,137,412,0,458,41,286,142,326,0,414,0
873,4957,2760,3398,0,1159,6979,3844,1964,0,2706,3510,8184,3563,2028
874,349,272,0,143,167,6,249,0,334,340,203,1,132,244
875,139,40,65,75,59,0,175,73,56,58,60,0,163,0
876,2168,1091,0,987,1247,3,2845,1366,1006,1264,1025,19,1867,998
877,1164,0,272,389,487,0,1239,825,0,1090,14,0,13,661
878,496,0,94,174,335,0,529,174,258,136,288,0,303,0
879,0,1918,3273,3304,2361,3750,4474,2624,2646,2819,0,3181,4329,0
880,0,188,281,65,166,2,436,0,295,0,142,6,301,247
881,175,70,56,74,51,0,139,62,40,0,0,0,192,58
882,2092,1068,1263,1275,1195,7,2892,1188,975,898,1345,12,2942,1105
883,414,0,13,457,542,0,209,0,741,777,547,0,831,0
884,389,185,184,0,235,4,390,110,219,106,285,2,463,257
885,3659,2273,2228,2479,3644,11085,3549,2769,3473,3073,0,9373,1272,1773
886,635,202,259,394,94,2,215,128,43,183,230,2,212,133
887,242,67,58,46,61,0,231,53,45,69,40,0,192,56
888,4032,1082,0,856,763,3,1643,1224,841,1223,1233,8,3730,0
889,503,15,711,404,61,0,916,374,548,768,361,0,949,1143
890,382,249,0,144,270,4,402,135,208,90,277,0,447,175
891,6685,2464,3139,3070,0,3774,1505,731,0,2469,3145,3420,6529,2659
892,327,0,206,215,202,0,376,194,147,74,272,0,360,248
893,176,0,49,84,50,0,186,0,0,53,44,0,133,63
894,4427,1189,815,1011,1097,0,3168,1073,836,742,0,0,2798,1269
895,0,640,518,1466,946,0,2811,1336,486,680,536,0,1697,761
896,576,161,255,189,141,0,464,0,162,161,237,0,489,335
897,6173,2684,0,3086,0,905,5028,2650,3384,2077,1728,0,5856,2791
898,169,253,279,160,85,0,282,92,0,252,60,0,540,187
899,207,58,61,54,47,0,200,64,54,51,60,0,204,54
900,0,1119,687,972,1279,0,3636,0,0,1359,1442,3,3051,1055
901,743,20,220,654,1104,0,1062,996,685,1056,467,0,950,460
902,432,207,0,218,215,1,395,344,112,142,368,0,577,115
903,2196,2863,3080,0,4821,0,3374,3074,1892,3533,3286,8170,4155,3539
904,367,295,258,247,247,1,24,218,154,0,166,0,257,389
905,167,0,39,57,66,0,193,60,52,63,61,0,221,45
906,2666,1027,706,1171,1158,0,598,866,1359,922,998,12,0,963
907,0,854,609,1291,412,0,250,836,839,0,811,0,1514,1022
908,445,271,196,167,0,2,548,0,200,167,172,0,518,169
909,3237,1129,3324,0,945,2975,0,2469,2779,2813,4414,10754,2158,1817
910,0,214,0,301,0,0,0,57,417,147,260,0,266,201
911,198,56,57,64,0,0,232,57,47,85,60,0,152,53
912,3802,1064,847,800,1358,7,3683,1109,1288,832,922,1,3293,1120
913,1148,699,0,1496,0,0,0,0,218,226,988,0,1560,297
914,402,124,179,157,58,0,501,111,231,160,0,0,526,179
915,6402,2230,3087,3116,903,7414,4049,2564,986,2522,2275,3961,3372,2555
916,559,167,0,127,115,4,156,147,242,132,0,0,561,122
917,200,59,61,69,58,0,192,0,74,65,66,0,0,67
918,3874,1236,1137,691,1516,0,2764,887,960,0,802,0,1984,0
919,329,558,998,238,449,0,1997,61,596,380,608,0,1306,847
920,491,0,163,0,255,2,628,257,119,161,294,1,318,290
921,1145,2348,2566,2709,3296,10093,3792,0,3050,2104,2323,8390,3944,1784
922,457,186,215,136,286,2,185,170,315,28,156,5,693,134
923,0,59,33,61,55,0,173,61,43,50,72,0,160,55
924,0,1210,1200,0,871,5,0,1076,1062,1191,1237,13,2796,929
925,1798,403,733,139,241,0,0,175,636,0,687,0,1327,0
926,477,202,164,127,0,1,448,243,175,191,169,1,410,154
927,4594,2819,0,0,3698,12275,2671,3215,2412,3396,4722,0,3699,2396
928,354,160,189,0,140,0,319,223,0,132,85,0,225,288
929,175,61,52,57,58,0,256,39,30,0,0,0,178,64
930,1888,0,1316,986,1011,3,2164,1127,610,880,965,0,3006,1148
931,2600,326,972,0,604,0,0,945,905,1247,776,0,737,480
932,0,70,163,141,0,1,458,192,132,166,154,0,459,0
933,2302,2728,1945,2869,3409,6848,3612,2759,3179,3164,1212,0,2130,1935
934,362,183,210,0,186,0,240,252,230,241,289,2,349,136
935,167,69,55,73,66,0,166,48,50,39,46,0,231,57
936,3727,0,1016,895,774,15,2290,1036,0,1045,1225,3,3625,1177
937,999,0,948,248,305,0,1000,1165,0,0,295,0,1450,836
938,487,0,0,124,0,3,0,197,249,105,0,1,454,163
939,4235,2078,2718,2646,1729,0,5156,3057,2057,0,2528,5768,2601,1640
940,288,248,95,43,289,3,509,263,330,141,43,2,390,0
941,154,60,57,76,47,0,168,65,60,0,60,0,165,51
942,1427,1058,1048,1102,1398,0,2224,0,1500,921,1583,4,2299,997
943,1794,1155,488,0,409,0,2397,1538,443,373,0,0,0,1367
944,476,264,270,0,500,2,448,339,195,147,134,0,423,132
945,3490,3442,3494,3155,1924,3626,0,2672,2639,2829,2485,5505,4388,2670
946,445,125,202,197,150,7,448,173,212,0,186,0,265,111
947,0,55,46,66,54,0,190,54,61,43,48,0,185,62
948,2229,1063,1298,611,1006,8,0,1066,899,784,1341,6,2527,1004
949,959,0,855,630,568,0,1300,1318,1022,0,194,0,867,187
950,0,0,213,0,126,0,503,136,0,182,95,1,426,272
951,2389,2061,2909,2977,3352,18470,3780,1819,2301,0,0,9115,0,0
952,219,279,143,211,266,0,0,187,192,161,0,0,162,129
953,174,55,55,74,57,0,94,55,64,77,57,0,128,61
954,3975,982,810,1301,1064,0,0,1003,0,803,1038,14,4217,1004
955,1003,0,864,0,828,0,831,726,690,1335,399,0,657,594
956,492,108,211,138,142,2,499,0,345,123,163,1,0,363
957,4049,2484,3349,2447,1228,7188,3151,0,2292,3193,3012,2786,2503,2292
958,469,320,234,494,102,0,351,154,254,544,234,5,248,198
959,201,52,71,70,58,0,168,50,55,49,41,0,153,63
960,4079,932,955,1418,1250,11,2269,0,1248,1396,1457,0,3885,983
961,1183,617,759,932,840,0,2403,741,869,0,701,0,1459,751
962,590,162,228,162,423,1,474,38,0,0,125,6,354,0
963,3752,2886,2132,2931,0,9291,4036,2121,1251,2764,3311,5842,3378,2313
964,573,48,211,316,140,0,395,219,149,263,170,0,391,137
965,199,59,67,72,58,0,174,64,0,74,0,0,220,53
966,3584,0,942,1187,0,10,2143,1000,1491,1052,1592,9,4204,1123
967,935,625,592,746,408,0,644,1174,591,431,773,0,511,137
968,595,57,135,110,221,0,410,305,229,134,248,1,553,0
969,3198,1592,3359,0,0,5681,1924,0,2428,2761,3860,13791,5511,658
970,470,277,238,101,0,1,301,265,0,222,209,0,199,0
971,121,0,46,0,57,0,135,53,57,71,50,0,186,49
972,1713,937,979,820,1301,3,4118,1211,732,965,1168,0,4162,1090
973,746,453,604,1083,731,0,340,585,454,77,518,0,2269,584
974,499,458,340,95,133,0,408,263,169,173,137,0,357,0
975,4475,2328,2003,3078,0,10867,4533,2817,2798,3016,4510,6805,4688,2094
976,445,132,260,314,219,0,526,261,209,259,33,5,375,134
977,0,63,0,71,45,0,214,65,0,84,63,0,187,64
978,3348,0,964,940,1221,7,3102,1136,704,1212,0,0,4243,968
979,1946,161,309,2008,1030,0,1311,747,501,329,436,0,1282,26
980,380,0,0,166,107,2,474,0,270,161,305,2,368,142
981,2959,3051,3029,2595,3053,4978,2074,1967,2309,2490,2514,6488,0,788
982,522,0,360,0,287,0,100,284,240,135,73,1,0,295
983,0,69,37,46,58,0,0,52,0,59,56,0,140,50
984,2826,0,660,1332,860,9,0,0,0,1225,1209,5,4639,0
985,1275,0,476,983,0,0,1117,704,925,613,442,0,0,0
986,548,0,181,167,195,2,362,0,0,117,366,0,496,393
987,5119,1841,2230,3591,1816,5676,0,2219,2861,2538,0,8831,2838,2627
988,155,0,219,143,118,0,199,137,394,59,321,0,293,306
989,171,58,0,75,30,0,175,58,61,61,0,0,0,59
990,3530,1296,914,1079,1350,0,2712,1045,929,1118,1129,7,3154,1240
991,1099,1248,459,0,95,0,357,249,760,684,680,0,1318,248
992,506,208,231,124,282,0,321,0,219,130,168,0,497,192
