N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
581,182,0,62,66,67,0,212,44,54,52,58,0,143,61
582,4095,1098,927,767,1358,0,2219,948,1200,1092,1367,11,2031,1157
583,456,609,683,810,0,0,925,449,0,198,273,0,1919,389
584,488,197,162,147,125,2,440,167,174,117,294,0,515,153
585,1587,2100,2005,2716,4274,8389,4216,1725,1828,0,1869,14923,5473,2355
586,479,481,383,0,197,2,161,224,210,343,301,1,265,178
587,169,56,36,73,70,0,246,62,39,0,59,0,132,63
588,4189,1322,1131,1187,1332,0,3092,1141,1204,672,0,0,1138,1108
589,365,471,338,0,70,0,0,1428,0,1158,336,0,313,75
590,484,192,193,125,209,0,0,90,268,112,91,1,0,256
591,4984,1710,2330,2659,3795,9666,5074,2462,3317,2903,3302,1870,0,1901
592,228,104,0,0,208,0,127,203,253,387,111,0,0,303
593,138,66,0,55,58,0,109,72,45,0,48,0,142,62
594,4166,1206,1169,0,1136,7,3630,1113,1088,810,1021,7,4077,1050
595,1531,335,516,0,519,0,1278,0,1304,595,554,0,2197,657
596,419,219,157,154,205,0,0,153,0,156,375,0,538,207
597,2318,2301,2958,3231,1154,0,0,2771,2093,2839,2950,10518,3788,2106
598,401,197,278,169,96,0,243,170,264,141,301,1,216,189
599,148,56,52,0,60,0,0,67,32,54,55,0,203,55
600,4033,1055,1100,910,1384,0,3322,1092,1101,1054,973,0,3197,979
601,1339,287,845,0,344,0,0,0,672,523,0,0,636,897
602,381,144,105,173,149,0,497,93,196,125,328,3,506,134
603,4069,2123,2405,2934,2421,7102,0,2103,2649,2691,1896,3667,5023,3528
604,479,173,306,303,248,2,198,360,355,85,48,0,678,209
605,148,66,20,75,50,0,220,59,65,54,40,0,145,62
606,0,1189,769,1009,1125,2,3658,937,730,1130,1305,2,3527,1006
607,1868,760,592,657,460,0,1705,850,451,1116,876,0,743,1911
608,451,63,166,99,137,0,544,0,316,0,41,5,516,0
609,2330,1917,2223,0,2036,6281,3294,2623,2447,2666,2206,6276,3670,1275
610,305,53,277,220,125,2,6,256,316,165,253,0,506,122
611,184,55,0,66,51,0,107,64,52,60,67,0,142,62
612,3874,967,1010,1059,1401,1,4095,930,1092,1283,1401,0,1805,1082
613,1443,0,0,336,544,0,0,0,0,0,587,0,1499,308
614,553,0,0,227,121,0,495,296,56,152,0,2,523,117
615,69,1006,3001,0,3484,0,5624,2882,0,3168,2291,8278,1688,2659
616,363,152,324,0,66,6,253,196,283,221,5,0,545,172
617,168,61,0,81,44,0,197,56,62,42,48,0,143,65
618,3733,0,1298,754,1217,0,3928,1132,1020,1086,1153,0,3143,1119
619,0,1010,800,642,424,0,1294,642,557,1232,604,0,588,1078
620,398,211,120,184,0,0,448,0,162,174,240,1,474,159
621,4909,0,3207,3012,2084,0,2997,2226,3184,3622,0,9059,2758,402
622,394,242,165,0,195,5,320,260,244,0,163,2,376,389
623,235,60,45,68,41,0,213,68,70,82,58,0,159,64
624,3622,1117,999,784,1035,7,4080,1018,1600,759,1251,0,3027,1084
625,1480,1089,560,1413,281,0,0,692,457,459,520,0,1949,838
626,336,195,267,99,248,3,467,181,230,170,322,4,373,0
627,5586,2278,2375,2490,2912,11513,0,2434,2684,2561,1834,4780,1212,1697
628,536,315,154,310,254,0,346,181,0,100,319,4,423,115
629,144,54,77,74,70,0,140,66,25,79,53,0,168,56
630,0,1078,1171,1616,0,1,3080,1075,1204,1168,1009,11,1549,0
631,2173,0,110,1505,861,0,1484,288,0,983,894,0,1459,550
632,359,258,273,0,218,0,520,0,0,123,249,0,523,191
633,1969,1738,2221,2846,0,10294,2639,2247,2824,2635,1940,7469,2732,0
634,240,201,150,0,202,0,219,240,0,143,125,0,319,213
635,206,63,71,53,60,0,183,69,0,65,49,0,154,64
636,0,1039,1058,1007,1447,0,3385,1167,1117,924,1382,9,0,1150
637,1228,1413,679,24,0,0,1136,0,671,1438,235,0,1394,114
638,434,285,100,130,389,4,550,0,0,104,115,0,495,133
639,4059,1785,3942,3051,3792,9205,6417,2039,3078,2749,2952,8185,3289,1783
640,257,91,265,149,216,4,7,211,288,343,156,4,278,0
641,159,47,32,66,47,0,243,66,68,52,42,0,205,51
642,2094,1205,1401,840,1223,10,1949,1065,792,964,1389,1,2394,1031
643,1597,1368,616,1579,542,0,1322,143,453,0,798,0,727,205
644,590,102,164,83,154,0,0,0,97,160,386,1,514,196
645,4969,444,3344,2549,2251,7754,1893,0,3005,2422,3058,0,6505,2133
646,205,308,0,520,186,0,336,0,264,176,163,4,375,144
647,160,63,55,70,67,0,199,61,69,70,61,0,169,54
648,3426,1179,1257,803,1272,1,1741,942,1092,1339,1035,4,2309,946
649,0,1339,329,401,0,0,10,0,317,199,389,0,1031,1173
650,641,198,218,172,324,0,320,167,221,188,274,4,455,334
651,6492,3177,2020,0,2333,8158,4041,1828,3076,0,33,4508,0,1393
652,329,316,210,362,246,1,401,302,193,380,0,2,517,288
653,182,67,58,64,65,0,119,42,57,56,47,0,148,57
654,3772,1188,793,805,1418,0,2413,1038,718,1171,1373,0,3311,1098
655,755,838,651,26,280,0,1080,576,882,598,141,0,0,597
656,575,0,168,120,128,1,587,0,298,132,121,3,0,320
657,4736,1679,2609,2805,3282,8650,1835,1444,0,2675,4468,4609,6629,0
658,111,232,255,194,58,2,338,216,392,95,206,1,0,191
659,165,67,44,57,51,0,191,0,52,0,53,0,202,61
660,3696,1104,975,1086,0,0,4130,1112,980,1208,974,8,2960,1115
661,889,111,811,975,502,0,0,456,0,404,301,0,0,1031
662,397,326,96,172,0,3,327,62,149,125,220,1,507,385
663,3110,1866,3246,2631,4125,1881,4891,1226,1424,2860,4000,10204,3514,2346
664,417,274,202,266,261,0,456,0,130,0,153,6,299,317
665,169,47,43,77,68,0,209,52,54,46,42,0,0,56
666,3855,943,0,534,943,0,3614,0,1078,805,1413,0,2597,996
667,907,0,142,963,776,0,1737,909,0,450,0,0,0,677
668,420,141,209,161,135,1,443,175,261,121,239,3,419,353
669,3459,1870,4422,2672,5267,0,3091,338,2556,2654,2592,8603,2105,2816
670,0,173,209,224,138,0,268,48,221,279,291,0,0,321
671,0,60,49,83,44,0,185,61,0,86,49,0,188,71
672,3686,1088,1105,1048,0,6,3527,1074,788,923,1520,0,2998,1023
673,1416,436,63,0,462,0,1207,400,496,1367,304,0,0,582
674,476,193,264,131,260,0,419,252,161,145,387,1,404,0
675,5541,2493,2743,3520,1073,11830,3837,1763,3593,2463,3757,5449,0,2451
676,356,291,255,312,239,2,0,279,245,39,111,4,420,0
677,196,60,51,79,37,0,143,72,67,52,0,0,197,61
678,0,1062,1153,1444,1212,1,2104,1243,0,741,1257,7,3812,1022
679,424,1440,0,496,540,0,687,348,742,334,0,0,1690,0
680,0,199,0,126,198,3,453,435,282,133,0,0,523,156
681,1545,1770,3098,2907,610,4961,3560,2194,2922,2883,0,7398,5107,4200
682,482,247,0,153,284,1,150,268,404,392,0,0,156,236
683,133,58,65,0,57,0,134,0,50,44,0,0,159,71
684,3870,1146,1280,657,987,3,2912,958,1322,924,1175,8,0,1129
685,617,860,0,1587,158,0,490,267,427,574,341,0,372,790
686,480,0,139,127,186,0,434,114,227,221,210,3,465,149
687,0,2048,2357,2887,2457,2983,0,2311,2702,2878,0,3338,4336,2204
688,126,299,156,62,146,0,526,256,318,187,0,0,357,181
689,192,62,56,57,51,0,168,52,56,0,46,0,160,70
690,3610,1084,1575,815,1149,9,1589,1050,942,0,1444,0,1762,1120
691,815,0,932,540,253,0,266,10,787,0,242,0,716,1317
692,479,201,231,161,217,0,429,296,156,133,305,4,340,227
693,0,2692,3089,2873,3945,10519,4582,2291,2854,2611,2899,5798,3812,3337
694,354,284,210,232,318,4,412,0,216,115,271,0,398,182
695,199,59,56,0,60,0,0,52,52,65,51,0,163,59
696,1955,1215,1098,1093,1305,9,2929,1158,925,0,1014,9,3344,1029
697,1602,174,910,662,134,0,1320,48,310,0,876,0,2297,414
698,373,235,144,134,262,0,579,237,124,146,327,3,453,166
699,3147,2404,1982,0,2436,5607,1237,2369,2379,2378,2453,4413,4279,1120
700,427,270,189,0,239,3,0,237,319,249,219,3,206,355
701,0,0,37,64,59,0,0,61,64,75,51,0,203,64
702,2449,1027,1350,1051,1009,10,1554,1031,1001,771,1446,0,3288,1227
703,453,590,596,766,759,0,707,403,284,8,489,0,1792,91
704,463,235,144,119,310,3,470,0,245,122,197,0,0,117
705,3344,2551,2616,2780,2410,5787,5696,2782,2896,2411,4001,8703,5306,1430
706,554,183,292,33,295,0,66,207,204,153,258,7,165,138
707,0,47,54,47,63,0,180,57,66,63,65,0,151,57
708,2787,968,1222,782,1165,5,2732,952,998,1042,1057,0,1494,1088
709,833,104,695,945,0,0,0,613,0,1042,384,0,2284,713
710,387,62,264,177,185,3,0,248,68,108,0,1,485,152
711,2453,2428,2056,2640,2235,7146,0,2554,3485,0,2831,1609,1704,2715
712,302,275,176,0,145,5,326,295,225,113,181,2,400,198
713,230,58,59,81,55,0,231,60,0,62,0,0,211,63
714,3211,1010,932,865,1120,0,2271,974,1146,1378,1285,0,3824,1142
715,898,794,536,1061,425,0,49,387,515,0,0,0,795,1399
716,397,147,105,192,55,1,479,135,235,118,192,0,506,195
717,4056,1256,2280,0,2901,2554,5524,1573,2063,3819,0,7762,5328,1828
718,492,401,300,89,149,5,643,248,149,232,308,0,0,0
719,165,67,48,55,57,0,199,58,65,72,38,0,157,55
720,3601,994,1252,1208,969,7,0,1106,1308,0,1080,0,3891,1155
721,1093,727,491,206,527,0,2400,580,788,1107,470,0,0,530
722,597,170,80,154,205,0,380,71,252,181,189,0,427,321
723,5800,2078,3131,2260,2645,10394,3881,2168,3511,2414,1737,5172,2731,785
724,307,206,171,299,87,1,695,170,264,61,87,4,487,0
725,177,51,53,68,52,0,177,68,55,79,0,0,179,64
726,3451,997,0,905,1061,6,2330,0,856,1077,974,0,0,0
727,1428,398,806,558,131,0,0,1181,614,768,1184,0,0,703
728,592,125,386,0,100,3,464,181,105,0,0,0,508,48
729,2167,2820,3300,2820,3528,11837,4467,2120,3114,3241,3026,2851,4059,1887
730,396,0,89,12,0,0,465,306,225,105,127,2,279,301
731,177,54,0,55,70,0,144,52,73,67,58,0,159,58
732,2845,946,962,1125,1059,3,2677,1013,1334,1063,1375,0,0,1043
733,1000,0,966,0,421,0,1663,0,331,920,963,0,0,0
734,467,0,0,136,374,0,423,231,245,179,123,0,459,356
735,3715,1489,2152,2961,0,4500,4298,1756,3844,0,0,12153,5236,2097
736,516,176,384,34,0,2,62,272,327,84,210,0,385,262
737,135,53,57,81,65,0,155,59,0,71,46,0,167,63
738,3608,1020,1126,1104,1642,3,2997,1072,511,1086,885,12,0,0
739,1683,414,733,404,490,0,0,1710,688,953,254,0,1708,1187
740,529,151,230,154,30,0,495,230,180,0,161,2,536,294
741,2204,1766,3264,2446,2527,9051,6240,873,2652,3117,0,5164,3730,937
742,211,278,271,206,195,0,141,68,240,245,54,0,358,324
743,204,70,36,45,61,0,170,49,47,61,42,0,189,63
744,4256,1137,1160,1159,791,4,2760,1117,1162,459,1359,0,3496,1123
745,1008,544,664,690,639,0,0,1052,1238,735,684,0,720,0
746,413,200,138,150,312,0,604,8,189,133,301,0,575,52
747,5806,2136,2535,2227,1341,0,0,3280,0,2334,2244,10887,3275,2138
748,212,242,201,273,207,1,244,48,428,149,0,0,0,135
749,0,54,58,72,52,0,222,0,61,68,72,0,172,55
750,5281,1138,805,1452,0,0,3616,1124,1057,698,1242,0,2634,1145
751,382,193,467,1520,304,0,1094,1078,705,1383,135,0,1156,0
752,511,146,174,0,372,0,363,237,134,0,369,0,486,152
753,3080,2385,2575,3380,2449,6055,5610,1748,1578,2228,4371,6729,3357,1781
754,129,204,374,305,150,0,0,259,165,220,311,6,113,247
755,159,56,47,58,63,0,0,63,48,54,49,0,184,61
756,2604,1142,1078,971,973,7,3523,1192,843,0,1240,0,2620,1053
757,1155,154,471,824,289,0,2756,793,0,308,106,0,1565,1174
758,479,172,271,119,191,1,0,315,154,147,127,1,560,123
759,5236,0,1887,2270,1011,4928,5280,2272,0,2637,2552,10491,3755,928
760,222,159,318,246,77,6,338,204,121,536,226,0,570,0
761,198,42,63,54,51,0,193,57,0,0,60,0,141,64
762,4864,0,688,1305,1274,2,0,1105,1012,1130,1082,0,3233,0
763,646,0,1208,0,569,0,0,0,271,908,646,0,0,652
764,496,316,169,118,288,4,505,35,235,143,217,0,475,235
765,4500,2524,0,2775,2903,4535,0,0,3530,2779,0,9183,4365,968
766,402,223,275,224,153,0,0,40,274,234,271,0,225,207
767,177,63,42,73,53,0,0,50,54,58,57,0,220,60
768,0,1045,1007,798,1202,6,4778,884,0,930,1114,10,2829,0
769,2070,802,226,587,397,0,1074,625,0,70,702,0,1424,831
770,489,252,149,121,341,1,449,376,253,146,151,0,374,0
771,3156,1992,2801,3347,2588,10317,6419,2131,2849,2279,951,3720,3423,2853
772,92,207,229,232,0,2,569,212,300,350,0,3,347,170
773,170,61,52,52,51,0,177,52,52,55,0,0,161,48
774,1124,1012,736,1093,1531,14,3483,1125,1121,1051,889,5,0,1012
775,0,0,548,396,708,0,942,1137,599,0,500,0,1595,34
776,347,228,273,92,6,0,406,0,253,156,381,2,565,309
777,6431,1851,3388,3514,2360,6442,1513,2152,3221,2543,3419,8577,2037,1846
778,0,263,282,605,83,0,0,125,354,3,229,4,0,280
779,235,52,69,55,60,0,137,0,45,54,53,0,152,70
780,3140,1113,1004,1131,1571,6,2306,1051,906,778,1328,8,2338,1186
781,867,211,436,605,0,0,0,723,583,834,690,0,2456,585
782,554,184,171,196,237,0,526,0,159,149,157,0,400,102
783,5387,1854,3319,2589,1805,5722,2979,1865,0,2348,3126,3399,3139,2423
784,197,209,251,120,238,1,377,280,189,202,122,1,398,224
785,204,61,49,55,40,0,225,58,40,83,0,0,197,61
786,3216,1055,677,1021,1236,0,3142,1107,1379,1071,0,8,3502,960
787,666,202,542,747,81,0,1261,1206,350,977,937,0,1486,1212
788,437,160,0,150,240,0,500,40,223,135,317,1,491,296
789,4283,1970,3151,0,3389,9330,4353,2496,2784,2614,3993,13621,5029,1631
790,389,298,209,312,0,6,254,189,23,0,191,0,228,256
791,149,52,59,62,52,0,0,53,64,51,63,0,128,58
792,2324,1074,0,1355,868,3,0,1111,0,1458,0,0,3196,954
793,1710,693,0,0,276,0,959,580,436,1378,157,0,858,683
794,433,0,269,161,217,5,372,296,114,0,203,0,538,206
795,6869,2288,0,2619,2003,7354,0,0,2119,0,3040,10590,3783,1429
796,349,113,382,325,177,3,672,244,0,70,0,2,377,236
797,166,68,68,63,64,0,161,54,42,65,58,0,186,0
798,3578,971,952,1345,1335,0,3043,1186,1247,1156,992,4,3718,1040
799,0,899,706,418,378,0,283,702,607,658,788,0,64,166
800,408,135,222,178,140,0,390,342,284,118,261,3,512,210
801,3234,3081,2661,2598,3056,8092,5273,3201,2159,3209,0,8492,1987,2283
802,300,242,101,90,264,0,333,101,123,275,146,0,514,239
803,175,58,48,60,63,0,178,62,54,80,70,0,157,62
804,3161,1102,630,0,1213,1,0,931,883,1084,1096,0,3150,1242
805,967,160,0,425,434,0,846,0,17,817,374,0,0,403
806,484,226,235,114,147,1,436,57,249,213,151,2,538,255
807,3277,0,2951,3203,2694,11775,5893,1779,2569,2614,2317,7075,2507,0
808,359,143,324,169,204,1,129,158,236,397,233,0,187,0
809,161,0,56,55,0,0,169,60,57,68,45,0,168,50
810,3248,1033,1195,891,1322,2,2403,1088,910,565,1307,5,2562,1062
811,2698,190,629,441,554,0,1930,0,660,1207,693,0,0,0
812,501,91,241,106,315,0,539,349,158,168,278,1,464,260
813,4371,3329,3233,2784,0,14311,2996,1138,3513,2723,2719,4616,890,1347
814,613,0,185,0,169,0,410,148,220,147,193,0,0,110
815,155,72,56,0,59,0,0,56,52,47,38,0,140,0
816,3371,1078,988,1159,1429,0,4094,1158,1159,1157,1310,0,0,1075
817,1903,1161,492,586,312,0,2151,540,657,1237,0,0,1821,899
818,469,249,179,120,51,1,427,126,261,143,173,1,0,300
819,2896,1553,2760,3030,1679,5544,3250,2135,2720,3252,2508,9022,0,1616
820,319,239,249,37,189,7,146,263,310,321,89,9,414,135
821,0,56,49,86,81,0,177,65,27,76,60,0,205,67
822,2162,941,842,1182,1131,4,2712,980,1159,999,813,0,2490,1101
823,1108,810,517,407,720,0,1061,1230,651,0,785,0,2279,481
824,353,294,162,118,14,0,445,229,223,98,58,1,487,205
825,3518,2050,2360,2641,2549,6064,0,1980,2894,2740,2788,6153,6031,2665
826,358,179,298,199,211,2,83,153,190,267,215,1,0,154
827,170,46,44,59,69,0,206,60,32,52,0,0,217,57
828,3043,1039,1137,1398,1141,0,1894,0,1344,1193,1210,5,3699,1153
829,1199,0,132,451,0,0,2368,1387,452,0,925,0,440,0
830,476,265,141,187,0,0,569,130,267,151,274,1,468,377
831,4772,1205,2635,2745,1674,8319,3801,1999,2811,2877,2567,3723,3959,1098
832,0,108,233,0,143,1,57,396,198,14,167,0,446,95
833,190,56,53,55,47,0,187,55,38,59,60,0,161,64
834,3514,1061,993,882,1607,1,1923,1080,803,1265,1129,0,2680,1042
835,0,0,447,433,833,0,361,850,405,999,0,0,0,0
836,454,0,315,175,73,3,0,0,228,172,219,1,440,71
837,3640,2557,2814,3254,1902,0,6258,1722,2656,2994,0,2445,5086,2349
838,441,224,169,120,0,7,394,284,245,270,0,6,504,310
839,136,56,36,76,40,0,229,58,54,45,31,0,265,60
840,3368,0,996,1113,944,0,3571,1054,1305,0,854,6,0,0
841,0,364,1057,0,716,0,1708,399,575,959,280,0,585,1384
842,568,49,136,0,350,4,356,165,227,144,451,0,446,287
843,3783,2074,1895,2540,2618,8534,5205,1988,3314,2974,3445,5736,2334,2483
844,281,249,385,6,270,0,260,208,240,224,249,1,0,402
845,166,0,67,62,61,0,162,50,49,65,65,0,144,56
846,2173,1247,784,994,853,0,2511,1020,1318,1081,1038,4,2793,1191
847,2296,598,601,638,294,0,983,459,1161,474,653,0,1145,671
848,424,137,132,135,0,0,440,345,0,95,213,0,385,207
849,0,0,2367,3002,2650,14718,0,2215,2405,3038,3538,8240,2753,0
850,0,183,303,464,209,1,423,269,230,261,196,0,0,191
851,142,61,48,81,57,0,247,63,46,76,56,0,187,49
852,4361,1283,836,940,1294,1,2648,1001,1187,1052,1656,0,0,1010
853,1048,0,396,988,423,0,2305,666,415,2391,144,0,1876,0
854,0,0,117,93,279,2,544,62,213,77,35,1,528,0
855,0,1296,1303,2539,3674,4662,0,1963,2446,2638,4591,7566,4748,2301
856,523,201,258,0,0,7,0,93,297,385,175,0,483,279
857,157,64,34,78,0,0,195,70,49,92,51,0,189,56
858,3243,1005,986,739,1311,12,1073,1191,961,691,1408,0,0,1048
859,1340,378,0,0,474,0,1534,0,1036,1404,587,0,0,0
860,426,117,79,162,158,2,499,294,203,184,142,4,0,150
861,4974,2044,2961,0,2356,8048,0,0,2839,0,2450,0,6535,1767
862,349,257,328,254,170,0,281,210,0,269,295,0,210,175
863,183,56,50,63,62,0,130,55,54,89,59,0,174,69
864,3188,1122,963,764,1162,1,4402,1017,0,0,1168,0,2926,1225
865,1563,705,608,829,606,0,0,1087,600,0,75,0,1475,442
866,530,138,93,134,246,3,0,164,260,124,93,2,0,91
867,6237,2819,2427,2951,2765,0,5364,2557,2546,2936,1270,6166,4365,947
868,299,318,334,317,196,4,157,138,326,450,201,0,282,135
869,156,73,76,62,59,0,196,62,52,66,77,0,0,0
870,1761,1170,1051,760,1104,0,1683,0,1071,909,1135,0,1751,1104
871,1657,828,881,0,159,0,0,0,535,115,1067,0,1191,342
872,387,149,260,186,181,2,446,549,139,130,202,1,498,0
873,2409,3067,3117,2434,2936,0,4626,2711,2777,0,3306,9226,4427,3113
874,188,84,230,68,123,0,408,233,377,449,245,3,301,294
875,237,60,51,72,50,0,181,59,68,58,57,0,195,58
876,4331,1052,1016,1110,1037,3,2707,1115,1421,1207,1190,0,1760,1122
877,1028,625,546,1174,8,0,1102,775,0,690,327,0,1584,252
878,440,153,0,118,274,0,511,204,215,0,344,3,468,0
879,7560,2955,2586,2346,390,5726,3228,1654,3294,2698,1890,6388,6702,531
880,284,175,281,454,281,0,524,309,234,258,78,0,267,229
881,147,55,64,44,65,0,217,48,37,55,53,0,184,64
882,1910,1229,1470,1059,1012,0,3244,990,1068,943,1240,2,4191,1084
883,451,0,955,923,738,0,1868,148,649,0,904,0,227,0
884,492,370,129,119,342,2,370,0,152,128,202,1,534,43
885,5669,2615,2806,2717,0,6357,4066,1429,3107,3282,2761,4245,1487,2963
886,476,298,0,159,221,0,444,191,271,0,196,0,262,213
887,180,59,60,65,52,0,202,50,57,67,50,0,198,67
888,0,1296,815,1191,979,12,2794,978,1167,1001,1085,0,4626,1023
889,0,545,458,9,0,0,2162,0,771,1434,513,0,1708,0
890,370,274,246,0,297,0,472,82,0,126,255,0,480,223
891,5768,337,1967,2795,2067,7063,0,1650,2657,2832,0,9268,2831,3082
892,693,183,0,0,295,0,367,208,264,25,206,5,278,186
893,0,57,51,83,52,0,183,54,55,52,56,0,139,44
894,2479,1108,986,0,1226,0,3104,1159,959,1126,0,9,3642,1129
895,0,834,0,1179,0,0,906,837,0,462,0,0,711,1236
896,474,119,20,196,218,1,429,144,186,0,150,3,490,180
897,6406,2719,3451,2837,2356,7179,3139,2580,2916,2619,3412,8683,3545,2333
898,0,220,274,170,182,2,260,122,188,341,266,5,423,262
899,179,49,45,48,68,0,162,47,67,64,57,0,0,55
900,3242,0,1092,999,1199,1,3329,1076,1033,824,1394,0,3999,1117
901,1455,223,801,1052,491,0,207,958,660,1393,0,0,1765,501
902,501,120,228,192,217,0,0,61,224,159,213,3,440,4
903,5687,1608,2385,0,3571,8393,2967,2634,0,0,2457,7394,7738,0
904,411,114,217,173,346,4,385,113,226,120,46,2,416,126
905,165,60,54,80,45,0,177,58,51,60,53,0,181,53
906,3525,922,1058,1113,1422,8,3578,1100,1139,804,1240,4,4371,1164
907,430,978,388,525,0,0,1062,899,915,746,441,0,1603,0
908,395,153,207,177,179,0,501,165,0,139,401,2,458,292
909,5165,3213,3348,2765,2464,6254,5610,912,3733,0,5023,9970,4811,2626
910,30,207,250,358,211,0,320,0,183,282,92,2,247,185
911,178,0,53,59,0,0,163,63,65,42,64,0,179,48
912,3919,1011,1069,901,1212,4,3289,1173,0,637,0,0,2502,1123
913,0,1290,0,0,378,0,1685,435,739,1031,323,0,1881,620
914,436,0,243,173,0,0,404,267,247,0,117,2,363,38
915,2541,1392,3007,2506,0,6631,1676,1192,2694,3022,2570,0,2924,0
916,236,221,428,308,100,3,407,202,0,0,0,0,239,201
917,190,54,59,61,61,0,176,0,0,49,60,0,172,72
918,3466,1016,1220,1219,1215,7,3473,1016,1090,1419,1384,10,2603,1045
919,0,661,307,602,459,0,1324,878,338,0,649,0,1293,669
920,459,0,182,209,0,1,463,155,0,148,401,0,516,246
921,2999,0,3166,2614,3373,4841,5689,2371,3069,2815,4527,5997,3582,2405
922,432,197,298,0,199,1,250,226,283,136,101,0,154,416
923,137,63,43,60,57,0,133,62,58,74,0,0,180,52
924,3323,0,1475,711,0,0,2699,1039,0,1143,1260,8,2827,1046
925,0,540,696,465,199,0,0,1153,286,53,253,0,0,748
926,0,215,176,201,404,0,431,201,108,112,241,0,384,191
927,2808,1366,1509,3076,3786,9418,5338,2199,3289,2864,3396,7563,4666,1616
928,0,209,227,255,0,0,381,0,388,263,228,6,201,174
929,169,62,52,62,42,0,158,59,62,64,60,0,149,57
930,0,1079,0,946,1127,5,2534,1084,880,1028,1228,14,2132,1150
931,1817,1872,822,1305,0,0,623,752,1005,691,409,0,0,0
932,498,203,157,198,222,2,360,32,151,0,393,2,395,163
933,4514,1068,1897,0,3674,11487,7247,2381,2169,2441,2492,9127,6354,2434
934,503,0,405,429,213,4,81,261,176,48,43,0,469,249
935,219,58,68,60,45,0,197,61,54,63,57,0,206,54
936,3030,1137,459,1492,1418,0,2777,1026,1016,1353,1240,0,2380,897
937,1168,804,221,516,55,0,0,294,639,596,315,0,233,0
938,578,400,88,0,57,0,397,141,167,192,131,3,509,106
939,5013,2524,0,3638,6149,6732,3352,0,3063,0,4155,13663,4049,3006
940,57,0,407,201,135,1,0,314,274,0,25,0,0,191
941,201,53,68,61,56,0,178,47,80,62,47,0,0,0
942,3074,1203,1046,0,1330,4,3506,1002,1377,995,1085,15,2087,1117
943,1270,0,630,1035,385,0,2896,0,568,0,121,0,1425,493
944,452,217,127,78,85,0,517,305,155,149,0,4,471,98
945,5123,1523,3090,3544,3948,0,3282,1558,2757,2725,1682,13227,3313,0
946,281,144,230,619,236,0,82,229,234,0,392,0,330,283
947,197,58,51,45,80,0,152,48,51,56,0,0,178,0
948,2645,0,829,1353,1262,0,2529,1107,1260,1403,1308,1,3455,1152
949,293,1207,603,546,509,0,386,217,866,1430,228,0,1572,377
950,0,379,265,175,137,3,513,320,0,121,173,0,544,212
951,0,1226,5017,3075,3397,7116,230,2344,3147,2909,3728,11202,5391,1938
952,274,179,260,274,207,2,305,314,103,358,141,6,285,46
953,177,58,45,72,48,0,134,64,71,63,0,0,134,64
954,4471,1068,1398,1183,0,0,2299,1125,987,1055,1029,0,4592,1121
955,2920,693,564,292,0,0,2915,644,554,0,1080,0,1662,315
956,430,133,178,203,0,1,468,0,140,140,154,1,433,206
957,5043,1603,0,2943,3102,7236,3009,0,0,3353,5708,4289,3411,1741
958,334,196,227,170,151,0,0,169,132,224,141,1,0,233
959,173,57,38,51,59,0,168,57,45,55,0,0,147,46
960,3922,888,1156,1216,1164,2,0,1084,1050,785,872,9,3901,1056
961,763,743,0,502,619,0,1679,547,65,707,800,0,0,724
962,553,169,71,0,93,4,0,313,238,0,341,0,359,0
963,4618,2156,0,3422,3435,3145,1771,3452,3613,2592,1018,11696,4370,2298
964,461,185,307,103,155,0,349,245,284,0,133,0,520,156
965,185,57,56,43,0,0,160,50,40,51,45,0,167,70
966,1361,1049,897,944,1289,0,2805,1057,909,1371,773,4,2041,991
967,802,1155,645,980,430,0,0,1274,413,392,0,0,0,0
968,395,234,124,124,0,0,469,0,215,124,366,2,385,146
969,0,1109,4283,2419,330,5065,4817,2913,2233,0,2258,0,3596,2802
970,142,355,311,56,223,3,173,130,0,0,77,2,0,117
971,176,63,56,64,61,0,0,65,0,68,42,0,180,69
972,2383,1094,945,925,1108,9,2785,1176,608,734,1203,0,0,1021
973,991,946,501,22,0,0,770,516,737,647,648,0,0,600
974,0,163,185,0,166,4,405,2,167,0,349,0,503,10
975,4554,3044,0,2497,3798,5101,3289,2645,2770,2785,3051,10994,4975,2634
976,310,277,399,0,203,0,418,235,176,115,198,2,607,351
977,194,55,42,61,66,0,180,0,61,58,46,0,170,69
978,0,1013,1114,948,837,0,1682,1189,0,636,1100,7,1210,1163
979,1183,916,329,931,483,0,1104,1457,924,173,515,0,0,76
980,427,300,268,166,236,2,500,289,300,168,80,4,596,142
981,6187,2131,3379,2588,3490,4671,0,2176,2703,2741,2173,0,3598,2109
982,0,185,214,305,146,0,0,320,21,53,171,0,0,218
983,199,57,50,66,66,0,150,63,60,0,52,0,189,62
984,2491,990,844,648,1315,4,2862,1089,1051,872,947,0,2344,982
985,0,162,0,203,590,0,0,171,684,1109,235,0,495,286
986,0,145,122,137,225,0,595,175,204,141,248,0,507,424
987,4186,2587,2315,3123,3421,0,5246,0,3798,2392,1522,9305,5231,1996
988,162,277,214,157,160,0,371,313,213,0,211,2,202,282
989,0,52,51,43,74,0,155,0,61,73,35,0,176,56
990,2583,1041,934,519,1321,7,1662,1138,1096,888,1031,0,1960,989
991,1544,600,740,0,595,0,1352,1172,0,1643,1206,0,625,971
